frame,timestamp,upper_iou,lower_iou,mean_iou,error
1,0.0,0.8360765653725533,0.8866144385477214,0.8613455019601373,0.13865449803986274
2,0.017,0.8066672530565573,0.8357950921481083,0.8212311726023328,0.1787688273976672
3,0.033,0.8040740500723651,0.8530959125859976,0.8285849813291813,0.17141501867081865
4,0.05,0.8114319516256244,0.8547007093163687,0.8330663304709965,0.16693366952900346
5,0.067,0.7918845653055562,0.8495146450578206,0.8206996051816884,0.17930039481831161
6,0.083,0.7835394456289979,0.8329361616432839,0.8082378036361408,0.19176219636385916
7,0.1,0.7679633089859011,0.8247472963654405,0.7963553026756709,0.2036446973243291
8,0.117,0.7629222972972973,0.810535812741216,0.7867290550192567,0.21327094498074328
9,0.133,0.7571058887883697,0.8035443880522506,0.7803251384203101,0.21967486157968985
10,0.15,0.756626100847048,0.8038880403745269,0.7802570706107874,0.21974292938921258
11,0.167,0.7637849878120535,0.8111134935426941,0.7874492406773739,0.21255075932262613
12,0.183,0.7770829776336008,0.8111184865582476,0.7941007320959241,0.20589926790407587
13,0.2,0.7960678320763764,0.8039909774931261,0.8000294047847513,0.19997059521524874
14,0.217,0.7943818747534949,0.8119136188563716,0.8031477468049333,0.19685225319506672
15,0.233,0.798020929112483,0.8142188899578675,0.8061199095351752,0.1938800904648248
16,0.25,0.7922280247509544,0.8217184715897842,0.8069732481703693,0.1930267518296307
17,0.267,0.8007556785729977,0.8133610177311977,0.8070583481520976,0.19294165184790235
18,0.283,0.8030995430160938,0.8202184446086885,0.8116589938123911,0.18834100618760885
19,0.3,0.7857096683832877,0.8243014535076657,0.8050055609454767,0.1949944390545233
20,0.317,0.8076463824517955,0.8372551311812154,0.8224507568165055,0.17754924318349452
21,0.333,0.7989052521829793,0.8470198895762655,0.8229625708796224,0.17703742912037757
22,0.35,0.8023346811008217,0.849139950471856,0.8257373157863388,0.1742626842136612
23,0.367,0.8251647400767678,0.8392904819116273,0.8322276109941975,0.1677723890058025
24,0.383,0.8270399787016905,0.8435386644847797,0.8352893215932351,0.1647106784067649
25,0.4,0.8122688239492981,0.8510752327996248,0.8316720283744614,0.16832797162553859
26,0.417,0.825067409273748,0.85835612737649,0.841711768325119,0.15828823167488104
27,0.433,0.8029760621091223,0.8586956521739131,0.8308358571415178,0.16916414285848225
28,0.45,0.7821265492498369,0.8600267357057042,0.8210766424777706,0.17892335752222943
29,0.467,0.7866337469401536,0.8618448814245928,0.8242393141823732,0.17576068581762683
30,0.483,0.7868365001370758,0.8490243411788373,0.8179304206579565,0.18206957934204349
