frame,timestamp,upper_iou,lower_iou,mean_iou,error
0,0.0,0.8684946950937167,0.8310190633090139,0.8497568792013652,0.15024312079863478
1,16.0,0.8705465288035451,0.8791567305019531,0.8748516296527491,0.1251483703472509
2,33.0,0.8784379634206624,0.8849292549756356,0.881683609198149,0.11831639080185097
3,50.0,0.8878020713463751,0.8925022450571938,0.8901521582017844,0.1098478417982156
4,66.0,0.8861710285703049,0.8913780700852945,0.8887745493277996,0.11122545067220035
5,83.0,0.887656501121054,0.8941913607548283,0.8909239309379411,0.10907606906205891
6,100.0,0.8775494302133048,0.8942243957047533,0.885886912959029,0.114113087040971
7,116.0,0.8657104332362769,0.8826102169349195,0.8741603250855983,0.12583967491440173
8,133.0,0.8313555454130535,0.8640352773334486,0.8476954113732511,0.1523045886267489
9,150.0,0.8211556099052277,0.8490173443356563,0.835086477120442,0.16491352287955796
10,166.0,0.8163261438156248,0.8525413542441761,0.8344337490299005,0.16556625097009947
11,183.0,0.7993283265366375,0.8557681292244244,0.827548227880531,0.17245177211946905
12,200.0,0.8279192440514591,0.8628207350901526,0.8453699895708058,0.15463001042919422
13,216.0,0.8374766462042933,0.8651249620121272,0.8513008041082102,0.14869919589178981
14,233.0,0.8468499691928527,0.8706192816854438,0.8587346254391482,0.14126537456085175
15,250.0,0.8566854409381992,0.8786946889756894,0.8676900649569443,0.13230993504305566
16,266.0,0.8621812893843916,0.8864387931286764,0.874310041256534,0.125689958743466
17,283.0,0.8744014015962625,0.8924729604790068,0.8834371810376347,0.11656281896236531
18,300.0,0.8826383296340673,0.894549623706491,0.8885939766702792,0.11140602332972083
19,316.0,0.887340553076908,0.8988778936207811,0.8931092233488445,0.10689077665115554
20,333.0,0.8894034645172734,0.8979336163188303,0.8936685404180518,0.10633145958194823
21,350.0,0.8968631178707225,0.9032243777128178,0.9000437477917702,0.09995625220822979
22,366.0,0.9051703502752733,0.9026179559236799,0.9038941530994766,0.09610584690052337
23,383.0,0.9105609702403586,0.9053045478151198,0.9079327590277393,0.09206724097226071
24,400.0,0.9105730136794248,0.9045018033930506,0.9075374085362378,0.09246259146376223
25,416.0,0.9116833112742149,0.9038977996053237,0.9077905554397693,0.09220944456023072
26,433.0,0.9107855124170692,0.9014296908496828,0.906107601633376,0.093892398366624
27,450.0,0.9006615898143151,0.9020214735283228,0.9013415316713189,0.09865846832868108
28,466.0,0.8980166014845559,0.9014663884819698,0.8997414949832628,0.10025850501673716
29,483.0,0.8912615959158539,0.8971647464245042,0.8942131711701791,0.10578682882982093
30,500.0,0.8927671395971822,0.8943493655945707,0.8935582525958765,0.10644174740412349
31,516.0,0.8947755264203416,0.8940209774735569,0.8943982519469493,0.10560174805305067
32,533.0,0.8928500535948232,0.890706680999573,0.8917783672971981,0.10822163270280194
33,550.0,0.8934140051577069,0.8878471711976488,0.8906305881776778,0.10936941182232218
34,566.0,0.8950141147469286,0.8866430659400385,0.8908285903434836,0.1091714096565164
35,583.0,0.8879254023875988,0.8857919482809286,0.8868586753342637,0.11314132466573634
36,600.0,0.8905029709266509,0.8875205254515599,0.8890117481891053,0.11098825181089467
37,616.0,0.8999220483300354,0.887373618622149,0.8936478334760922,0.10635216652390778
38,633.0,0.9022935596205419,0.8891030545582955,0.8956983070894187,0.10430169291058133
39,650.0,0.9097697447870542,0.8867584326487532,0.8982640887179036,0.10173591128209636
40,666.0,0.9119064421816715,0.8866925159119174,0.8992994790467945,0.10070052095320547
41,683.0,0.9068721901091843,0.8917631841966018,0.8993176871528931,0.10068231284710694
42,700.0,0.9139043471247681,0.8896948914094785,0.9017996192671234,0.09820038073287662
43,716.0,0.9157414112157052,0.8910936168962782,0.9034175140559917,0.09658248594400831
44,733.0,0.9202811002376062,0.8850736014267129,0.9026773508321595,0.0973226491678405
45,750.0,0.919230460277934,0.886996016638984,0.903113238458459,0.09688676154154097
46,766.0,0.9167955335087261,0.8804171359202001,0.898606334714463,0.10139366528553695
47,783.0,0.9170237475471547,0.8814368801183726,0.8992303138327636,0.10076968616723636
48,800.0,0.9105272643530848,0.8779237517758542,0.8942255080644695,0.10577449193553046
