,frame,timestamp,upper_x_0,upper_y_0,upper_x_1,upper_y_1,upper_x_2,upper_y_2,upper_x_3,upper_y_3,upper_x_4,upper_y_4,upper_x_5,upper_y_5,upper_x_6,upper_y_6,upper_x_7,upper_y_7,upper_x_8,upper_y_8,upper_x_9,upper_y_9,upper_x_10,upper_y_10,upper_x_11,upper_y_11,upper_x_12,upper_y_12,upper_x_13,upper_y_13,upper_x_14,upper_y_14,upper_x_15,upper_y_15,upper_x_16,upper_y_16,upper_x_17,upper_y_17,upper_x_18,upper_y_18,upper_x_19,upper_y_19,upper_x_20,upper_y_20,upper_x_21,upper_y_21,lower_x_0,lower_y_0,lower_x_1,lower_y_1,lower_x_2,lower_y_2,lower_x_3,lower_y_3,lower_x_4,lower_y_4,lower_x_5,lower_y_5,lower_x_6,lower_y_6,lower_x_7,lower_y_7,lower_x_8,lower_y_8,lower_x_9,lower_y_9,lower_x_10,lower_y_10,lower_x_11,lower_y_11,lower_x_12,lower_y_12,lower_x_13,lower_y_13,lower_x_14,lower_y_14,lower_x_15,lower_y_15,lower_x_16,lower_y_16,lower_x_17,lower_y_17,lower_x_18,lower_y_18,lower_x_19,lower_y_19,lower_x_20,lower_y_20,lower_x_21,lower_y_21
10,10,166,783.7618,2156.6465,809.85474,2130.9485,849.4135,2102.1226,906.9157,2069.1748,994.0333,2038.6871,1079.4534,2057.7246,1166.4097,2035.7728,1258.987,2064.905,1324.6064,2095.421,1369.974,2122.91,1401.8289,2145.563,1373.4269,2146.2402,1321.9451,2147.2407,1278.025,2145.4592,1222.633,2144.034,1157.7612,2146.5054,1084.1166,2150.6814,1015.13416,2147.9114,953.62946,2147.105,900.5328,2151.8267,859.7131,2154.623,813.1345,2155.9578,1373.4269,2146.2402,1323.156,2146.0176,1279.2605,2145.3184,1223.5442,2145.6948,1156.677,2151.2747,1083.8519,2155.3374,1014.3114,2152.806,953.216,2153.7578,899.9217,2154.9087,860.2201,2155.937,813.1345,2155.9578,783.7618,2156.6465,816.733,2191.585,860.3232,2226.568,923.8029,2266.5295,1002.4371,2290.2708,1089.2411,2295.4578,1180.6208,2285.0127,1260.7356,2255.7566,1324.8462,2214.7068,1369.6993,2177.5676,1401.8289,2145.563
11,11,183,779.7822,2158.741,805.70746,2133.0168,845.0909,2104.1074,902.4511,2071.0784,989.5597,2040.475,1074.891,2059.5378,1161.8463,2037.7122,1254.5375,2067.171,1320.1831,2097.9207,1365.465,2125.5735,1397.1494,2148.3499,1368.8197,2149.0164,1317.2882,2150.0447,1273.2825,2148.3088,1217.8738,2146.882,1153.093,2149.2751,1079.5629,2153.3247,1010.80145,2150.539,949.4343,2149.66,896.426,2154.2742,855.6672,2156.9587,809.1405,2158.137,1368.8197,2149.0164,1318.5511,2148.8281,1274.6853,2148.1953,1219.0073,2148.628,1152.2169,2154.188,1079.4585,2158.1445,1010.034,2155.5483,949.01105,2156.4128,895.7848,2157.4363,856.1538,2158.2866,809.1405,2158.137,779.7822,2158.741,812.75037,2193.8594,856.34814,2228.9595,919.84155,2268.9873,998.3186,2292.7527,1084.8529,2298.059,1176.0537,2287.7258,1256.0574,2258.5754,1320.1989,2217.5571,1365.0953,2180.4004,1397.1494,2148.3499
12,12,200,775.38654,2161.1296,801.079,2135.3108,840.2361,2106.2844,897.3453,2073.2217,984.29565,2042.6786,1069.6702,2061.7917,1156.7708,2040.1366,1249.6212,2069.864,1315.3447,2100.8416,1360.6345,2128.6882,1392.2588,2151.6416,1363.9922,2152.2478,1312.4773,2153.081,1268.3708,2151.1816,1212.8857,2149.5547,1148.0266,2151.7651,1074.42,2155.6672,1005.7618,2152.8625,944.47864,2151.9714,891.63684,2156.6125,851.03107,2159.3586,804.7175,2160.5637,1363.9922,2152.2478,1313.8276,2151.9673,1269.9397,2151.2605,1214.1914,2151.581,1147.3577,2156.983,1074.5973,2160.751,1005.2459,2158.153,944.2685,2159.0178,891.1066,2160.0217,851.5824,2160.8008,804.7175,2160.5637,775.38654,2161.1296,808.51074,2196.214,852.2169,2231.0862,915.6806,2270.8071,993.86414,2294.3508,1079.9623,2299.6938,1170.7864,2289.5515,1250.629,2260.8306,1314.9374,2220.2944,1360.0625,2183.502,1392.2588,2151.6416
13,13,216,772.0851,2163.364,797.6877,2137.4333,836.7716,2108.262,893.8266,2075.144,980.6967,2044.5925,1065.971,2063.715,1153.0276,2042.1703,1245.9524,2072.0442,1311.751,2103.1663,1356.979,2131.1858,1388.4689,2154.2764,1360.1586,2154.7893,1308.7476,2155.4583,1264.6757,2153.4197,1209.195,2151.657,1144.3556,2153.76,1070.7476,2157.5981,1002.20905,2154.7773,941.0087,2153.9111,888.2512,2158.6392,847.72015,2161.5007,801.4749,2162.7864,1360.1586,2154.7893,1310.0833,2154.2964,1266.185,2153.446,1210.4329,2153.6438,1143.6143,2158.9653,1070.8256,2162.6892,1001.5882,2160.1143,940.7016,2161.0264,887.6374,2162.1128,848.1898,2162.9568,801.4749,2162.7864,772.0851,2163.364,805.09393,2198.3682,848.7242,2233.132,912.12555,2272.6716,990.25104,2296.034,1076.2351,2301.3313,1167.0679,2291.2458,1246.8936,2262.7156,1311.1829,2222.429,1356.3143,2185.875,1388.4689,2154.2764
14,14,233,769.3232,2165.1167,795.0687,2139.2222,834.2251,2110.0679,891.3098,2077.0156,978.1867,2046.517,1063.4794,2065.6077,1150.5295,2044.1031,1243.3596,2073.9197,1309.0782,2104.9902,1354.1554,2132.9658,1385.5507,2155.9885,1357.2843,2156.4775,1306.0536,2157.073,1262.1307,2154.9849,1206.7166,2153.2073,1141.8782,2155.3386,1068.2117,2159.2168,999.6295,2156.3875,938.32086,2155.509,885.48334,2160.2659,844.9354,2163.1846,798.6835,2164.5305,1357.2843,2156.4775,1307.3645,2155.9255,1263.554,2155.0344,1207.8633,2155.1855,1141.0642,2160.4958,1068.2352,2164.2312,998.99927,2161.699,938.0158,2162.6702,884.85645,2163.8281,845.3642,2164.7012,798.6835,2164.5305,769.3232,2165.1167,802.30756,2200.137,846.0003,2234.9116,909.5097,2274.3645,987.70856,2297.5608,1073.66,2302.7637,1164.4641,2292.666,1244.2164,2264.1743,1308.3992,2223.9568,1353.4607,2187.4663,1385.5507,2155.9885
15,15,250,767.4833,2167.0042,793.0023,2140.972,831.92395,2111.6304,888.83734,2078.389,975.73663,2047.706,1061.0486,2066.8125,1148.161,2045.2635,1241.3413,2075.2358,1307.2173,2106.485,1352.2842,2134.632,1383.5394,2157.7842,1355.2283,2158.228,1304.0707,2158.7676,1260.1649,2156.6836,1204.6449,2154.9473,1139.6876,2157.1663,1065.9543,2161.0803,997.4267,2158.2378,936.16174,2157.3145,883.40674,2162.0713,843.0205,2164.996,796.8627,2166.3967,1355.2283,2158.228,1305.3317,2157.5571,1261.3972,2156.5378,1205.5482,2156.5845,1138.6085,2161.8713,1065.751,2165.6584,996.6183,2163.1646,935.76166,2164.2224,882.749,2165.4963,843.38727,2166.4697,796.8627,2166.3967,767.4833,2167.0042,800.4051,2201.866,843.9592,2236.5286,907.2646,2275.9436,985.3425,2299.125,1071.2523,2304.2837,1162.1001,2294.1978,1241.9794,2265.7249,1306.26,2225.551,1351.4158,2189.141,1383.5394,2157.7842
16,16,266,766.02826,2168.3496,791.56433,2142.2969,830.55194,2112.88,887.5205,2079.5159,974.45105,2048.6848,1059.7852,2067.7197,1146.8694,2046.1936,1240.0809,2076.2302,1306.0962,2107.5654,1351.2784,2135.8403,1382.625,2159.1118,1354.2446,2159.5469,1303.0552,2160.0098,1259.0845,2157.813,1203.4939,2155.995,1138.4863,2158.1685,1064.7524,2162.084,996.1268,2159.2795,934.8385,2158.437,882.0801,2163.2827,841.6658,2166.2683,795.46954,2167.7046,1354.2446,2159.5469,1304.3121,2158.8477,1260.3223,2157.798,1204.4236,2157.7944,1137.441,2163.0298,1064.5765,2166.7908,995.3338,2164.2722,934.4585,2165.3374,881.4425,2166.6428,842.0401,2167.685,795.46954,2167.7046,766.02826,2168.3496,798.88074,2203.1672,842.40674,2237.8093,905.7222,2277.211,983.94183,2300.4111,1070.0596,2305.6,1161.0372,2295.5552,1241.0841,2267.1423,1305.4602,2226.9653,1350.5984,2190.4895,1382.625,2159.1118
17,17,283,765.3068,2169.5488,790.8682,2143.5256,829.79956,2114.1458,886.6846,2080.816,973.57526,2049.9426,1058.9221,2068.9504,1145.9205,2047.3359,1239.1139,2077.223,1305.1475,2108.3665,1350.3663,2136.443,1381.7924,2159.542,1353.4515,2159.999,1302.2694,2160.5793,1258.3383,2158.5266,1202.6932,2156.9019,1137.632,2159.2727,1063.8911,2163.3157,995.2748,2160.5264,933.96185,2159.6443,881.19403,2164.4436,840.8685,2167.4055,794.70825,2168.8638,1353.4515,2159.999,1303.5021,2159.3262,1259.4685,2158.31,1203.5424,2158.3843,1136.5212,2163.7422,1063.6562,2167.6423,994.458,2165.1885,933.6027,2166.3105,880.6118,2167.6729,841.2481,2168.7695,794.70825,2168.8638,765.3068,2169.5488,798.1505,2204.2852,841.62744,2238.9229,904.9023,2278.3848,983.1132,2301.5947,1069.2006,2306.6873,1160.1564,2296.5195,1240.209,2267.9048,1304.5671,2227.5237,1349.7262,2190.9355,1381.7924,2159.542
18,18,300,764.7566,2170.1912,790.2235,2144.2253,829.0286,2114.865,885.7796,2081.5388,972.50476,2050.6453,1057.7963,2069.6228,1144.7673,2047.95,1238.0504,2077.7253,1304.2683,2108.7444,1349.6376,2136.7146,1381.1964,2159.7122,1352.8499,2160.1987,1301.6145,2160.9033,1257.6104,2158.9575,1201.8557,2157.4404,1136.7117,2159.9158,1062.9358,2164.04,994.3339,2161.2622,933.0935,2160.377,880.4358,2165.1711,840.23126,2168.0947,794.1363,2169.4895,1352.8499,2160.1987,1302.8396,2159.5447,1258.7153,2158.5737,1202.7007,2158.73,1135.5957,2164.1875,1062.6707,2168.1963,993.46674,2165.7578,932.6948,2166.8713,879.8487,2168.2156,840.5849,2169.3267,794.1363,2169.4895,764.7566,2170.1912,797.4608,2204.9001,840.74316,2239.5876,903.86273,2279.1648,982.10223,2302.4717,1068.3295,2307.5347,1159.487,2297.271,1239.678,2268.4822,1304.0665,2227.897,1349.1923,2191.1643,1381.1964,2159.7122
19,19,316,764.4475,2170.5667,790.0055,2144.666,828.8598,2115.4114,885.619,2082.2163,972.2627,2051.453,1057.5294,2070.473,1144.4277,2048.7612,1237.5326,2078.3914,1303.634,2109.2761,1348.9557,2137.118,1380.5251,2160.0156,1352.1971,2160.4968,1300.9966,2161.2307,1257.0648,2159.3162,1201.3832,2157.845,1136.3096,2160.3677,1062.5814,2164.5315,994.00195,2161.7112,932.7642,2160.7834,880.0975,2165.5447,839.8996,2168.4614,793.8244,2169.859,1352.1971,2160.4968,1302.2424,2159.8313,1258.1879,2158.877,1202.2625,2159.0776,1135.2213,2164.5913,1062.3245,2168.6438,993.12164,2166.1714,932.33527,2167.2363,879.48975,2168.554,840.2447,2169.669,793.8244,2169.859,764.4475,2170.5667,797.0616,2205.2766,840.2617,2240.0293,903.36285,2279.7397,981.6493,2303.1438,1067.9541,2308.2217,1159.138,2297.9316,1239.3357,2269.0427,1303.644,2228.3132,1348.6437,2191.4912,1380.5251,2160.0156
20,20,333,764.3716,2171.0315,789.9292,2145.1597,828.7591,2115.9453,885.4947,2082.8223,972.11926,2052.15,1057.4175,2071.174,1144.301,2049.4421,1237.3357,2078.9553,1303.3625,2109.735,1348.6215,2137.476,1380.133,2160.2922,1351.8451,2160.7563,1300.7432,2161.5142,1256.8776,2159.6387,1201.2153,2158.2122,1136.1473,2160.786,1062.4377,2164.983,993.8667,2162.1519,932.607,2161.1921,879.926,2165.9424,839.76154,2168.8708,793.73145,2170.294,1351.8451,2160.7563,1301.9792,2160.0608,1257.9719,2159.1084,1202.0865,2159.3455,1135.0575,2164.9126,1062.1675,2169.0183,992.97046,2166.5542,932.1519,2167.604,879.3075,2168.9143,840.0836,2170.052,793.73145,2170.294,764.3716,2171.0315,796.97314,2205.6978,840.1555,2240.4353,903.264,2280.1926,981.5606,2303.6272,1067.8447,2308.669,1159.0098,2298.345,1239.1682,2269.379,1303.4016,2228.568,1348.3123,2191.7368,1380.133,2160.2922
21,21,350,764.4745,2171.539,789.9776,2145.6238,828.7324,2116.3545,885.3744,2083.1633,971.9176,2052.4065,1057.108,2071.42,1143.8662,2049.6655,1236.8813,2079.214,1302.8822,2110.0325,1348.0938,2137.809,1379.544,2160.6619,1351.2546,2161.116,1300.2137,2161.8643,1256.4086,2159.9856,1200.7968,2158.5576,1135.7948,2161.1348,1062.184,2165.3367,993.7183,2162.5251,932.5342,2161.592,879.9139,2166.3665,839.79,2169.317,793.7959,2170.7744,1351.2546,2161.116,1301.3967,2160.3796,1257.3917,2159.3953,1201.5599,2159.612,1134.6196,2165.1853,1061.8501,2169.3167,992.7724,2166.8718,932.04895,2167.9492,879.2814,2169.3,840.09985,2170.4805,793.7959,2170.7744,764.4745,2171.539,797.04517,2206.1477,840.1686,2240.8525,903.1859,2280.6094,981.3927,2304.054,1067.5746,2309.0706,1158.6206,2298.7231,1238.6667,2269.7183,1302.8181,2228.8804,1347.6986,2192.0627,1379.544,2160.6619
22,22,366,764.37054,2171.703,789.86914,2145.7996,828.60016,2116.5427,885.18243,2083.365,971.5909,2052.6094,1056.6577,2071.6294,1143.3728,2049.9395,1236.3151,2079.6003,1302.2618,2110.4702,1347.4812,2138.2808,1378.9584,2161.1548,1350.6715,2161.5662,1299.6425,2162.2456,1255.8516,2160.2976,1200.2871,2158.7961,1135.3348,2161.3008,1061.7393,2165.4653,993.3689,2162.6343,932.2921,2161.7114,879.7376,2166.5027,839.65137,2169.4749,793.67694,2170.9385,1350.6715,2161.5662,1300.7805,2160.77,1256.7988,2159.7144,1201.0051,2159.8535,1134.1304,2165.364,1061.412,2169.4548,992.4502,2166.9998,931.8362,2168.0908,879.14014,2169.4595,839.98773,2170.653,793.67694,2170.9385,764.37054,2171.703,796.9504,2206.288,840.0514,2240.9507,902.991,2280.659,981.0691,2304.0864,1067.1157,2309.1257,1158.1018,2298.803,1238.068,2269.8667,1302.1854,2229.1494,1347.0759,2192.4587,1378.9584,2161.1548
23,23,383,764.3134,2172.127,789.7182,2146.1375,828.3428,2116.7793,884.8126,2083.497,971.1122,2052.6392,1056.0852,2071.6152,1142.7257,2049.9375,1235.7198,2079.6453,1301.7327,2110.556,1346.9967,2138.4082,1378.515,2161.33,1350.2109,2161.7207,1299.1758,2162.366,1255.3821,2160.378,1199.8038,2158.843,1134.8624,2161.326,1061.2966,2165.4966,992.9897,2162.693,932.00793,2161.8367,879.5544,2166.7097,839.5399,2169.7617,793.5999,2171.3079,1350.2109,2161.7207,1300.2896,2160.8948,1256.2871,2159.801,1200.4921,2159.9033,1133.6476,2165.3962,1060.9895,2169.498,992.11285,2167.062,931.60425,2168.206,878.99835,2169.6504,839.88635,2170.9292,793.5999,2171.3079,764.3134,2172.127,796.8558,2206.6133,839.89215,2241.1802,902.7358,2280.824,980.7477,2304.2393,1066.7697,2309.2795,1157.7395,2298.9326,1237.6783,2269.9912,1301.7764,2229.2798,1346.6477,2192.6033,1378.515,2161.33
24,24,400,764.3397,2172.1875,789.7558,2146.1768,828.371,2116.8164,884.82367,2083.5447,971.10297,2052.7087,1056.0635,2071.695,1142.6887,2050.0256,1235.6028,2079.7317,1301.4994,2110.6086,1346.7074,2138.4055,1378.2043,2161.2861,1349.9377,2161.6702,1298.908,2162.3303,1255.1561,2160.3625,1199.6221,2158.8364,1134.7268,2161.3171,1061.203,2165.485,992.967,2162.68,932.0057,2161.8262,879.5556,2166.708,839.55756,2169.78,793.61633,2171.359,1349.9377,2161.6702,1300.0566,2160.8286,1256.0979,2159.7324,1200.3484,2159.8408,1133.5469,2165.3462,1060.912,2169.464,992.09064,2167.0415,931.58777,2168.199,878.9872,2169.662,839.89,2170.9563,793.61633,2171.359,764.3397,2172.1875,796.87225,2206.6802,839.88696,2241.2573,902.7271,2280.9343,980.7109,2304.3623,1066.679,2309.3916,1157.6155,2299.017,1237.5063,2270.027,1301.5645,2229.2595,1346.3807,2192.5623,1378.2043,2161.2861
