,frame,timestamp,upper_x_0,upper_y_0,upper_x_1,upper_y_1,upper_x_2,upper_y_2,upper_x_3,upper_y_3,upper_x_4,upper_y_4,upper_x_5,upper_y_5,upper_x_6,upper_y_6,upper_x_7,upper_y_7,upper_x_8,upper_y_8,upper_x_9,upper_y_9,upper_x_10,upper_y_10,upper_x_11,upper_y_11,upper_x_12,upper_y_12,upper_x_13,upper_y_13,upper_x_14,upper_y_14,upper_x_15,upper_y_15,upper_x_16,upper_y_16,upper_x_17,upper_y_17,upper_x_18,upper_y_18,upper_x_19,upper_y_19,upper_x_20,upper_y_20,upper_x_21,upper_y_21,lower_x_0,lower_y_0,lower_x_1,lower_y_1,lower_x_2,lower_y_2,lower_x_3,lower_y_3,lower_x_4,lower_y_4,lower_x_5,lower_y_5,lower_x_6,lower_y_6,lower_x_7,lower_y_7,lower_x_8,lower_y_8,lower_x_9,lower_y_9,lower_x_10,lower_y_10,lower_x_11,lower_y_11,lower_x_12,lower_y_12,lower_x_13,lower_y_13,lower_x_14,lower_y_14,lower_x_15,lower_y_15,lower_x_16,lower_y_16,lower_x_17,lower_y_17,lower_x_18,lower_y_18,lower_x_19,lower_y_19,lower_x_20,lower_y_20,lower_x_21,lower_y_21
282,282,4700,659.35376,2057.1023,701.3165,2050.391,760.0088,2047.3995,834.84094,2045.4905,939.5059,2043.6276,1052.4366,2061.1416,1165.0464,2040.4055,1270.7037,2041.2446,1349.5569,2041.8033,1410.1936,2044.8528,1454.4768,2049.5227,1428.0443,2060.8994,1378.7004,2067.5725,1317.341,2075.9443,1246.273,2088.0088,1158.2336,2103.7239,1053.2046,2115.3484,949.27234,2105.559,861.7351,2091.359,791.4696,2082.3972,732.6659,2074.4902,689.26,2067.9648,1428.0443,2060.8994,1366.2323,2124.8523,1315.8912,2167.9282,1247.3263,2206.0623,1163.0603,2233.8152,1065.9294,2244.04,967.3335,2233.4248,883.1303,2210.6125,810.37085,2173.7812,756.56757,2131.7944,689.26,2067.9648,659.35376,2057.1023,712.8331,2143.1138,775.8103,2222.7935,856.2143,2298.4966,955.41034,2343.8774,1067.6116,2356.8281,1180.8734,2341.527,1277.8096,2294.3843,1353.6997,2217.8926,1410.7015,2134.0225,1454.4768,2049.5227
283,283,4716,659.71295,2057.1099,701.6817,2050.3875,760.43524,2047.387,835.3759,2045.4788,940.19666,2043.601,1053.1653,2061.0825,1165.7264,2040.3184,1271.3743,2041.1467,1350.2198,2041.7361,1410.8278,2044.8301,1455.0494,2049.5442,1428.5569,2060.908,1379.2191,2067.5586,1317.9131,2075.9124,1246.9026,2087.9636,1158.897,2103.6865,1053.9312,2115.3262,949.9508,2105.5535,862.366,2091.3516,792.03345,2082.394,733.1667,2074.4927,689.68994,2067.9688,1428.5569,2060.908,1366.8053,2124.7415,1316.4835,2167.6807,1247.9318,2205.6921,1163.6783,2233.382,1066.5935,2243.6177,967.9925,2233.1094,883.75,2210.4236,810.9215,2173.7048,757.0561,2131.7769,689.68994,2067.9688,659.71295,2057.1099,713.2665,2143.1096,776.36176,2222.7483,856.886,2298.3289,956.1324,2343.535,1068.3163,2356.3494,1181.4846,2341.0164,1278.3699,2293.9573,1354.2645,2217.6956,1411.285,2133.9543,1455.0494,2049.5442
284,284,4733,659.99634,2057.2307,702.00323,2050.475,760.7797,2047.4336,835.7374,2045.4796,940.60077,2043.5765,1053.5498,2061.0706,1166.0845,2040.277,1271.7386,2041.094,1350.5522,2041.7079,1411.1049,2044.835,1455.2626,2049.582,1428.774,2060.9365,1379.4816,2067.5645,1318.2058,2075.905,1247.2372,2087.9531,1159.2573,2103.6821,1054.3328,2115.3223,950.3571,2105.568,862.7652,2091.3992,792.4247,2082.4756,733.5305,2074.5996,690.0033,2068.0889,1428.774,2060.9365,1367.0983,2124.7441,1316.7777,2167.6545,1248.2139,2205.6455,1163.9724,2233.3293,1066.9263,2243.5732,968.3397,2233.0984,884.0918,2210.42,811.23846,2173.7275,757.3628,2131.8367,690.0033,2068.0889,659.99634,2057.2307,713.5966,2143.164,776.7522,2222.7578,857.31433,2298.3123,956.53735,2343.4424,1068.6648,2356.1765,1181.7131,2340.8152,1278.5483,2293.8018,1354.4552,2217.655,1411.5099,2133.9602,1455.2626,2049.582
285,285,4750,660.17126,2057.4949,702.2166,2050.6377,761.0221,2047.508,836.001,2045.4861,940.9053,2043.5548,1053.827,2061.0522,1166.3173,2040.2396,1271.9296,2041.0646,1350.6803,2041.7045,1411.177,2044.8418,1455.2913,2049.611,1428.8073,2060.9575,1379.5464,2067.5698,1318.2954,2075.9062,1247.3806,2087.949,1159.461,2103.6782,1054.6023,2115.3164,950.6648,2105.5757,863.0752,2091.4456,792.71277,2082.5776,733.7671,2074.7644,690.18115,2068.3252,1428.8073,2060.9575,1367.1487,2124.7502,1316.8373,2167.6548,1248.281,2205.6343,1164.0598,2233.31,1067.0424,2243.557,968.4894,2233.094,884.25085,2210.444,811.39746,2173.8245,757.5302,2131.9983,690.18115,2068.3252,660.17126,2057.4949,713.7685,2143.3455,776.93134,2222.8394,857.4989,2298.3125,956.69586,2343.4016,1068.7799,2356.0732,1181.7719,2340.6868,1278.5809,2293.7202,1354.4867,2217.6536,1411.5458,2133.9717,1455.2913,2049.611
286,286,4766,660.3734,2057.6604,702.41437,2050.7427,761.22546,2047.5634,836.2191,2045.4978,941.1474,2043.5383,1054.0374,2061.034,1166.4717,2040.2273,1272.0236,2041.061,1350.73,2041.7075,1411.1952,2044.8677,1455.2963,2049.6848,1428.8114,2061.0142,1379.5587,2067.5942,1318.3208,2075.917,1247.4362,2087.9521,1159.5686,2103.68,1054.7809,2115.3213,950.8928,2105.5989,863.3237,2091.4956,792.95526,2082.6562,733.98694,2074.8738,690.39386,2068.4668,1428.8114,2061.0142,1367.1763,2124.7815,1316.8934,2167.6658,1248.3792,2205.6357,1164.2113,2233.308,1067.2507,2243.5537,968.7486,2233.0996,884.52905,2210.473,811.66156,2173.8938,757.7671,2132.105,690.39386,2068.4668,660.3734,2057.6604,713.99915,2143.4792,777.19653,2222.9104,857.7882,2298.3228,956.9613,2343.3984,1068.9904,2356.0542,1181.914,2340.6614,1278.6681,2293.707,1354.5353,2217.659,1411.5657,2134.0051,1455.2963,2049.6848
287,287,4783,660.3676,2057.8142,702.4072,2050.8586,761.22015,2047.6378,836.21814,2045.5215,941.1554,2043.5232,1054.0574,2061.0164,1166.4958,2040.2205,1272.0471,2041.0499,1350.7516,2041.7065,1411.2134,2044.8768,1455.3092,2049.6973,1428.8243,2061.027,1379.576,2067.6,1318.3347,2075.9192,1247.4539,2087.9512,1159.591,2103.679,1054.8046,2115.328,950.90454,2105.6284,863.32935,2091.5579,792.95746,2082.7522,733.9847,2074.9993,690.3873,2068.6133,1428.8243,2061.027,1367.2051,2124.7957,1316.9268,2167.6729,1248.412,2205.6367,1164.2445,2233.306,1067.285,2243.5503,968.76843,2233.1033,884.5383,2210.502,811.66473,2173.9675,757.76556,2132.2153,690.3873,2068.6133,660.3676,2057.8142,713.99475,2143.6042,777.1948,2222.9807,857.79224,2298.3376,956.9735,2343.3948,1069.0186,2356.047,1181.9371,2340.653,1278.6925,2293.702,1354.5663,2217.6682,1411.5944,2134.0217,1455.3092,2049.6973
288,288,4800,660.3684,2058.045,702.40125,2051.0234,761.2141,2047.7336,836.1918,2045.551,941.1115,2043.5138,1054.0009,2061.0005,1166.4128,2040.2064,1271.9574,2041.0469,1350.6669,2041.728,1411.1216,2044.9375,1455.2032,2049.8071,1428.7218,2061.1309,1379.5035,2067.657,1318.267,2075.945,1247.3966,2087.9568,1159.5458,2103.6792,1054.7747,2115.329,950.8886,2105.6453,863.3226,2091.6064,792.9563,2082.854,733.9841,2075.1587,690.38885,2068.8333,1428.7218,2061.1309,1367.1465,2124.8555,1316.8712,2167.7002,1248.3497,2205.6445,1164.1826,2233.3064,1067.2338,2243.5498,968.73364,2233.1172,884.51556,2210.554,811.6542,2174.0796,757.7633,2132.3713,690.38885,2068.8333,660.3684,2058.045,713.9918,2143.7595,777.19116,2223.0593,857.78754,2298.3472,956.9579,2343.3848,1068.9827,2356.0115,1181.8716,2340.6162,1278.6084,2293.6902,1354.4874,2217.6802,1411.5115,2134.076,1455.2032,2049.8071
289,289,4816,660.3366,2058.0994,702.3714,2051.0676,761.191,2047.7767,836.1677,2045.5873,941.07935,2043.5355,1053.9626,2061.0054,1166.3674,2040.2172,1271.8898,2041.0769,1350.6058,2041.7819,1411.078,2045.0215,1455.1716,2049.9348,1428.7019,2061.2385,1379.4958,2067.692,1318.2512,2075.9526,1247.3729,2087.9558,1159.5189,2103.6765,1054.7495,2115.3262,950.858,2105.643,863.28046,2091.607,792.90295,2082.8606,733.92096,2075.1785,690.34955,2068.883,1428.7019,2061.2385,1367.1464,2125.0005,1316.8728,2167.8396,1248.3523,2205.771,1164.1848,2233.4202,1067.2344,2243.6575,968.7325,2233.2344,884.50995,2210.6863,811.6361,2174.2144,757.72894,2132.4805,690.34955,2068.883,660.3366,2058.0994,713.9794,2143.827,777.18774,2223.1033,857.7857,2298.359,956.9582,2343.382,1068.9825,2356.0063,1181.8707,2340.611,1278.6042,2293.6887,1354.4783,2217.7317,1411.4944,2134.1792,1455.1716,2049.9348
290,290,4833,660.2325,2058.4575,702.23706,2051.301,761.0283,2047.9065,835.97986,2045.6318,940.9395,2043.5295,1053.8563,2060.993,1166.2627,2040.209,1271.8148,2041.0673,1350.536,2041.7823,1411.0098,2045.0278,1455.1031,2049.9639,1428.6372,2061.2708,1379.4253,2067.7136,1318.1771,2075.966,1247.3004,2087.9626,1159.444,2103.688,1054.6816,2115.3525,950.78375,2105.7131,863.18823,2091.7332,792.80817,2083.0488,733.83215,2075.4312,690.24695,2069.2139,1428.6372,2061.2708,1367.1077,2125.0125,1316.8398,2167.8428,1248.3186,2205.7712,1164.1484,2233.4207,1067.1948,2243.6633,968.6774,2233.2686,884.4268,2210.776,811.5326,2174.3813,757.6207,2132.7136,690.24695,2069.2139,660.2325,2058.4575,713.8837,2144.1062,777.1086,2223.2969,857.7371,2298.4482,956.92816,2343.399,1068.9606,2356.002,1181.8407,2340.6064,1278.5677,2293.6846,1354.44,2217.7356,1411.4474,2134.1907,1455.1031,2049.9639
291,291,4850,660.0289,2058.6638,702.0049,2051.4514,760.7574,2048.0059,835.6765,2045.6758,940.66595,2043.5305,1053.6205,2060.9827,1166.0525,2040.1987,1271.6385,2041.0641,1350.3824,2041.786,1410.8716,2045.0441,1454.9844,2050.0024,1428.5195,2061.314,1379.3052,2067.7324,1318.0388,2075.9722,1247.1423,2087.9624,1159.2662,2103.6868,1054.4977,2115.3552,950.57623,2105.734,862.96674,2091.7861,792.5935,2083.143,733.63135,2075.5693,690.04913,2069.4116,1428.5195,2061.314,1367.0095,2125.0508,1316.7389,2167.8662,1248.2,2205.785,1164.0167,2233.4321,1067.0527,2243.6775,968.51,2233.3022,884.2342,2210.845,811.3184,2174.5005,757.404,2132.8767,690.04913,2069.4116,660.0289,2058.6638,713.69574,2144.2698,776.9386,2223.3926,857.596,2298.4756,956.8008,2343.3972,1068.8348,2355.997,1181.6942,2340.5989,1278.4103,2293.6804,1354.303,2217.746,1411.3267,2134.2166,1454.9844,2050.0024
292,292,4866,659.9811,2058.7742,701.9431,2051.5203,760.658,2048.039,835.5284,2045.6809,940.49133,2043.5227,1053.4242,2060.9756,1165.8479,2040.1836,1271.4663,2041.0476,1350.2418,2041.783,1410.7535,2045.0558,1454.8862,2050.0215,1428.4152,2061.3281,1379.1754,2067.7407,1317.8928,2075.974,1246.9772,2087.959,1159.0994,2103.6846,1054.3497,2115.3538,950.47546,2105.7417,862.893,2091.8123,792.5456,2083.1956,733.6046,2075.651,690.012,2069.5154,1428.4152,2061.3281,1366.9152,2125.0605,1316.6306,2167.848,1248.0629,2205.7383,1163.8623,2233.3708,1066.8969,2243.6204,968.3842,2233.2722,884.129,2210.8384,811.2324,2174.5042,757.34064,2132.903,690.012,2069.5154,659.9811,2058.7742,713.61346,2144.3223,776.82556,2223.4153,857.4775,2298.4766,956.6763,2343.379,1068.7031,2355.951,1181.5692,2340.545,1278.2998,2293.6401,1354.2211,2217.7434,1411.2509,2134.2332,1454.8862,2050.0215
293,293,4883,659.9758,2058.8518,701.92804,2051.551,760.6217,2048.0425,835.46826,2045.6736,940.4315,2043.4897,1053.3668,2060.9407,1165.7726,2040.1403,1271.3928,2041.0288,1350.1774,2041.7837,1410.6902,2045.0691,1454.8336,2050.0745,1428.3611,2061.372,1379.1151,2067.7527,1317.8394,2075.9763,1246.9198,2087.9507,1159.0493,2103.6685,1054.3176,2115.3362,950.4561,2105.7356,862.8764,2091.812,792.53394,2083.2021,733.5994,2075.676,690.00714,2069.5764,1428.3611,2061.372,1366.8861,2125.0696,1316.6064,2167.8389,1248.0398,2205.6907,1163.8413,2233.2903,1066.8804,2243.5317,968.37317,2233.2058,884.11816,2210.8088,811.22107,2174.503,757.3295,2132.9165,690.00714,2069.5764,659.9758,2058.8518,713.60846,2144.35,776.8208,2223.418,857.47235,2298.4524,956.672,2343.3042,1068.7002,2355.8457,1181.561,2340.4387,1278.2793,2293.563,1354.191,2217.7363,1411.21,2134.2454,1454.8336,2050.0745
294,294,4900,659.91345,2058.8647,701.8741,2051.5522,760.587,2048.036,835.44653,2045.646,940.423,2043.4355,1053.3612,2060.8738,1165.7627,2040.0609,1271.3745,2040.9744,1350.15,2041.772,1410.6497,2045.0793,1454.7811,2050.1028,1428.2896,2061.3826,1379.0388,2067.762,1317.788,2075.9683,1246.89,2087.9082,1159.0363,2103.605,1054.3156,2115.2722,950.4551,2105.6946,862.872,2091.7917,792.5218,2083.1965,733.578,2075.6765,689.95886,2069.5825,1428.2896,2061.3826,1366.842,2125.067,1316.5762,2167.757,1248.0215,2205.5159,1163.8326,2233.0505,1066.877,2243.2744,968.3696,2232.997,884.1069,2210.6812,811.19464,2174.4543,757.2847,2132.9084,689.95886,2069.5825,659.91345,2058.8647,713.54407,2144.3528,776.77716,2223.413,857.4582,2298.4065,956.6685,2343.1836,1068.6982,2355.6758,1181.5599,2340.2656,1278.2742,2293.4338,1354.1802,2217.7046,1411.1849,2134.2605,1454.7811,2050.1028
295,295,4916,659.9065,2058.8633,701.86633,2051.5503,760.5804,2048.0308,835.4439,2045.6302,940.4256,2043.3861,1053.3625,2060.796,1165.7585,2039.954,1271.3605,2040.8757,1350.1244,2041.7008,1410.6007,2045.0435,1454.709,2050.102,1428.2212,2061.3794,1378.9869,2067.7432,1317.7655,2075.935,1246.8813,2087.8708,1159.0358,2103.5781,1054.3215,2115.2578,950.45996,2105.6904,862.8743,2091.7913,792.5212,2083.1968,733.57495,2075.677,689.9519,2069.5815,1428.2212,2061.3794,1366.8052,2125.004,1316.5571,2167.643,1248.0164,2205.3696,1163.8315,2232.9033,1066.8834,2243.141,968.37683,2232.878,884.11255,2210.587,811.1967,2174.4004,757.28174,2132.887,689.9519,2069.5815,659.9065,2058.8633,713.542,2144.3396,776.78424,2223.377,857.4734,2298.3464,956.6878,2343.1145,1068.7229,2355.5974,1181.5654,2340.168,1278.2728,2293.3054,1354.163,2217.6128,1411.1396,2134.21,1454.709,2050.102
296,296,4933,659.90686,2058.5786,701.8605,2051.2993,760.5741,2047.7864,835.43994,2045.3696,940.4207,2043.1337,1053.357,2060.5864,1165.7552,2039.7588,1271.3602,2040.7313,1350.1248,2041.5978,1410.6019,2044.9757,1454.7145,2050.06,1428.2219,2061.3289,1378.9746,2067.7012,1317.7554,2075.88,1246.8733,2087.7954,1159.0293,2103.4817,1054.3196,2115.1362,950.4606,2105.5623,862.87646,2091.6511,792.5269,2083.0442,733.59564,2075.4983,689.9588,2069.3245,1428.2219,2061.3289,1366.8038,2124.7498,1316.5549,2167.2192,1248.0144,2204.8625,1163.8292,2232.404,1066.8804,2242.668,968.3748,2232.3809,884.11,2210.0767,811.19684,2173.9182,757.2836,2132.482,689.9588,2069.3245,659.90686,2058.5786,713.54047,2143.9783,776.7801,2223.0059,857.46967,2298.0098,956.68506,2342.802,1068.7212,2355.2861,1181.5656,2339.8264,1278.2738,2292.8916,1354.1638,2217.2815,1411.142,2134.0159,1454.7145,2050.06
297,297,4950,660.3681,2058.4067,702.1782,2051.0752,760.79193,2047.517,835.61145,2045.0461,940.5648,2042.7795,1053.4811,2060.2031,1165.8583,2039.3955,1271.4281,2040.4376,1350.16,2041.379,1410.6143,2044.836,1454.7173,2050.0007,1428.2227,2061.248,1378.9774,2067.536,1317.7744,2075.6233,1246.92,2087.4363,1159.1094,2103.0486,1054.4492,2114.6797,950.64374,2105.139,863.1057,2091.2817,792.8262,2082.7363,733.99457,2075.2476,690.43976,2069.1335,1428.2227,2061.248,1366.8219,2124.5688,1316.6104,2166.9695,1248.1388,2204.6016,1164.0061,2232.1619,1067.0913,2242.4402,968.6104,2232.142,884.3827,2209.819,811.5422,2173.6553,757.68805,2132.2446,690.43976,2069.1335,660.3681,2058.4067,713.9131,2143.7512,777.07623,2222.737,857.70575,2297.7358,956.91125,2342.5408,1068.9552,2355.0178,1181.7838,2339.5452,1278.4418,2292.568,1354.2513,2217.0217,1411.1735,2133.8523,1454.7173,2050.0007
298,298,4966,660.3987,2058.1077,702.2359,2050.7556,760.9037,2047.1709,835.78546,2044.6342,940.83344,2042.2439,1053.7883,2059.6108,1166.168,2038.7306,1271.6964,2039.8125,1350.3989,2040.8125,1410.8397,2044.3352,1454.9205,2049.576,1428.4324,2060.8123,1379.1733,2067.0315,1317.9885,2075.0896,1247.1509,2086.8875,1159.3679,2102.5254,1054.7233,2114.2102,950.8744,2104.74,863.27576,2090.9343,792.94214,2082.4038,734.06006,2074.9216,690.47125,2068.8267,1428.4324,2060.8123,1367.0837,2124.1648,1316.9438,2166.592,1248.5597,2204.301,1164.4764,2231.9395,1067.5502,2242.2727,968.9829,2231.9878,884.6523,2209.6494,811.7207,2173.455,757.7927,2132.017,690.47125,2068.8267,660.3987,2058.1077,713.9929,2143.514,777.2246,2222.5376,857.9377,2297.564,957.2608,2342.3806,1069.4047,2354.8083,1182.2448,2339.2808,1278.8534,2292.179,1354.5656,2216.5923,1411.4167,2133.4067,1454.9205,2049.576
299,299,4983,660.40204,2057.9075,702.25055,2050.508,760.9457,2046.8071,835.8791,2044.049,941.0719,2041.3191,1054.0878,2058.6218,1166.4727,2037.6223,1272.0284,2038.878,1350.6777,2040.084,1411.0604,2043.7623,1455.0901,2049.0725,1428.5978,2060.313,1379.2958,2066.5925,1318.1448,2074.6648,1247.3607,2086.4426,1159.6154,2102.0942,1054.999,2113.811,951.1112,2104.4307,863.4463,2090.7034,793.0523,2082.2224,734.12726,2074.7456,690.4828,2068.635,1428.5978,2060.313,1367.2206,2123.452,1317.0826,2165.7249,1248.7231,2203.397,1164.6661,2231.1206,1067.7313,2241.5825,969.1293,2231.4417,884.7481,2209.222,811.7815,2173.1306,757.82733,2131.7585,690.4828,2068.635,660.40204,2057.9075,714.0095,2143.3086,777.26086,2222.3208,858.0118,2297.2756,957.3973,2341.9695,1069.5883,2354.2212,1182.4204,2338.55,1278.9873,2291.2869,1354.6741,2215.779,1411.5405,2132.729,1455.0901,2049.0725
300,300,5000,660.38904,2057.47,702.2417,2050.037,760.9392,2046.2339,835.87634,2043.2844,941.08057,2040.2856,1054.1051,2057.528,1166.5024,2036.482,1272.0934,2037.9066,1350.7388,2039.3168,1411.1044,2043.1481,1455.1185,2048.5356,1428.6334,2059.8018,1379.3156,2066.108,1318.1631,2074.2341,1247.3817,2086.0396,1159.6346,2101.7305,1055.0172,2113.4565,951.12726,2104.1367,863.4551,2090.4275,793.0536,2081.9338,734.12537,2074.405,690.46747,2068.2388,1428.6334,2059.8018,1367.2458,2122.9663,1317.099,2165.2302,1248.7335,2202.9253,1164.6727,2230.7012,1067.7346,2241.2175,969.13165,2231.1333,884.7478,2208.9395,811.7791,2172.8503,757.81866,2131.4475,690.46747,2068.2388,660.38904,2057.47,714.00726,2142.9453,777.2608,2221.9954,858.01483,2296.9204,957.40076,2341.559,1069.5898,2353.7334,1182.4208,2337.9807,1278.9865,2290.6416,1354.674,2215.194,1411.5468,2132.1797,1455.1185,2048.5356
301,301,5016,660.28876,2057.3618,702.1238,2049.8909,760.796,2045.9988,835.73474,2042.9135,940.99615,2039.7274,1054.0271,2056.899,1166.4451,2035.8094,1272.0696,2037.317,1350.7034,2038.8579,1411.03,2042.8052,1454.9807,2048.2542,1428.4994,2059.523,1379.1688,2065.8591,1318.0485,2073.9932,1247.2982,2085.8003,1159.5536,2101.5208,1054.9403,2113.2627,951.06635,2104.0005,863.3933,2090.3247,792.996,2081.853,734.076,2074.3245,690.38226,2068.1404,1428.4994,2059.523,1367.1091,2122.5308,1316.9559,2164.6716,1248.582,2202.288,1164.5244,2230.0544,1067.5873,2240.6138,969.0134,2230.6594,884.6332,2208.591,811.6705,2172.6094,757.71857,2131.2773,690.38226,2068.1404,660.28876,2057.3618,713.90857,2142.7998,777.154,2221.8127,857.9071,2296.6477,957.28033,2341.151,1069.4198,2353.1958,1182.2014,2337.3733,1278.7253,2290.0088,1354.4363,2214.676,1411.3618,2131.7705,1454.9807,2048.2542
302,302,5033,659.9974,2057.3518,701.777,2049.8552,760.3843,2045.902,835.2973,2042.7107,940.6507,2039.3641,1053.7206,2056.439,1166.173,2035.2369,1271.8737,2036.7253,1350.5077,2038.3031,1410.8014,2042.3156,1454.7059,2047.798,1428.2462,2059.1008,1378.9287,2065.47,1317.8282,2073.6318,1247.0957,2085.4907,1159.3444,2101.2969,1054.7025,2113.111,950.81256,2103.9177,863.1168,2090.2783,792.72974,2081.828,733.8408,2074.3086,690.11334,2068.1309,1428.2462,2059.1008,1366.8309,2122.1216,1316.6624,2164.2642,1248.2631,2201.9126,1164.1978,2229.732,1067.2476,2240.3516,968.6797,2230.488,884.29333,2208.4905,811.3496,2172.5603,757.43005,2131.252,690.11334,2068.1309,659.9974,2057.3518,713.6238,2142.7815,776.8611,2221.7732,857.6205,2296.5586,957.0008,2340.985,1069.1324,2352.9392,1181.8853,2337.0342,1278.3835,2289.5874,1354.0985,2214.2493,1411.059,2131.3274,1454.7059,2047.798
303,303,5050,659.46796,2057.205,701.2725,2049.7266,759.8692,2045.7705,834.78015,2042.5438,940.18726,2039.1609,1053.2488,2056.2634,1165.7065,2035.0797,1271.4249,2036.6368,1349.9895,2038.2578,1410.191,2042.2891,1454.0552,2047.7742,1427.6044,2059.076,1378.1846,2065.458,1317.1676,2073.6184,1246.5139,2085.4678,1158.8176,2101.2625,1054.2411,2113.0596,950.40186,2103.8726,862.718,2090.2358,792.3318,2081.78,733.44946,2074.235,689.58,2068.0056,1427.6044,2059.076,1366.0917,2121.9836,1315.9108,2164.0403,1247.5336,2201.6553,1163.5065,2229.4868,1066.5947,2240.118,968.0656,2230.2493,883.70447,2208.2415,810.7968,2172.319,756.89954,2131.0435,689.58,2068.0056,659.46796,2057.205,713.1336,2142.5803,776.34247,2221.5461,857.0467,2296.3435,956.3787,2340.802,1068.472,2352.7676,1181.1528,2336.8455,1277.5818,2289.3562,1353.257,2214.0547,1410.2697,2131.2207,1454.0552,2047.7742
304,304,5066,659.1523,2057.1167,700.9154,2049.6467,759.42773,2045.6909,834.28973,2042.4596,939.6516,2039.0939,1052.651,2056.2195,1165.1063,2035.0323,1270.8519,2036.5995,1349.3733,2038.2286,1409.5144,2042.2627,1453.3705,2047.7422,1426.8802,2059.0437,1377.3514,2065.4473,1316.4142,2073.6099,1245.8318,2085.4563,1158.1726,2101.2488,1053.6566,2113.0427,949.92944,2103.855,862.32324,2090.216,792.01056,2081.7568,733.20984,2074.1982,689.2945,2067.9307,1426.8802,2059.0437,1365.2637,2121.8013,1315.0507,2163.7402,1246.6829,2201.2913,1162.6803,2229.1204,1065.8005,2239.7693,967.3772,2229.9065,883.1283,2207.9106,810.348,2172.033,756.5414,2130.8357,689.2945,2067.9307,659.1523,2057.1167,712.72296,2142.4172,775.7922,2221.3577,856.37103,2296.1555,955.6233,2340.607,1067.6781,2352.562,1180.3657,2336.6328,1276.7949,2289.1265,1352.4885,2213.8662,1409.5383,2131.1003,1453.3705,2047.7422
305,305,5083,658.5275,2057.105,700.3793,2049.6453,758.9437,2045.6923,833.8475,2042.4722,939.1777,2039.12,1052.1117,2056.2441,1164.4866,2035.055,1270.0942,2036.6102,1348.4847,2038.231,1408.5161,2042.2622,1452.3269,2047.722,1425.9095,2059.0251,1376.432,2065.4443,1315.5923,2073.6096,1245.1074,2085.4558,1157.513,2101.2485,1053.0675,2113.0447,949.37036,2103.8577,861.78015,2090.2195,791.45734,2081.7576,732.6408,2074.1965,688.6655,2067.9236,1425.9095,2059.0251,1364.2991,2121.7603,1314.1422,2163.6958,1245.8727,2201.265,1161.9485,2229.1135,1065.1106,2239.7688,966.7045,2229.9058,882.4755,2207.9092,809.72797,2172.0288,755.9259,2130.8289,688.6655,2067.9236,658.5275,2057.105,712.12646,2142.405,775.186,2221.348,855.7279,2296.1484,954.9599,2340.601,1066.9786,2352.5518,1179.5901,2336.6057,1275.8809,2289.067,1351.4337,2213.8054,1408.4365,2131.0542,1452.3269,2047.722
306,306,5100,658.01587,2057.1038,699.8225,2049.6455,758.27386,2045.6935,833.1265,2042.4749,938.3853,2039.1274,1051.2949,2056.2622,1163.6661,2035.0865,1269.2661,2036.675,1347.5878,2038.3168,1407.5406,2042.3577,1451.3693,2047.8053,1424.9764,2059.1047,1375.4707,2065.5422,1314.7014,2073.701,1244.266,2085.524,1156.685,2101.29,1052.2573,2113.0696,948.5883,2103.8748,861.0706,2090.2354,790.83685,2081.7705,732.1228,2074.2031,688.1604,2067.9229,1424.9764,2059.1047,1363.3065,2121.7842,1313.1694,2163.7004,1244.9506,2201.2656,1161.0615,2229.112,1064.2617,2239.7634,965.89636,2229.894,881.7625,2207.8933,809.1332,2172.0166,755.3951,2130.8245,688.1604,2067.9229,658.01587,2057.1038,711.66315,2142.3965,774.6649,2221.3206,855.09576,2296.114,954.1972,2340.5815,1066.1187,2352.5454,1178.6586,2336.6035,1274.8716,2289.0664,1350.3824,2213.816,1407.3809,2131.095,1451.3693,2047.8053
307,307,5116,657.46985,2057.0657,699.3263,2049.6438,757.7032,2045.7017,832.5333,2042.5059,937.7023,2039.192,1050.5758,2056.4065,1162.9772,2035.3026,1268.4849,2037.03,1346.6891,2038.6864,1406.591,2042.6898,1450.5778,2048.042,1424.1664,2059.3413,1374.4551,2065.9358,1313.7742,2074.166,1243.4425,2085.9834,1155.9297,2101.6519,1051.5197,2113.3262,947.89233,2104.064,860.456,2090.3628,790.3095,2081.8342,731.69086,2074.2131,687.6296,2067.9043,1424.1664,2059.3413,1362.2452,2121.8242,1312.0859,2163.702,1243.9702,2201.2402,1160.1702,2229.0444,1063.4169,2239.6482,965.0852,2229.7324,881.0656,2207.704,808.5798,2171.8555,754.8786,2130.726,687.6296,2067.9043,657.46985,2057.0657,711.09766,2142.312,773.9757,2221.1763,854.25867,2295.954,953.2783,2340.4795,1065.2131,2352.4905,1177.8186,2336.5789,1274.0305,2289.0564,1349.501,2213.8247,1406.484,2131.1802,1450.5778,2048.042
