,frame,timestamp,upper_x_0,upper_y_0,upper_x_1,upper_y_1,upper_x_2,upper_y_2,upper_x_3,upper_y_3,upper_x_4,upper_y_4,upper_x_5,upper_y_5,upper_x_6,upper_y_6,upper_x_7,upper_y_7,upper_x_8,upper_y_8,upper_x_9,upper_y_9,upper_x_10,upper_y_10,upper_x_11,upper_y_11,upper_x_12,upper_y_12,upper_x_13,upper_y_13,upper_x_14,upper_y_14,upper_x_15,upper_y_15,upper_x_16,upper_y_16,upper_x_17,upper_y_17,upper_x_18,upper_y_18,upper_x_19,upper_y_19,upper_x_20,upper_y_20,upper_x_21,upper_y_21,lower_x_0,lower_y_0,lower_x_1,lower_y_1,lower_x_2,lower_y_2,lower_x_3,lower_y_3,lower_x_4,lower_y_4,lower_x_5,lower_y_5,lower_x_6,lower_y_6,lower_x_7,lower_y_7,lower_x_8,lower_y_8,lower_x_9,lower_y_9,lower_x_10,lower_y_10,lower_x_11,lower_y_11,lower_x_12,lower_y_12,lower_x_13,lower_y_13,lower_x_14,lower_y_14,lower_x_15,lower_y_15,lower_x_16,lower_y_16,lower_x_17,lower_y_17,lower_x_18,lower_y_18,lower_x_19,lower_y_19,lower_x_20,lower_y_20,lower_x_21,lower_y_21
136,136,2266,728.1674,2062.9111,764.13434,2046.6552,812.26355,2028.6724,875.9863,2007.0604,966.2802,1986.6407,1053.2635,2007.095,1141.8441,1988.9434,1230.1609,2012.7819,1293.3955,2035.7863,1338.074,2055.1736,1371.3125,2070.3801,1344.7642,2073.5574,1294.1433,2078.886,1250.1302,2081.3809,1193.9269,2083.6357,1127.9182,2087.5251,1051.8269,2090.1982,978.3979,2085.0813,911.94556,2079.5984,852.73505,2077.4258,806.3348,2073.4048,756.71027,2067.0142,1344.7642,2073.5574,1295.4221,2077.2644,1251.4939,2079.8738,1194.6228,2083.0764,1126.1353,2089.4077,1050.1844,2092.4246,975.8692,2087.3572,909.22705,2083.9053,850.07556,2079.282,806.16125,2074.5037,756.71027,2067.0142,728.1674,2062.9111,763.79736,2102.1094,811.393,2140.4866,879.47125,2182.8308,961.4216,2208.6858,1050.0876,2215.8105,1141.6171,2207.6946,1222.7863,2179.7485,1289.1278,2139.967,1336.475,2103.2666,1371.3125,2070.3801
137,137,2283,728.2063,2063.1992,764.1592,2047.0854,812.34717,2029.2927,876.13214,2007.8984,966.4682,1987.7131,1053.4739,2008.2781,1142.083,1990.1804,1230.3037,2013.9512,1293.4674,2036.8059,1338.1029,2056.0251,1371.3373,2071.0796,1344.8192,2074.2993,1294.218,2079.6995,1250.2306,2082.2854,1194.0597,2084.624,1128.0677,2088.5493,1051.9658,2091.2017,978.4922,2085.9834,911.99194,2080.3481,852.752,2078.0122,806.3711,2073.8618,756.7516,2067.3633,1344.8192,2074.2993,1295.4994,2078.1272,1251.6013,2080.8123,1194.7637,2084.0703,1126.2961,2090.415,1050.3429,2093.4006,975.9821,2088.2551,909.2934,2084.686,850.09247,2079.9282,806.1925,2075.0203,756.7516,2067.3633,728.2063,2063.1992,763.8207,2102.4998,811.4303,2140.9675,879.54224,2183.3938,961.51404,2209.3147,1050.2002,2216.5007,1141.7179,2208.4192,1222.8634,2180.4905,1289.1732,2140.7139,1336.4991,2104.0088,1371.3373,2071.0796
138,138,2300,728.23926,2063.7021,764.18677,2047.7657,812.4297,2030.1808,876.2899,2008.9913,966.6654,1988.9209,1053.6704,2009.5189,1142.2451,1991.4138,1230.4115,2015.0493,1293.5575,2037.7504,1338.1919,2056.851,1371.4697,2071.788,1344.9966,2075.0828,1294.3591,2080.6062,1250.3607,2083.294,1194.195,2085.7324,1128.2164,2089.7139,1052.1255,2092.3694,978.5929,2087.0786,912.0482,2081.3547,852.76855,2078.8633,806.3998,2074.5708,756.78876,2067.934,1344.9966,2075.0828,1295.6356,2079.1128,1251.7261,2081.9133,1194.9021,2085.2417,1126.4493,2091.6106,1050.524,2094.5852,976.09796,2089.386,909.3606,2085.7407,850.1119,2080.8772,806.22064,2075.8076,756.78876,2067.934,728.23926,2063.7021,763.8451,2103.1519,811.4609,2141.7905,879.6027,2184.3032,961.6125,2210.2817,1050.373,2217.4795,1141.8585,2209.4424,1222.984,2181.5283,1289.2734,2141.7148,1336.6042,2104.8594,1371.4697,2071.788
139,139,2316,728.3379,2064.573,764.3313,2048.6848,812.60596,2031.1514,876.5138,2009.9806,966.9421,1989.8994,1053.961,2010.4934,1142.504,1992.388,1230.6068,2015.9849,1293.698,2038.6238,1338.2947,2057.6487,1371.5726,2072.5066,1345.1375,2075.825,1294.4923,2081.3733,1250.518,2084.099,1194.373,2086.5696,1128.4164,2090.57,1052.3584,2093.2256,978.79224,2087.9343,912.20886,2082.2168,852.8832,2079.714,806.4904,2075.4075,756.8593,2068.7925,1345.1375,2075.825,1295.7826,2079.934,1251.8915,2082.7637,1195.1047,2086.1094,1126.6798,2092.496,1050.803,2095.4868,976.3404,2090.2925,909.5687,2086.6577,850.2675,2081.8042,806.3335,2076.717,756.8593,2068.7925,728.3379,2064.573,764.0159,2103.985,811.6931,2142.5598,879.85785,2185.0164,961.86194,2210.9724,1050.6178,2218.1584,1142.0303,2210.1345,1223.1056,2182.2341,1289.3615,2142.4373,1336.6838,2105.5889,1371.5726,2072.5066
140,140,2333,728.79004,2065.096,764.8412,2049.218,813.14484,2031.6836,877.10004,2010.4873,967.6202,1990.3698,1054.6375,2011.0112,1143.1425,1992.9393,1231.1794,2016.6313,1294.1608,2039.3602,1338.6467,2058.4487,1371.8444,2073.356,1345.4489,2076.6626,1294.8243,2082.1753,1250.9105,2084.8848,1194.824,2087.338,1128.9232,2091.3096,1052.9453,2093.9138,979.37146,2088.5918,912.7359,2082.838,853.3477,2080.3042,806.9237,2075.9746,757.2726,2069.3423,1345.4489,2076.6626,1296.1146,2080.755,1252.285,2083.555,1195.5664,2086.8684,1127.2017,2093.2183,1051.3961,2096.1687,976.92163,2090.9387,910.1134,2087.278,850.75793,2082.4104,806.7855,2077.3083,757.2726,2069.3423,728.79004,2065.096,764.52435,2104.5562,812.2417,2143.1882,880.4204,2185.7485,962.4282,2211.8037,1051.161,2219.0354,1142.5073,2211.055,1223.5146,2183.1243,1289.7075,2143.2761,1336.975,2106.4219,1371.8444,2073.356
141,141,2350,729.41595,2065.6843,765.5263,2049.769,813.875,2032.1953,877.8439,2010.9506,968.314,1990.8105,1055.2197,2011.4641,1143.6602,1993.4242,1231.5608,2017.2002,1294.4386,2040.0011,1338.8434,2059.1333,1371.9796,2074.0825,1345.6156,2077.3472,1295.0654,2082.7786,1251.2229,2085.4329,1195.2013,2087.8435,1129.365,2091.7913,1053.4607,2094.3813,979.964,2089.0674,913.3463,2083.315,853.92255,2080.8064,807.4873,2076.51,757.89197,2069.9211,1345.6156,2077.3472,1296.3368,2081.3691,1252.5693,2084.1191,1195.925,2087.3975,1127.6448,2093.7156,1051.9132,2096.6443,977.5143,2091.4194,910.733,2087.7751,851.36273,2082.9207,807.37024,2077.853,757.89197,2069.9211,729.41595,2065.6843,765.19025,2105.1035,812.94653,2143.6628,881.11884,2186.187,963.0563,2212.2207,1051.638,2219.4543,1142.8811,2211.4797,1223.7819,2183.558,1289.8933,2143.7666,1337.122,2107.0354,1371.9796,2074.0825
142,142,2366,729.84717,2065.9617,765.9777,2050.0906,814.3059,2032.5554,878.2781,2011.343,968.7495,1991.242,1055.6442,2011.9333,1144.047,1993.9283,1231.9012,2017.7266,1294.7302,2040.5193,1339.0966,2059.631,1372.2316,2074.552,1345.9222,2077.8132,1295.3741,2083.258,1251.5493,2085.9534,1195.5359,2088.4026,1129.7179,2092.3657,1053.8602,2094.926,980.36554,2089.5728,913.7312,2083.7622,854.2843,2081.1929,807.8509,2076.8408,758.2682,2070.215,1345.9222,2077.8132,1296.6503,2081.8389,1252.8878,2084.5913,1196.2614,2087.873,1127.9987,2094.1833,1052.316,2097.0925,977.9232,2091.8342,911.1509,2088.161,851.77026,2083.2769,807.7588,2078.1838,758.2682,2070.215,729.84717,2065.9617,765.72925,2105.3623,813.5224,2143.8938,881.6443,2186.418,963.5052,2212.4846,1052.026,2219.7527,1143.1835,2211.8193,1224.0356,2183.9321,1290.1135,2144.1707,1337.3394,2107.4714,1372.2316,2074.552
143,143,2383,730.109,2066.4922,766.2167,2050.5305,814.54205,2032.9161,878.52856,2011.6411,969.0589,1991.5107,1056.0072,2012.1946,1144.4296,1994.176,1232.304,2017.982,1295.1246,2040.8043,1339.4701,2059.9578,1372.5725,2074.932,1346.2467,2078.1802,1295.6859,2083.6052,1251.8822,2086.2908,1195.8694,2088.743,1130.0558,2092.7205,1054.2238,2095.2864,980.7116,2089.9568,914.0519,2084.1597,854.5778,2081.6084,808.1316,2077.286,758.53906,2070.7122,1346.2467,2078.1802,1296.9755,2082.1685,1253.2175,2084.903,1196.5989,2088.1763,1128.344,2094.4854,1052.683,2097.4019,978.2751,2092.169,911.4838,2088.5286,852.0763,2083.678,808.046,2078.6204,758.53906,2070.7122,730.109,2066.4922,766.0006,2105.8486,813.81494,2144.3337,881.9578,2186.8262,963.8426,2212.8733,1052.3966,2220.1338,1143.5458,2212.1946,1224.4027,2184.313,1290.4828,2144.5415,1337.6984,2107.838,1372.5725,2074.932
144,144,2400,730.5089,2066.9414,766.6299,2050.9468,814.9428,2033.2908,878.9244,2011.9697,969.47784,1991.7711,1056.4337,2012.4254,1144.8313,1994.3724,1232.7158,2018.1694,1295.5193,2041.0073,1339.8236,2060.1863,1372.8846,2075.1865,1346.5778,2078.4417,1296.0271,2083.8652,1252.2502,2086.5544,1196.2465,2089.024,1130.4542,2093.034,1054.6677,2095.6257,981.15234,2090.328,914.4699,2084.556,854.9812,2082.0264,808.5364,2077.7205,758.9278,2071.1628,1346.5778,2078.4417,1297.3707,2082.4355,1253.6353,2085.1772,1197.0238,2088.448,1128.7787,2094.7576,1053.1516,2097.685,978.72986,2092.4912,911.9196,2088.897,852.4833,2084.0857,808.44116,2079.0452,758.9278,2071.1628,730.5089,2066.9414,766.41925,2106.2617,814.25323,2144.7246,882.42725,2187.1797,964.33746,2213.1755,1052.9132,2220.3984,1144.0095,2212.4556,1224.8381,2184.5942,1290.8986,2144.8235,1338.076,2108.0986,1372.8846,2075.1865
145,145,2416,730.6734,2067.2073,766.80695,2051.1868,815.1322,2033.5073,879.1016,2012.1656,969.64514,1991.9497,1056.6042,2012.5918,1145.0088,1994.5308,1232.8693,2018.3407,1295.6544,2041.1965,1339.9426,2060.3965,1372.9965,2075.4143,1346.6877,2078.6655,1296.1437,2084.07,1252.3958,2086.7397,1196.4038,2089.1978,1130.6271,2093.211,1054.8586,2095.8083,981.359,2090.5276,914.67004,2084.7625,855.16113,2082.2449,808.7127,2077.955,759.1057,2071.4172,1346.6877,2078.6655,1297.5067,2082.6243,1253.7822,2085.341,1197.1838,2088.5989,1128.958,2094.9077,1053.3438,2097.84,978.9329,2092.6675,912.1214,2089.093,852.6721,2084.2908,808.61694,2079.2708,759.1057,2071.4172,730.6734,2067.2073,766.5882,2106.5093,814.44116,2144.9531,882.6415,2187.3943,964.56683,2213.3582,1053.1335,2220.5647,1144.212,2212.5984,1225.0037,2184.73,1291.0406,2144.9707,1338.2069,2108.2842,1372.9965,2075.4143
146,146,2433,731.075,2067.3848,767.2414,2051.365,815.5882,2033.686,879.5681,2012.3398,970.09924,1992.1083,1057.0474,2012.7424,1145.3809,1994.6775,1233.167,2018.4854,1295.9227,2041.343,1340.1819,2060.542,1373.225,2075.56,1346.9363,2078.8179,1296.4154,2084.2302,1252.6963,2086.9102,1196.7319,2089.3782,1131.0079,2093.3967,1055.316,2095.9917,981.8232,2090.7212,915.1168,2084.9573,855.56885,2082.4336,809.08575,2078.139,759.4784,2071.5994,1346.9363,2078.8179,1297.812,2082.7805,1254.1194,2085.501,1197.5527,2088.7625,1129.367,2095.0708,1053.8043,2098.0068,979.3844,2092.855,912.55505,2089.295,853.0697,2084.4934,808.98676,2079.4636,759.4784,2071.5994,731.075,2067.3848,766.9973,2106.6948,814.8612,2145.142,883.09,2187.5813,965.0401,2213.5298,1053.6246,2220.7185,1144.6615,2212.742,1225.401,2184.8708,1291.3848,2145.1084,1338.4868,2108.4255,1373.225,2075.56
147,147,2450,731.86694,2067.4263,768.049,2051.413,816.38965,2033.7375,880.3622,2012.3904,970.82916,1992.1536,1057.7053,2012.7937,1145.9279,1994.7283,1233.5948,2018.5513,1296.2712,2041.4316,1340.4612,2060.657,1373.4519,2075.7007,1347.2,2078.9565,1296.7242,2084.3472,1253.0658,2087.0127,1197.1654,2089.4707,1131.546,2093.4827,1055.9723,2096.0688,982.52374,2090.7935,915.83813,2085.0208,856.27423,2082.4915,809.7935,2078.1924,760.22504,2071.6487,1347.2,2078.9565,1298.1381,2082.9036,1254.5038,2085.6016,1198.0056,2088.8423,1129.9082,2095.1343,1054.4583,2098.061,980.0843,2092.9087,913.28516,2089.3474,853.7986,2084.5476,809.70184,2079.5195,760.22504,2071.6487,731.86694,2067.4263,767.8202,2106.7344,815.677,2145.1833,883.8708,2187.6335,965.7683,2213.5908,1054.2959,2220.7822,1145.2354,2212.8137,1225.8778,2184.9531,1291.7604,2145.1995,1338.7701,2108.5388,1373.4519,2075.7007
148,148,2466,732.197,2067.637,768.4029,2051.5798,816.7847,2033.8607,880.8325,2012.4657,971.38116,1992.1804,1058.2341,2012.8191,1146.3937,1994.7386,1234.0732,2018.5753,1296.7856,2041.4727,1341.0018,2060.721,1374.0331,2075.7869,1347.7631,2079.0469,1297.208,2084.4524,1253.5574,2087.123,1197.6461,2089.5833,1132.0524,2093.5955,1056.5208,2096.1858,983.0678,2090.9314,916.3599,2085.1833,856.7386,2082.6702,810.213,2078.3828,760.5623,2071.8506,1347.7631,2079.0469,1298.6416,2082.977,1254.9656,2085.6582,1198.4639,2088.8872,1130.3734,2095.1843,1054.9366,2098.133,980.5613,2093.0076,913.754,2089.48,854.2335,2084.7192,810.0831,2079.7083,760.5623,2071.8506,732.197,2067.637,768.12634,2106.9817,815.9971,2145.493,884.24194,2187.962,966.2211,2213.8718,1054.8369,2220.9924,1145.8192,2212.9849,1226.4701,2185.0771,1292.3367,2145.2944,1339.3379,2108.6191,1374.0331,2075.7869
149,149,2483,733.38367,2067.8372,769.67523,2051.7874,818.0713,2034.072,882.0852,2012.654,972.58545,1992.3157,1059.3722,2012.9517,1147.415,1994.84,1234.9779,2018.6818,1297.6033,2041.5721,1341.744,2060.807,1374.7471,2075.863,1348.5175,2079.1345,1298.0122,2084.5645,1254.4302,2087.2686,1198.5955,2089.7686,1133.1094,2093.81,1057.69,2096.4143,984.31537,2091.1963,917.6202,2085.4583,857.96185,2082.9348,811.38934,2078.6238,761.7151,2072.067,1348.5175,2079.1345,1299.4523,2083.0764,1255.8502,2085.771,1199.4435,2089.0276,1131.4644,2095.351,1056.1375,2098.3198,981.8198,2093.2117,915.03894,2089.6897,855.49036,2084.9297,811.2855,2079.924,761.7151,2072.067,733.38367,2067.8372,769.4671,2107.1655,817.43823,2145.6465,885.7114,2188.1118,967.62634,2214.0261,1056.1278,2221.137,1146.965,2213.1057,1227.4708,2185.163,1293.196,2145.3604,1340.0856,2108.6902,1374.7471,2075.863
150,150,2500,734.21027,2068.0308,770.5816,2051.9612,819.03284,2034.2223,883.10443,2012.7701,973.61285,1992.385,1060.343,2013.0217,1148.2819,1994.8931,1235.755,2018.7524,1298.3439,2041.6519,1342.4539,2060.8933,1375.4553,2075.9558,1349.2056,2079.2344,1298.7034,2084.694,1255.1738,2087.419,1199.4027,2089.9329,1133.9966,2093.9807,1058.6462,2096.5938,985.28375,2091.389,918.5974,2085.6643,858.92004,2083.1494,812.2903,2078.8328,762.5447,2072.2603,1349.2056,2079.2344,1300.1532,2083.1697,1256.5873,2085.8677,1200.2566,2089.1362,1132.3473,2095.4785,1057.06,2098.4683,982.7522,2093.37,915.9833,2089.852,856.4318,2085.0989,812.1864,2080.0977,762.5447,2072.2603,734.21027,2068.0308,770.29565,2107.371,818.2715,2145.883,886.5582,2188.3743,968.51666,2214.3003,1057.0969,2221.3906,1147.9662,2213.3337,1228.4541,2185.342,1294.0864,2145.4966,1340.8695,2108.7966,1375.4553,2075.9558
151,151,2516,735.13947,2068.261,771.4166,2052.1501,819.75415,2034.3727,883.7464,2012.8848,974.2247,1992.475,1060.9857,2013.1277,1148.9382,1994.9796,1236.4839,2018.8613,1299.0818,2041.7887,1343.1672,2061.0696,1376.146,2076.183,1349.8865,2079.4512,1299.3921,2084.9038,1255.8916,2087.6367,1200.1211,2090.1685,1134.7257,2094.231,1059.3824,2096.8438,986.0389,2091.6338,919.38696,2085.8945,859.75726,2083.3687,813.1919,2079.0464,763.457,2072.4785,1349.8865,2079.4512,1300.8435,2083.3652,1257.277,2086.0457,1200.9451,2089.3025,1133.0442,2095.6414,1057.7833,2098.627,983.5156,2093.531,916.8033,2090.0186,857.3125,2085.2795,813.0981,2080.2944,763.457,2072.4785,735.13947,2068.261,771.24695,2107.5894,819.1953,2146.098,887.4175,2188.5996,969.3244,2214.5522,1057.8951,2221.6494,1148.763,2213.5974,1229.2527,2185.5935,1294.8606,2145.726,1341.5988,2109.021,1376.146,2076.183
152,152,2533,735.5922,2068.5933,771.72986,2052.4448,819.9549,2034.6167,883.8915,2013.1144,974.32074,1992.6973,1061.0831,2013.3641,1149.03,1995.1838,1236.626,2019.0645,1299.2932,2042.0115,1343.4331,2061.3594,1376.4827,2076.5334,1350.1809,2079.7954,1299.6389,2085.255,1256.1154,2087.9556,1200.3173,2090.4626,1134.901,2094.5134,1059.5352,2097.1284,986.20184,2091.9,919.6026,2086.1636,860.06525,2083.6458,813.5839,2079.342,763.8995,2072.7795,1350.1809,2079.7954,1301.0762,2083.7014,1257.4683,2086.3489,1201.1144,2089.5828,1133.1959,2095.921,1057.9308,2098.9138,983.68256,2093.8242,917.02905,2090.3145,857.62836,2085.5837,813.4923,2080.5967,763.8995,2072.7795,735.5922,2068.5933,771.6051,2107.962,819.4666,2146.5496,887.6136,2189.0671,969.50244,2215.0146,1058.1215,2222.0857,1149.0378,2214.0293,1229.569,2186.0261,1295.1896,2146.16,1341.9341,2109.4033,1376.4827,2076.5334
153,153,2550,736.0912,2068.871,772.20233,2052.7617,820.3531,2034.9717,884.21735,2013.5175,974.5736,1993.1648,1061.3141,2013.8109,1149.229,1995.5846,1236.7958,2019.359,1299.4454,2042.2402,1343.5544,2061.5396,1376.5808,2076.6738,1350.2999,2079.9531,1299.8073,2085.4392,1256.3156,2088.1577,1200.557,2090.6794,1135.1694,2094.7505,1059.8135,2097.3987,986.50714,2092.171,919.9354,2086.4373,860.4405,2083.925,813.9873,2079.6243,764.34,2073.0576,1350.2999,2079.9531,1301.254,2083.886,1257.6879,2086.565,1201.3655,2089.8264,1133.4651,2096.1843,1058.2089,2099.1973,983.98303,2094.1206,917.3464,2090.6177,857.98315,2085.881,813.8917,2080.8787,764.34,2073.0576,736.0912,2068.871,772.0868,2108.242,819.904,2146.838,888.0141,2189.3445,969.8621,2215.2693,1058.4456,2222.3154,1149.319,2214.242,1229.8118,2186.2346,1295.3865,2146.3525,1342.0791,2109.569,1376.5808,2076.6738
154,154,2566,736.37427,2068.951,772.5165,2052.9001,820.61884,2035.1958,884.3989,2013.8329,974.6584,1993.5739,1061.3549,2014.2415,1149.2556,1996.0045,1236.8015,2019.7166,1299.448,2042.5026,1343.5575,2061.7021,1376.5857,2076.7668,1350.3054,2080.07,1299.8186,2085.6033,1256.3329,2088.38,1200.5869,2090.964,1135.215,2095.0706,1059.8634,2097.7336,986.5923,2092.4883,920.0657,2086.7134,860.61346,2084.1406,814.1915,2079.7856,764.5763,2073.1653,1350.3054,2080.07,1301.2659,2084.055,1257.7108,2086.784,1201.402,2090.101,1133.5173,2096.4927,1058.2698,2099.514,984.0754,2094.414,917.4821,2090.871,858.1642,2086.0796,814.10693,2081.0332,764.5763,2073.1653,736.37427,2068.951,772.39124,2108.3364,820.17523,2146.9365,888.2185,2189.4636,969.98444,2215.4238,1058.5044,2222.5022,1149.3517,2214.4143,1229.8258,2186.3835,1295.3917,2146.4788,1342.0823,2109.684,1376.5857,2076.7668
155,155,2583,736.40674,2069.1243,772.5472,2053.0894,820.6385,2035.4116,884.4084,2014.072,974.66284,1993.8334,1061.3613,2014.511,1149.2682,1996.2653,1236.8181,2019.9523,1299.4688,2042.693,1343.586,2061.849,1376.6299,2076.8833,1350.3572,2080.1946,1299.866,2085.7478,1256.3762,2088.5554,1200.6227,2091.1765,1135.2407,2095.311,1059.8763,2097.9868,986.60474,2092.7295,920.08,2086.932,860.6331,2084.336,814.2187,2079.9673,764.6048,2073.34,1350.3572,2080.1946,1301.3138,2084.1973,1257.7549,2086.9397,1201.4398,2090.2676,1133.5461,2096.6687,1058.287,2099.7026,984.0925,2094.6042,917.5027,2091.0623,858.18994,2086.268,814.13776,2081.214,764.6048,2073.34,736.40674,2069.1243,772.42865,2108.51,820.21185,2147.106,888.24866,2189.6296,970.0079,2215.5923,1058.5226,2222.6677,1149.374,2214.5725,1229.855,2186.5303,1295.4266,2146.6135,1342.122,2109.8103,1376.6299,2076.8833
156,156,2600,736.39136,2069.2925,772.5303,2053.3032,820.6131,2035.678,884.37415,2014.3938,974.62714,1994.1852,1061.3323,2014.8481,1149.25,1996.5912,1236.8156,2020.2324,1299.4717,2042.907,1343.5944,2062.008,1376.6611,2076.9944,1350.3948,2080.3308,1299.8804,2085.9338,1256.3802,2088.7869,1200.6241,2091.4543,1135.2346,2095.6235,1059.8575,2098.3152,986.57697,2093.048,920.05225,2087.2307,860.61176,2084.5925,814.2035,2080.1858,764.5856,2073.522,1350.3948,2080.3308,1301.3264,2084.3884,1257.7583,2087.1714,1201.4407,2090.5369,1133.5398,2096.9766,1058.2726,2100.0342,984.07166,2094.9326,917.48346,2091.3635,858.1743,2086.533,814.126,2081.44,764.5856,2073.522,736.39136,2069.2925,772.4173,2108.7231,820.2013,2147.379,888.23444,2189.961,969.9917,2215.966,1058.5114,2223.0515,1149.365,2214.9329,1229.8511,2186.842,1295.4283,2146.8535,1342.1332,2109.9775,1376.6611,2076.9944
157,157,2616,736.4258,2069.3242,772.5672,2053.3806,820.62573,2035.8188,884.37305,2014.6025,974.6245,1994.4436,1061.33,2015.1228,1149.2493,1996.8267,1236.8177,2020.4084,1299.4744,2043.0309,1343.5983,2062.0876,1376.6658,2077.0398,1350.4124,2080.395,1299.8989,2086.0242,1256.3988,2088.9133,1200.6382,2091.6353,1135.2423,2095.8586,1059.8595,2098.5762,986.5774,2093.2913,920.0528,2087.4268,860.619,2084.7317,814.22174,2080.2786,764.6049,2073.575,1350.4124,2080.395,1301.3463,2084.5068,1257.7786,2087.3335,1201.4542,2090.7434,1133.5464,2097.2144,1058.2771,2100.2812,984.07324,2095.1433,917.4864,2091.523,858.1832,2086.6477,814.1439,2081.5269,764.6049,2073.575,736.4258,2069.3242,772.481,2108.7603,820.2633,2147.426,888.27313,2190.0435,970.0117,2216.0972,1058.5242,2223.2102,1149.3695,2215.103,1229.854,2187.0051,1295.4323,2146.9749,1342.1368,2110.0544,1376.6658,2077.0398
158,158,2633,736.4243,2069.3967,772.5667,2053.5012,820.624,2036.0051,884.3636,2014.8625,974.6059,1994.7617,1061.3167,2015.4851,1149.2412,1997.1687,1236.8163,2020.702,1299.4768,2043.2643,1343.6018,2062.2656,1376.6882,2077.1702,1350.4382,2080.5527,1299.9072,2086.2236,1256.4026,2089.1519,1200.64,2091.9192,1135.2415,2096.171,1059.8551,2098.8887,986.5681,2093.564,920.04407,2087.6543,860.6155,2084.9055,814.22095,2080.4104,764.60364,2073.667,1350.4382,2080.5527,1301.3524,2084.71,1257.7814,2087.568,1201.4558,2091.0156,1133.545,2097.5234,1058.274,2100.5942,984.06616,2095.415,917.482,2091.7334,858.1819,2086.8064,814.14386,2081.6514,764.60364,2073.667,736.4243,2069.3967,772.4816,2108.8528,820.2625,2147.5554,888.2714,2190.256,970.0081,2216.4087,1058.5226,2223.5757,1149.369,2215.4753,1229.8552,2187.3386,1295.4375,2147.226,1342.1475,2110.2344,1376.6882,2077.1702
159,159,2650,736.42804,2069.5447,772.57367,2053.7092,820.6238,2036.2751,884.3603,2015.1832,974.5932,1995.0815,1061.3005,2015.7893,1149.2161,1997.4104,1236.7838,2020.8755,1299.4432,2043.3843,1343.5686,2062.3435,1376.6743,2077.212,1350.4359,2080.6162,1299.9022,2086.3208,1256.3975,2089.2786,1200.634,2092.0881,1135.2355,2096.387,1059.8495,2099.1433,986.56024,2093.8225,920.0376,2087.9084,860.61414,2085.132,814.2214,2080.6074,764.6036,2073.8313,1350.4359,2080.6162,1301.3451,2084.831,1257.7733,2087.7302,1201.4463,2091.2234,1133.5364,2097.7722,1058.269,2100.8706,984.059,2095.683,917.4777,2091.9788,858.18066,2087.0264,814.14453,2081.8484,764.6036,2073.8313,736.42804,2069.5447,772.4924,2109.0059,820.27014,2147.7205,888.27124,2190.4524,970.0064,2216.6443,1058.5211,2223.8164,1149.3608,2215.6956,1229.8373,2187.5232,1295.4132,2147.3586,1342.1255,2110.3132,1376.6743,2077.212
160,160,2666,736.4334,2069.6333,772.5772,2053.8306,820.62195,2036.4402,884.34106,2015.3927,974.55804,1995.3398,1061.2737,2016.0707,1149.1946,1997.6827,1236.7625,2021.1132,1299.4148,2043.5679,1343.5403,2062.473,1376.6624,2077.2979,1350.4325,2080.7202,1299.8949,2086.4514,1256.3887,2089.4424,1200.6238,2092.291,1135.2201,2096.621,1059.8318,2099.3848,986.5428,2094.0466,920.0229,2088.0967,860.609,2085.285,814.2215,2080.7327,764.6063,2073.9346,1350.4325,2080.7202,1301.3364,2084.9539,1257.7634,2087.8691,1201.432,2091.3914,1133.519,2097.9683,1058.2532,2101.0718,984.0448,2095.8616,917.4701,2092.1265,858.17926,2087.146,814.1456,2081.9568,764.6063,2073.9346,736.4334,2069.6333,772.50903,2109.079,820.2811,2147.7869,888.2708,2190.549,970.0002,2216.7908,1058.5024,2223.9985,1149.329,2215.8762,1229.7977,2187.6772,1295.3766,2147.4724,1342.0981,2110.4092,1376.6624,2077.2979
161,161,2683,736.436,2069.8525,772.58026,2054.0762,820.61993,2036.6963,884.32446,2015.6499,974.5048,1995.58,1061.2009,2016.3075,1149.0876,1997.8759,1236.6381,2021.2699,1299.299,2043.7037,1343.4355,2062.5938,1376.5966,2077.4001,1350.3827,2080.8394,1299.8397,2086.589,1256.3329,2089.6006,1200.5619,2092.4802,1135.1628,2096.8423,1059.7888,2099.6277,986.51166,2094.2966,920.00476,2088.345,860.6027,2085.5242,814.2209,2080.9673,764.606,2074.1602,1350.3827,2080.8394,1301.2837,2085.0842,1257.703,2087.9985,1201.366,2091.5212,1133.4604,2098.1084,1058.2115,2101.2278,984.0132,2096.0232,917.4535,2092.298,858.1731,2087.337,814.1446,2082.1628,764.606,2074.1602,736.436,2069.8525,772.51355,2109.25,820.2816,2147.922,888.26636,2190.6577,969.98206,2216.8904,1058.4757,2224.0928,1149.2836,2215.965,1229.7356,2187.7688,1295.3049,2147.5679,1342.0254,2110.5042,1376.5966,2077.4001
