,frame,timestamp,upper_x_0,upper_y_0,upper_x_1,upper_y_1,upper_x_2,upper_y_2,upper_x_3,upper_y_3,upper_x_4,upper_y_4,upper_x_5,upper_y_5,upper_x_6,upper_y_6,upper_x_7,upper_y_7,upper_x_8,upper_y_8,upper_x_9,upper_y_9,upper_x_10,upper_y_10,upper_x_11,upper_y_11,upper_x_12,upper_y_12,upper_x_13,upper_y_13,upper_x_14,upper_y_14,upper_x_15,upper_y_15,upper_x_16,upper_y_16,upper_x_17,upper_y_17,upper_x_18,upper_y_18,upper_x_19,upper_y_19,upper_x_20,upper_y_20,upper_x_21,upper_y_21,lower_x_0,lower_y_0,lower_x_1,lower_y_1,lower_x_2,lower_y_2,lower_x_3,lower_y_3,lower_x_4,lower_y_4,lower_x_5,lower_y_5,lower_x_6,lower_y_6,lower_x_7,lower_y_7,lower_x_8,lower_y_8,lower_x_9,lower_y_9,lower_x_10,lower_y_10,lower_x_11,lower_y_11,lower_x_12,lower_y_12,lower_x_13,lower_y_13,lower_x_14,lower_y_14,lower_x_15,lower_y_15,lower_x_16,lower_y_16,lower_x_17,lower_y_17,lower_x_18,lower_y_18,lower_x_19,lower_y_19,lower_x_20,lower_y_20,lower_x_21,lower_y_21
440,440,7333,813.3763,2070.881,832.16547,2039.0486,865.8925,2004.3397,917.6094,1966.357,999.04224,1932.5736,1076.461,1950.2836,1154.453,1935.431,1235.5645,1974.3086,1290.2706,2014.8024,1324.9414,2052.013,1345.2329,2082.8008,1319.2711,2080.291,1277.2555,2072.845,1241.259,2063.44,1196.7081,2054.0237,1141.9854,2049.295,1077.6345,2049.001,1015.8202,2045.7505,961.0502,2047.0354,915.2965,2055.2517,880.01263,2062.271,840.8577,2068.832,1319.2711,2080.291,1278.9474,2077.3743,1244.0952,2073.6309,1198.7396,2070.161,1141.1844,2071.4082,1076.9429,2071.959,1014.90405,2068.075,960.7848,2068.7356,914.82855,2069.8933,880.6705,2070.4775,840.8577,2068.832,813.3763,2070.881,838.44385,2105.058,874.95325,2137.716,930.2122,2174.8281,1000.39105,2197.9326,1078.0452,2205.2236,1159.9205,2198.6235,1231.4036,2174.9934,1287.2585,2140.7124,1323.3309,2110.3286,1345.2329,2082.8008
441,441,7350,815.18475,2066.458,832.7781,2030.9669,866.2012,1993.0275,917.86127,1952.4489,999.44354,1916.9663,1076.6628,1933.3644,1154.537,1919.424,1235.6172,1959.6847,1290.2822,2003.1246,1324.6584,2044.3989,1343.3512,2079.828,1316.9675,2076.6921,1276.4133,2064.1257,1240.5966,2049.8193,1196.6055,2036.0049,1141.9872,2028.425,1077.828,2027.1567,1016.24896,2025.0435,961.8233,2029.1361,916.71796,2041.4777,881.3493,2052.8733,843.3255,2064.0078,1316.9675,2076.6921,1277.5715,2076.7988,1243.5951,2073.6816,1198.7157,2071.011,1141.3677,2072.6255,1077.5796,2072.7454,1015.65894,2068.552,961.9482,2068.7703,916.47864,2069.63,882.73065,2068.8328,843.3255,2064.0078,815.18475,2066.458,839.79364,2102.488,876.15393,2136.263,931.1189,2173.9805,1000.9819,2197.5142,1078.5603,2205.0745,1160.206,2198.5923,1231.4545,2175.0034,1287.1749,2140.6853,1322.7292,2109.513,1343.3512,2079.828
442,442,7366,817.11536,2061.744,833.10754,2022.2683,866.2138,1980.6212,917.86194,1936.5425,999.58,1898.2496,1076.7754,1913.6511,1154.6411,1900.461,1235.9153,1943.348,1290.3317,1990.4629,1324.442,2035.9513,1341.105,2076.2185,1314.1891,2072.4758,1275.0931,2055.4592,1239.6559,2037.6812,1196.421,2021.0295,1141.9828,2011.6636,1077.9506,2009.6089,1016.57965,2008.4331,962.4582,2014.3352,918.02386,2029.4176,882.8428,2043.9414,845.9969,2058.9333,1314.1891,2072.4758,1275.9994,2075.6216,1243.0513,2073.6675,1198.7097,2071.3933,1141.67,2073.3174,1078.3456,2073.191,1016.44855,2068.7708,963.1233,2068.834,918.19653,2068.9636,884.91425,2066.597,845.9969,2058.9333,817.11536,2061.744,841.0914,2099.4033,877.1112,2134.4795,931.7846,2173.2332,1001.5034,2197.3503,1079.2799,2205.0813,1160.8671,2198.6082,1231.7603,2175.012,1287.1671,2140.4934,1322.1166,2108.0598,1341.105,2076.2185
443,443,7383,818.7995,2057.2317,833.1315,2013.8436,865.9702,1968.8491,917.41974,1921.9661,999.5046,1881.898,1076.7155,1896.5931,1154.6052,1883.6548,1235.9554,1928.0365,1290.3397,1977.8184,1323.7274,2026.8796,1337.637,2071.8276,1310.2798,2067.504,1273.0688,2045.9768,1238.0548,2024.951,1195.8438,2005.8898,1141.7893,1995.2559,1077.936,1992.8613,1016.5901,1992.4617,962.5616,1999.888,918.58295,2017.4401,883.71954,2035.0237,848.345,2053.9358,1310.2798,2067.504,1273.834,2074.1807,1242.2048,2073.661,1198.6738,2072.0083,1141.9054,2074.3193,1078.9412,2073.8718,1016.9574,2069.1484,963.89124,2068.8943,919.4306,2068.2935,886.59143,2064.3467,848.345,2053.9358,818.7995,2057.2317,841.9972,2096.3567,877.5914,2132.7007,932.0474,2172.5806,1001.7397,2197.2932,1079.8562,2205.106,1161.5737,2198.6685,1232.1747,2175.0535,1287.1559,2140.2888,1321.1005,2106.1992,1337.637,2071.8276
444,444,7400,821.2951,2050.272,833.5805,2004.7637,865.9504,1958.6154,917.1721,1911.1058,999.32074,1870.8413,1076.4008,1884.839,1154.2205,1872.3177,1235.6376,1916.794,1289.352,1967.0901,1320.6687,2017.264,1331.5,2064.6875,1303.8595,2059.8308,1268.7496,2035.1598,1234.7194,2012.3048,1194.1165,1992.0726,1140.9474,1980.9563,1077.696,1978.5414,1016.5767,1978.4264,962.66296,1986.5505,919.333,2005.3481,885.09937,2024.7664,851.28284,2046.4419,1303.8595,2059.8308,1269.5353,2069.578,1239.7563,2071.8472,1197.9941,2071.6152,1141.899,2074.1504,1079.0315,2073.6062,1017.1224,2068.676,964.4284,2067.4456,920.6581,2064.7017,888.5484,2058.8982,851.28284,2046.4419,821.2951,2050.272,843.3298,2090.092,878.0984,2127.5547,932.1358,2168.9885,1001.7449,2195.0369,1079.9054,2203.7021,1161.641,2197.4756,1232.1702,2173.662,1286.3071,2137.3494,1317.8945,2100.8738,1331.5,2064.6875
445,445,7416,825.2027,2045.5193,835.2351,2000.4346,866.17615,1955.0137,917.1614,1907.8163,999.2828,1867.3722,1076.2118,1881.5012,1153.7869,1868.8568,1235.027,1913.2683,1287.7076,1963.125,1317.0195,2012.5964,1325.7349,2059.8347,1298.0623,2055.1191,1264.0514,2031.733,1230.8925,2010.8043,1191.9226,1992.4944,1140.0052,1982.6487,1077.5717,1980.6738,1016.6269,1980.2407,963.28613,1987.1971,921.2481,2004.1459,887.97107,2021.6151,855.41693,2041.7766,1298.0623,2055.1191,1264.8699,2066.022,1236.5096,2070.1409,1196.6598,2071.0513,1141.7843,2073.7666,1079.1228,2073.0266,1017.5329,2067.773,965.66296,2065.612,923.057,2061.4202,891.8608,2054.6567,855.41693,2041.7766,825.2027,2045.5193,845.90405,2085.8325,879.3101,2124.1177,932.41327,2166.8516,1001.75934,2194.1086,1079.9257,2203.3552,1161.6407,2197.1787,1232.0088,2173.103,1284.7599,2135.5571,1314.1118,2097.286,1325.7349,2059.8347
446,446,7433,839.553,2041.6396,842.7789,1995.6621,868.6037,1949.155,917.50397,1901.3673,999.24493,1861.4075,1075.6675,1875.5347,1152.6011,1864.2542,1232.2701,1908.9863,1281.9653,1959.3633,1306.4949,2009.4161,1309.8147,2057.129,1276.471,2052.5212,1244.9806,2029.9065,1215.9999,2008.1216,1183.0378,1988.4304,1136.3359,1976.5508,1076.8784,1973.657,1016.9223,1972.783,967.2623,1980.9396,931.4249,1999.2339,903.3776,2017.9156,874.9115,2037.7473,1276.471,2052.5212,1244.573,2063.4436,1219.8083,2069.174,1187.0662,2071.0557,1138.5938,2074.2231,1078.6273,2073.669,1017.78577,2067.8628,969.7252,2065.3083,933.75146,2059.056,907.53064,2050.5942,874.9115,2037.7473,839.553,2041.6396,852.1858,2083.0264,880.1037,2123.8018,931.6389,2167.103,999.6275,2197.9324,1078.8773,2209.2734,1161.4867,2202.148,1231.4015,2174.7812,1280.3645,2135.5063,1303.9302,2095.4233,1309.8147,2057.129
447,447,7450,849.4866,2042.5706,848.3594,1994.9791,870.6499,1946.3685,917.856,1896.2875,999.2696,1854.6647,1075.6683,1867.8568,1152.5798,1856.7002,1231.9963,1901.8981,1280.7163,1954.2091,1303.3087,2006.3285,1303.8485,2055.9924,1268.0288,2051.6453,1237.6458,2027.9308,1209.9432,2004.196,1179.4326,1982.7136,1135.1506,1969.471,1076.8772,1966.3392,1018.2794,1966.3542,972.102,1976.3878,939.9874,1996.8496,914.2353,2017.5549,887.89685,2038.6686,1268.0288,2051.6453,1236.8943,2063.5713,1213.3284,2069.7173,1183.382,2075.095,1137.8761,2081.2898,1078.6663,2081.7808,1019.01935,2074.7651,974.54913,2068.7468,942.4174,2059.145,918.4455,2051.7195,887.89685,2038.6686,849.4866,2042.5706,857.3646,2084.3093,881.14044,2124.463,931.28455,2174.7764,998.8621,2211.0977,1078.8756,2223.943,1162.1449,2215.0093,1231.6461,2182.4497,1279.6385,2136.714,1300.7218,2095.4705,1303.8485,2055.9924
448,448,7466,852.0753,2042.1201,850.042,1992.6105,871.12244,1942.6824,917.84485,1891.3892,999.0069,1848.8384,1075.3627,1861.4779,1152.2229,1850.8604,1231.0947,1896.8901,1278.6888,1950.4946,1299.9935,2003.9772,1299.2811,2055.314,1262.2122,2051.3433,1232.1002,2026.1787,1204.5411,2000.8092,1175.2976,1978.0277,1132.8794,1963.6638,1076.4083,1960.0422,1018.42847,1960.5173,973.5709,1971.6154,942.6321,1993.3092,917.3507,2015.6101,891.5299,2038.4708,1262.2122,2051.3433,1231.6147,2063.8962,1208.5989,2072.4177,1180.0559,2082.2678,1136.7125,2091.1345,1078.5833,2092.3745,1019.2585,2084.3018,976.2253,2075.0164,945.2473,2061.0352,921.7727,2052.6853,891.5299,2038.4708,852.0753,2042.1201,858.40784,2085.2112,881.0744,2126.4978,929.49426,2183.8352,996.7286,2224.3135,1078.531,2238.3523,1162.3208,2228.3784,1231.7145,2192.0488,1278.7823,2139.8372,1298.0061,2095.831,1299.2811,2055.314
449,449,7483,854.463,2040.9618,851.0874,1989.811,871.21716,1938.8196,917.55835,1886.6818,998.21356,1843.7765,1074.6635,1856.2684,1151.6276,1846.0063,1230.0424,1892.5764,1276.6868,1947.0946,1296.8635,2001.6621,1294.802,2054.427,1256.413,2050.7383,1226.6959,2024.4559,1199.4844,1998.1648,1171.2009,1974.8632,1130.2286,1960.0557,1075.5305,1956.2052,1018.4457,1956.7385,974.539,1968.0625,944.64685,1990.1598,920.1722,2013.3184,895.1694,2037.4844,1256.413,2050.7383,1226.3857,2064.1829,1203.9126,2074.9182,1176.5602,2087.7578,1135.1157,2098.1663,1078.2971,2099.8987,1019.3336,2091.1365,977.4155,2079.8638,947.54865,2062.7144,924.7424,2053.406,895.1694,2037.4844,854.463,2040.9618,859.14233,2085.7388,881.0269,2128.63,927.02783,2191.2288,994.0477,2234.2148,1077.9272,2249.004,1162.4532,2238.4143,1231.7915,2199.821,1277.8993,2143.0405,1295.3555,2096.1428,1294.802,2054.427
450,450,7500,856.8352,2038.5671,852.74274,1986.7433,871.80206,1935.8389,917.559,1884.2275,998.04504,1841.9172,1074.4509,1854.1942,1151.4468,1844.1941,1229.4004,1890.1863,1275.4078,1944.3567,1294.7155,1999.0356,1291.8029,2052.5703,1252.6299,2049.2363,1223.8816,2022.0042,1197.2186,1995.0282,1169.4122,1971.4869,1129.1449,1956.5264,1075.241,1952.6893,1018.6279,1953.0662,975.8942,1964.4619,946.8493,1986.6896,922.7629,2010.3312,898.40125,2035.3611,1252.6299,2049.2363,1223.067,2064.445,1200.999,2077.23,1174.3899,2092.3176,1134.1266,2103.744,1078.165,2105.787,1019.52716,2096.5852,978.8497,2083.969,949.94666,2064.3313,927.60486,2053.844,898.40125,2035.3611,856.8352,2038.5671,860.3474,2085.6365,880.9775,2129.959,925.64514,2195.4016,992.4491,2239.3347,1077.5935,2254.4812,1162.7142,2243.6333,1231.9146,2204.1125,1277.0961,2145.1067,1293.2393,2096.2542,1291.8029,2052.5703
451,451,7516,858.3583,2037.1575,854.06635,1984.8337,872.4695,1933.5741,917.623,1881.6353,998.0395,1839.048,1074.4407,1851.2405,1151.4506,1841.5228,1229.3751,1887.862,1275.34,1942.4185,1294.5566,1997.5514,1291.6736,2051.6624,1252.2944,2048.4854,1223.8364,2020.4576,1197.2805,1992.7029,1169.2826,1968.5695,1128.9401,1953.1504,1075.206,1949.1208,1019.0077,1949.4886,977.1824,1961.2704,948.5062,1984.1013,924.5089,2008.4431,900.3051,2034.1344,1252.2944,2048.4854,1222.898,2064.634,1200.76,2078.9468,1174.0061,2094.9353,1133.906,2106.4792,1078.1627,2108.4795,1019.96436,2099.1597,980.29596,2086.235,951.7948,2065.4956,929.48444,2054.1553,900.3051,2034.1344,858.3583,2037.1575,861.3644,2085.554,881.00006,2131.0012,924.97327,2197.7786,991.74774,2241.8113,1077.5466,2257.0735,1163.4407,2246.3672,1232.571,2206.8242,1277.1044,2146.8394,1293.1742,2096.4048,1291.6736,2051.6624
452,452,7533,861.76276,2035.2512,856.4223,1981.9823,873.7523,1929.8696,917.9151,1877.0773,998.0778,1833.943,1074.4658,1845.9259,1151.5024,1836.82,1229.4065,1883.9932,1275.2804,1939.5238,1294.1238,1995.5393,1290.5852,2050.5803,1250.5995,2047.4419,1222.7817,2018.1835,1196.6562,1989.2677,1169.005,1964.1208,1128.838,1947.8368,1075.2108,1943.332,1019.80566,1943.7754,979.1908,1956.1464,951.31024,1979.9084,927.87085,2005.3938,904.483,2032.2869,1250.5995,2047.4419,1221.8181,2064.8457,1200.0762,2080.0713,1173.6729,2096.431,1133.8391,2107.8801,1078.2623,2109.775,1020.94556,2100.4226,982.6516,2087.447,954.9858,2066.1208,933.13904,2054.1274,904.483,2032.2869,861.76276,2035.2512,863.67316,2084.8875,881.5423,2131.3408,924.8477,2198.5654,991.55444,2242.3672,1077.5509,2257.65,1164.3834,2247.0588,1233.2802,2207.747,1277.0817,2147.681,1292.7322,2096.3762,1290.5852,2050.5803
453,453,7550,864.26074,2033.8398,858.336,1980.1014,874.944,1927.4034,918.2651,1873.9554,998.14636,1830.2577,1074.5038,1841.9933,1151.5488,1833.1913,1229.4042,1880.893,1274.9863,1937.1016,1293.0896,1993.735,1288.5255,2049.374,1247.8358,2046.1968,1220.7051,2016.343,1195.2959,1986.8772,1168.3655,1961.2548,1128.649,1944.5348,1075.213,1939.7953,1020.54785,1940.3556,980.9215,1953.1288,953.6112,1977.3937,930.54407,2003.4144,907.4848,2030.8123,1247.8358,2046.1968,1219.4984,2064.8499,1198.2037,2080.1396,1172.5066,2095.998,1133.4155,2107.0183,1078.2603,2108.8528,1021.4764,2099.785,984.1024,2087.334,957.01404,2066.1487,935.58856,2053.6426,907.4848,2030.8123,864.26074,2033.8398,865.2482,2084.055,881.8496,2131.37,924.5407,2198.491,991.08276,2241.671,1077.4711,2256.655,1164.6852,2246.091,1233.4491,2207.1785,1276.6746,2147.7498,1291.4545,2095.9495,1288.5255,2049.374
454,454,7566,864.86053,2031.8447,859.45874,1978.0801,876.0829,1925.4916,918.89856,1872.1982,998.4806,1828.446,1074.7783,1840.1716,1151.829,1831.2882,1229.4236,1878.829,1275.137,1934.9375,1293.3574,1991.5974,1289.0736,2047.5094,1248.6545,2044.4021,1221.4592,2014.1814,1195.927,1984.606,1168.7354,1959.0355,1128.7728,1942.4058,1075.3732,1937.733,1021.48,1938.2831,982.25854,1951.0521,954.7557,1975.294,931.31915,2001.3323,907.8797,2028.8921,1248.6545,2044.4021,1220.0154,2064.5964,1198.4965,2080.102,1172.5378,2095.5723,1133.3933,2106.3467,1078.352,2108.1135,1022.13727,2099.1743,985.1436,2087.0598,957.89276,2066.2368,936.23944,2052.824,907.8797,2028.8921,864.86053,2031.8447,866.1068,2082.774,882.2159,2131.506,924.4967,2197.918,991.03033,2240.4973,1077.4792,2255.3247,1165.2754,2244.8438,1233.89,2206.3542,1276.6782,2147.665,1291.5726,2095.1035,1289.0736,2047.5094
455,455,7583,865.9145,2028.1813,860.42236,1974.1967,876.87476,1921.4708,919.2995,1868.1152,998.70386,1824.4194,1075.014,1836.1833,1152.0981,1827.2654,1229.4707,1874.732,1275.3303,1930.9298,1293.7196,1987.8333,1289.6686,2044.1547,1249.4403,2041.1256,1222.1248,2010.6162,1196.4581,1981.0725,1169.0673,1955.6925,1128.8893,1939.2341,1075.5309,1934.5836,1022.2476,1935.0936,983.25543,1947.6476,955.6199,1971.6515,932.1589,1997.5698,908.894,2025.2937,1249.4403,2041.1256,1220.6847,2063.4138,1199.017,2079.978,1172.8114,2094.898,1133.4327,2105.501,1078.5621,2107.2937,1022.875,2098.421,986.15906,2086.651,958.88715,2066.0825,937.2209,2050.883,908.894,2025.2937,865.9145,2028.1813,867.23926,2080.1663,882.77435,2131.2598,924.5092,2197.1936,991.0602,2239.3833,1077.5621,2254.2126,1166.1095,2243.659,1234.574,2205.3296,1276.7352,2147.4417,1291.8479,2093.0664,1289.6686,2044.1547
456,456,7600,865.66736,2025.4983,860.45404,1971.7467,877.0972,1919.1693,919.4371,1865.9828,998.8013,1822.4414,1075.1309,1834.3186,1152.2544,1825.156,1229.5254,1872.324,1275.5159,1928.2219,1294.2235,1984.9397,1290.5956,2041.0945,1250.3822,2038.1239,1222.6823,2008.1399,1196.8857,1979.1074,1169.3231,1954.1617,1128.9845,1938.0123,1075.6263,1933.5166,1022.72217,1933.9961,983.72833,1946.307,955.7869,1969.9521,932.2007,1995.4115,908.61115,2022.6018,1250.3822,2038.1239,1221.2802,2061.2168,1199.4019,2078.7314,1172.9904,2094.6604,1133.4596,2104.5063,1078.6877,2106.183,1023.3533,2097.6553,986.64197,2086.326,959.1059,2065.0564,937.20636,2048.377,908.61115,2022.6018,865.66736,2025.4983,867.36786,2077.7383,882.927,2130.62,924.4608,2196.631,991.062,2237.9941,1077.6312,2252.5823,1166.7809,2242.0964,1235.2499,2204.3755,1276.7693,2146.5212,1292.3279,2090.5676,1290.5956,2041.0945
457,457,7616,865.3598,2023.5562,860.5434,1970.1317,877.4189,1917.9019,919.664,1865.0751,998.9468,1821.7753,1075.2849,1833.7129,1152.3953,1824.2988,1229.5374,1871.1462,1275.6505,1926.7317,1294.5713,1983.167,1291.297,2039.049,1251.3062,2036.0284,1223.3077,2006.2715,1197.3137,1977.4949,1169.5583,1952.7312,1129.0664,1936.7695,1075.7554,1932.409,1023.1609,1932.8872,984.06055,1945.0326,955.79926,1968.4714,931.968,1993.6592,908.04895,2020.5686,1251.3062,2036.0284,1222.1372,2059.2979,1200.0961,2077.277,1173.3397,2094.1824,1133.495,2104.0981,1079.0522,2105.6702,1024.0315,2097.5898,987.19073,2085.2153,959.2696,2063.6167,937.0461,2046.075,908.04895,2020.5686,865.3598,2023.5562,867.57904,2075.5103,883.2688,2129.3955,924.4722,2196.3284,991.1099,2236.818,1077.9058,2251.0295,1167.5045,2240.7476,1235.8933,2203.9119,1276.8075,2145.2292,1292.7479,2088.4712,1291.297,2039.049
458,458,7633,864.5684,2021.4141,860.39856,1968.3699,877.6549,1916.5665,919.9366,1864.1074,999.18915,1820.9746,1075.5483,1832.944,1152.6489,1823.3223,1229.6371,1869.7908,1275.7777,1924.9482,1295.0219,1980.9929,1292.2734,2036.5476,1252.6469,2033.6162,1224.3087,2004.1649,1198.0232,1975.7627,1169.9021,1951.3634,1129.1104,1935.666,1075.9749,1931.4391,1023.57544,1931.9323,984.2255,1943.9419,955.49524,1967.1002,931.25226,1991.9371,906.88055,2018.5044,1252.6469,2033.6162,1223.2462,2057.2224,1200.9141,2075.5798,1173.6935,2093.3005,1133.6072,2104.018,1079.4288,2105.4548,1024.5441,2097.2292,987.3955,2083.921,958.95245,2062.1853,936.30994,2044.0107,906.88055,2018.5044,864.5684,2021.4141,867.43884,2073.3,883.45325,2127.8713,924.48645,2195.331,991.1482,2236.0671,1078.1866,2249.8389,1168.146,2239.7925,1236.5181,2203.5913,1276.9473,2143.3674,1293.2091,2086.0698,1292.2734,2036.5476
459,459,7650,863.8953,2018.727,860.2696,1966.411,877.84717,1915.3373,920.1641,1863.4265,999.3441,1820.6006,1075.6575,1832.8241,1152.7207,1823.1917,1229.6613,1869.633,1275.8866,1924.3375,1295.3262,1979.7148,1292.9926,2034.5778,1253.7284,2031.7532,1225.0303,2003.0397,1198.472,1975.3928,1170.1223,1951.5518,1129.1825,1936.1233,1076.057,1931.8733,1023.79785,1932.1891,984.23444,1943.7426,955.11,1966.2174,930.5327,1990.2565,905.79926,2016.0111,1253.7284,2031.7532,1224.0925,2055.2793,1201.5554,2073.7146,1173.9866,2091.8406,1133.701,2103.227,1079.7083,2104.7249,1024.9103,2095.9165,987.47504,2081.8196,958.5994,2060.1453,935.6201,2041.4829,905.79926,2016.0111,863.8953,2018.727,867.376,2070.456,883.69135,2125.4243,924.52277,2192.92,991.1711,2235.5645,1078.3947,2249.4263,1168.5457,2239.6611,1236.8717,2202.26,1276.9924,2141.1492,1293.5586,2083.8599,1292.9926,2034.5778
460,460,7666,863.5922,2016.7974,860.2645,1965.5287,878.0075,1915.4272,920.2838,1864.3822,999.35144,1822.1976,1075.6532,1834.4795,1152.6799,1824.7495,1229.4935,1870.659,1275.5686,1924.5287,1295.0371,1978.9187,1292.8872,2032.7666,1253.7992,2030.07,1224.9694,2002.269,1198.2739,1975.3967,1169.9584,1952.1418,1129.1328,1937.1311,1076.0504,1933.0831,1023.81665,1933.2595,984.10004,1944.3734,954.75964,1966.1927,930.0855,1989.4487,905.27423,2014.1915,1253.7992,2030.07,1224.2979,2053.1245,1201.8315,2071.3643,1174.1989,2089.3042,1133.7621,2100.851,1080.0095,2102.1875,1025.3539,2092.8728,987.7277,2078.5422,958.59503,2057.4692,935.3822,2038.8746,905.27423,2014.1915,863.5922,2016.7974,867.55457,2067.7908,884.1216,2122.4233,924.69855,2189.0374,991.27155,2232.911,1078.606,2247.682,1168.7515,2237.7793,1236.9686,2199.611,1277.034,2138.5312,1293.5869,2081.6116,1292.8872,2032.7666
461,461,7683,863.04865,2016.3077,860.05817,1965.5187,877.99854,1915.7423,920.286,1864.747,999.31903,1822.3383,1075.5779,1834.4097,1152.5187,1824.3798,1229.2224,1870.0829,1275.1461,1923.7319,1294.6399,1977.7156,1292.5935,2031.0347,1253.7257,2028.4016,1224.6915,2001.3501,1197.8873,1975.0834,1169.6106,1952.2545,1128.9243,1937.6095,1075.992,1933.7931,1023.8073,1934.2069,983.91675,1945.2676,954.33026,1966.8088,929.5409,1989.5712,904.4861,2013.6504,1253.7257,2028.4016,1224.4014,2050.479,1202.0033,2068.1787,1174.3549,2085.4534,1133.7787,2096.9055,1080.1616,2098.1833,1025.5664,2088.8118,987.695,2074.9207,958.25525,2054.9758,934.8238,2036.9819,904.4861,2013.6504,863.04865,2016.3077,867.46454,2066.2917,884.331,2120.0608,924.8242,2185.1992,991.3475,2229.2307,1078.7228,2244.4055,1168.7928,2234.2397,1236.965,2195.7295,1277.0143,2135.2798,1293.458,2079.1157,1292.5935,2031.0347
462,462,7700,862.90765,2016.2512,859.9992,1965.9657,878.0488,1916.4183,920.33777,1865.5173,999.33154,1823.0566,1075.5808,1835.1956,1152.5171,1824.8214,1229.2423,1870.2747,1275.216,1923.647,1294.8649,1977.3088,1293.1322,2030.0475,1254.4174,2027.4999,1225.1134,2001.3998,1198.168,1975.7252,1169.7266,1953.3406,1128.9666,1939.0391,1076.0206,1935.4113,1023.9045,1935.8104,983.91815,1946.6934,954.2441,1967.9347,929.4871,1990.2162,904.31604,2013.5612,1254.4174,2027.4999,1224.9104,2048.6006,1202.3733,2065.5972,1174.5128,2082.1223,1133.942,2093.4263,1080.5637,2094.731,1026.028,2085.2915,987.9699,2071.879,958.37573,2052.992,934.80273,2035.6926,904.31604,2013.5612,862.90765,2016.2512,867.57684,2065.6077,884.6771,2118.8875,925.09,2183.148,991.63934,2227.3398,1079.1588,2242.7693,1169.2513,2232.4731,1237.383,2193.617,1277.1979,2133.4763,1293.6748,2077.7063,1293.1322,2030.0475
463,463,7716,863.1597,2015.4406,860.21277,1965.605,878.25116,1916.3318,920.4904,1865.6909,999.3651,1823.4756,1075.5836,1835.6725,1152.515,1825.3396,1229.2338,1870.6088,1275.2023,1923.6864,1294.8673,1977.0378,1293.2048,2029.3234,1254.4524,2026.8264,1225.1527,2001.2018,1198.246,1975.8213,1169.7747,1953.6791,1128.9982,1939.524,1076.0352,1935.9443,1024.0005,1936.2245,984.0008,1946.9296,954.3629,1967.943,929.7529,1989.9314,904.65344,2012.7942,1254.4524,2026.8264,1225.026,2047.4604,1202.5381,2064.0476,1174.6512,2080.0789,1134.0,2091.268,1080.762,2092.5854,1026.326,2082.9666,988.21594,2069.741,958.63153,2051.4006,935.0698,2034.4032,904.65344,2012.7942,863.1597,2015.4406,867.8449,2064.5425,885.0188,2117.6694,925.2793,2181.3967,991.7784,2225.7341,1079.3468,2241.4556,1169.4806,2231.0977,1237.589,2192.0127,1277.2264,2132.1548,1293.8081,2076.7126,1293.2048,2029.3234
464,464,7733,863.13855,2015.3116,860.25305,1965.7262,878.3614,1916.5621,920.61865,1866.014,999.4309,1823.817,1075.6066,1836.0449,1152.5239,1825.7618,1229.2493,1871.0345,1275.26,1924.0203,1295.0144,1977.2509,1293.4711,2029.2708,1254.7023,2026.7738,1225.327,2001.5452,1198.4167,1976.4192,1169.8752,1954.4722,1129.0308,1940.4283,1076.0741,1936.8611,1024.1188,1937.0696,984.08575,1947.6656,954.43463,1968.5021,929.8562,1990.2434,904.68555,2012.7086,1254.7023,2026.7738,1225.2246,2046.9333,1202.716,2063.111,1174.7781,2078.649,1134.0555,2089.6692,1080.9012,2090.9902,1026.5283,2081.3481,988.3394,2068.4146,958.7276,2050.6028,935.13135,2033.901,904.68555,2012.7086,863.13855,2015.3116,867.9094,2064.2295,885.20087,2117.119,925.3834,2180.2458,991.85913,2224.4958,1079.4734,2240.3516,1169.6619,2229.954,1237.786,2190.811,1277.3064,2131.4001,1293.9646,2076.3704,1293.4711,2029.2708
465,465,7750,863.9786,2015.9596,860.93866,1966.3589,879.026,1917.0897,921.2476,1866.3715,999.9179,1823.9044,1075.97,1835.9469,1152.7823,1825.5056,1229.4364,1870.714,1275.3246,1923.7454,1295.1543,1977.006,1293.7538,2028.986,1255.0332,2026.4575,1225.6139,2001.3368,1198.6655,1976.2935,1169.9534,1954.4254,1129.219,1940.4882,1076.5007,1937.038,1024.8181,1937.4156,984.8395,1948.1495,955.301,1969.0566,930.83716,1990.8116,905.66364,2013.2852,1255.0332,2026.4575,1225.5146,2046.3041,1202.9377,2062.167,1174.8068,2077.3105,1134.3805,2088.2542,1081.4106,2089.7056,1027.1997,2080.2832,988.99414,2067.7737,959.4677,2050.4768,935.96906,2034.0992,905.66364,2013.2852,863.9786,2015.9596,868.6568,2064.5469,886.0036,2117.0305,926.1007,2179.454,992.5268,2223.271,1080.0254,2238.935,1170.1055,2228.3398,1238.1013,2189.1853,1277.4589,2130.3071,1294.0919,2075.7407,1293.7538,2028.986
