Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
13:37:56:38.119,61,0.0042338884,0.0000000000,0.0000000000,0.0021072302,0.0000000000,0.0012000636,0.0115607325,0.0042345561,0.0000000000,0.0187746845,0.0000000000,0.0000000000,0.0012002893,0.0115246596,0.0011684226,0.0071414132,0.0000000000,0.0055679418,0.0061747059,0.0027407201,0.0026428553,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0023814354,0.0028368460,0.0049681435,0.0048813871,0.0058189593,0.0018975771,0.0049621402,0.0009502441,0.0021757961,0.0026067439,0.0038651961,0.0034692930,0.0010679263,0.0012689421,0.0000000000,0.0000000000,0.0106907282,0.0652531311,0.0652512461,0.0000000000,0.0042882939,0.0055669793,0.0041952771,0.0049706716,0.0000000002,0.0000000000,0.0000000000,0.0000000000,-0.0104819275,-0.0142402649,-0.0001405426,-0.0106709562,-0.0142351165,-0.0010690413
13:37:56:39.119,61,0.0038677622,0.0000000000,0.0000000000,0.0025553743,0.0000000000,0.0011252023,0.0148629528,0.0038683277,0.0000000000,0.0192541778,0.0000000000,0.0000000000,0.0011254204,0.0148198418,0.0011276369,0.0070624514,0.0000000000,0.0053966092,0.0059783412,0.0026060143,0.0024799509,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0023228112,0.0027660367,0.0048469864,0.0047429111,0.0056608133,0.0018239343,0.0049210675,0.0009979267,0.0020475800,0.0024782782,0.0037443219,0.0033605248,0.0010333566,0.0012338862,0.0000000000,0.0000000000,0.0104435990,0.0648337826,0.0648313016,0.0000000000,0.0041749235,0.0054472615,0.0039338828,0.0046894373,0.0000000002,0.0000000000,0.0000000000,0.0000000000,-0.0107446946,-0.0136962235,-0.0001990199,-0.0109435953,-0.0136910230,-0.0010937623
13:37:56:40.119,61,0.0035312735,0.0000000000,0.0000000000,0.0028737895,0.0000000000,0.0010383611,0.0163957905,0.0035317515,0.0000000000,0.0195982121,0.0000000000,0.0000000000,0.0010385680,0.0163505618,0.0010709239,0.0069845351,0.0000000000,0.0052611260,0.0058311685,0.0025033338,0.0023501853,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0022696126,0.0027013542,0.0047211209,0.0046083420,0.0054811034,0.0017510519,0.0047861529,0.0009653138,0.0019272383,0.0023534882,0.0036533566,0.0032752960,0.0010083584,0.0012066704,0.0000000000,0.0000000000,0.0102362083,0.0648172945,0.0648144037,0.0000000000,0.0040759034,0.0053342190,0.0037150932,0.0044569480,0.0000000003,0.0000000000,0.0000000000,0.0000000000,-0.0109345503,-0.0135416016,-0.0002258429,-0.0111373300,-0.0135363936,-0.0011111019
13:37:56:41.119,61,0.0032218460,0.0000000000,0.0000000000,0.0029201503,0.0000000000,0.0009321272,0.0178790726,0.0032222471,0.0000000000,0.0196734909,0.0000000000,0.0000000000,0.0009323169,0.0178295039,0.0010202345,0.0068935780,0.0000000000,0.0051560099,0.0057089492,0.0024072637,0.0022513752,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0022214935,0.0026443563,0.0045925137,0.0044726213,0.0053594969,0.0016934633,0.0047257580,0.0009696085,0.0018291152,0.0022531389,0.0035589554,0.0031901684,0.0009889794,0.0011872759,0.0000000000,0.0000000000,0.0101276748,0.0651635006,0.0651600435,0.0000000000,0.0040004663,0.0052536838,0.0035562068,0.0042919088,0.0000000003,0.0000000000,0.0000000000,0.0000000000,-0.0109720193,-0.0128019452,-0.0002775891,-0.0111654233,-0.0127966926,-0.0011149058
13:37:56:42.120,61,0.0029372091,0.0000000000,0.0000000000,0.0032502909,0.0000000000,0.0008429772,0.0189176388,0.0029375411,0.0000000000,0.0200139489,0.0000000000,0.0000000000,0.0008431574,0.0188669283,0.0009983437,0.0068325694,0.0000000000,0.0050465451,0.0055820751,0.0023128325,0.0021250003,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0021693124,0.0025803100,0.0045203273,0.0043885168,0.0052604461,0.0016382133,0.0046656756,0.0009775473,0.0017144153,0.0021367620,0.0034702348,0.0031088192,0.0009654431,0.0011613891,0.0000000000,0.0000000000,0.0099593727,0.0651997030,0.0651957616,0.0000000000,0.0039206115,0.0051675830,0.0033812721,0.0040990985,0.0000000002,0.0000000000,0.0000000000,0.0000000000,-0.0111613683,-0.0129111707,-0.0002872450,-0.0113663208,-0.0129058659,-0.0011325672
13:37:56:43.121,61,0.0026753263,0.0000000000,0.0000000000,0.0044947956,0.0000000000,0.0007689240,0.0233369488,0.0026755955,0.0000000000,0.0213971715,0.0000000000,0.0000000000,0.0007691022,0.0232828986,0.0009888285,0.0068001891,0.0000000000,0.0049560065,0.0054656672,0.0022242991,0.0020407101,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0021309576,0.0025326852,0.0044678417,0.0043265643,0.0051661320,0.0015917729,0.0046839048,0.0010352083,0.0016200693,0.0020421653,0.0033813112,0.0030309798,0.0009405825,0.0011357676,0.0000000000,0.0000000000,0.0097791897,0.0649094358,0.0649049357,0.0000000000,0.0038311656,0.0050795735,0.0031684432,0.0038697969,0.0000000002,0.0000000000,0.0000000000,0.0000000000,-0.0119244866,-0.0122833848,-0.0003967094,-0.0121234059,-0.0122780800,-0.0012015920
13:37:56:44.121,61,0.0024343510,0.0000000000,0.0000000000,0.0048679183,0.0000000000,0.0007200927,0.0276875421,0.0024345631,0.0000000000,0.0217980091,0.0000000000,0.0000000000,0.0007202709,0.0276312828,0.0010388013,0.0066857571,0.0000000000,0.0049192901,0.0054064034,0.0021699052,0.0020290921,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0020977927,0.0024912097,0.0045160656,0.0043903594,0.0051513263,0.0015800450,0.0047556823,0.0010996684,0.0015522534,0.0019700408,0.0033315930,0.0029905797,0.0009203649,0.0011133435,0.0000000000,0.0000000000,0.0096244076,0.0643997416,0.0643947199,0.0000000000,0.0037870693,0.0050394260,0.0030145498,0.0036924968,0.0000000001,0.0000000000,0.0000000000,0.0000000000,-0.0121443979,-0.0118964538,-0.0004421705,-0.0123503227,-0.0118911415,-0.0012230605
13:37:56:45.121,61,0.0022125999,0.0000000000,0.0000000000,0.0054503614,0.0000000000,0.0006424909,0.0290024318,0.0022127596,0.0000000000,0.0224306770,0.0000000000,0.0000000000,0.0006426578,0.0289463382,0.0010480946,0.0066035679,0.0000000000,0.0048639355,0.0053419420,0.0021270951,0.0020082195,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0020735376,0.0024653065,0.0045043863,0.0044035404,0.0050882329,0.0015483140,0.0048030242,0.0011597878,0.0015168709,0.0019290276,0.0032919040,0.0029597690,0.0009162227,0.0011103234,0.0000000000,0.0000000000,0.0094733750,0.0638992786,0.0638939962,0.0000000000,0.0037469508,0.0049987664,0.0029155915,0.0035737432,0.0000000003,0.0000000000,0.0000000000,0.0000000000,-0.0124919526,-0.0113725290,-0.0005085017,-0.0127045317,-0.0113671422,-0.0012566586
13:37:56:46.123,61,0.0020085312,0.0000000000,0.0000000000,0.0055386978,0.0000000000,0.0005744920,0.0295695551,0.0020086432,0.0000000000,0.0224973839,0.0000000000,0.0000000000,0.0005746569,0.0295142941,0.0010489747,0.0066326563,0.0000000000,0.0048390748,0.0053062332,0.0021064689,0.0020407517,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0020566906,0.0024451797,0.0045230729,0.0044234772,0.0050400230,0.0015178742,0.0049058185,0.0012447232,0.0015059303,0.0019187046,0.0032504378,0.0029256362,0.0009185812,0.0011135573,0.0000000000,0.0000000000,0.0093796263,0.0635756701,0.0635702983,0.0000000000,0.0037303022,0.0049826694,0.0028630658,0.0035058169,0.0000000003,0.0000000000,0.0000000000,0.0000000000,-0.0125289746,-0.0113810077,-0.0005112765,-0.0127582764,-0.0113755986,-0.0012614904
13:37:56:47.123,61,0.0018207310,0.0000000000,0.0000000000,0.0055672633,0.0000000000,0.0005141143,0.0283996817,0.0018207988,0.0000000000,0.0225186720,0.0000000000,0.0000000000,0.0005142886,0.0283487476,0.0010260524,0.0066486811,0.0000000000,0.0047487477,0.0052068075,0.0020544997,0.0020142046,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0020066968,0.0023894932,0.0044695847,0.0043632356,0.0049301130,0.0014622826,0.0049046753,0.0012798288,0.0014560804,0.0018696632,0.0031720740,0.0028584439,0.0009025708,0.0010976067,0.0000000000,0.0000000000,0.0092330789,0.0632373244,0.0632318929,0.0000000000,0.0036664193,0.0049148262,0.0027663182,0.0033911068,0.0000000003,0.0000000000,0.0000000000,0.0000000000,-0.0125426911,-0.0117003471,-0.0004910897,-0.0127757527,-0.0116949305,-0.0012619803
13:37:56:48.122,61,0.0016479001,0.0000000000,0.0000000000,0.0057273763,0.0000000000,0.0004771208,0.0237122811,0.0016479273,0.0000000000,0.0227046646,0.0000000000,0.0000000000,0.0004772951,0.0236692652,0.0010280111,0.0065181321,0.0000000000,0.0046941675,0.0051392852,0.0019991726,0.0019762330,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0019762637,0.0023584631,0.0043972707,0.0043134848,0.0048901071,0.0014500794,0.0048910184,0.0012935399,0.0014259873,0.0018347854,0.0031242634,0.0028198648,0.0008913152,0.0010870011,0.0000000000,0.0000000000,0.0090708677,0.0625785366,0.0625737086,0.0000000000,0.0036329217,0.0048720953,0.0027053936,0.0033082305,0.0000000004,0.0000000000,0.0000000000,0.0000000000,-0.0126459859,-0.0117322430,-0.0004982408,-0.0128731756,-0.0117268860,-0.0012706465
13:37:56:49.123,61,0.0014888442,0.0000000000,0.0000000000,0.0062782690,0.0000000000,0.0004934799,0.0216569342,0.0014888342,0.0000000000,0.0233304948,0.0000000000,0.0000000000,0.0004936713,0.0216178354,0.0010405569,0.0064261570,0.0000000000,0.0046695480,0.0051120804,0.0019847993,0.0020333091,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0019385831,0.0023168563,0.0043587126,0.0042968569,0.0048599052,0.0014337607,0.0049519511,0.0013469255,0.0014039298,0.0018071107,0.0030993700,0.0028017561,0.0008939688,0.0010882575,0.0000000000,0.0000000000,0.0089173960,0.0592517667,0.0592463650,0.0000000000,0.0036327774,0.0048687300,0.0026710716,0.0032446701,0.0000000002,0.0000000000,0.0000000000,0.0000000000,-0.0129942857,-0.0119656101,-0.0005138093,-0.0132084200,-0.0119602755,-0.0012999446
13:37:56:50.124,61,0.0013424645,0.0000000000,0.0000000000,0.0069430280,0.0000000000,0.0005622359,0.0204554293,0.0013424202,0.0000000000,0.0240465701,0.0000000000,0.0000000000,0.0005624386,0.0204186346,0.0010478059,0.0063250153,0.0000000000,0.0046296366,0.0050808117,0.0019656671,0.0020234215,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0019288218,0.0023085293,0.0042916443,0.0042499932,0.0048278356,0.0014310570,0.0049431897,0.0013749156,0.0014147680,0.0018137260,0.0031030041,0.0028068498,0.0009062663,0.0011027639,0.0000000000,0.0000000000,0.0087057017,0.0523071140,0.0523041151,0.0000000000,0.0036666936,0.0049112174,0.0026523883,0.0032091110,0.0000000002,0.0000000000,0.0000000000,0.0000000000,-0.0133936964,-0.0123796612,-0.0005215118,-0.0136130257,-0.0123743489,-0.0013345305
13:37:56:51.124,61,0.0012077506,0.0000000000,0.0000000000,0.0073278174,0.0000000000,0.0005972781,0.0197676960,0.0012076747,0.0000000000,0.0244678445,0.0000000000,0.0000000000,0.0005974828,0.0197323449,0.0010564475,0.0062413504,0.0000000000,0.0045933235,0.0050336132,0.0019382931,0.0020405774,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0019175150,0.0022990757,0.0041498989,0.0041205832,0.0048133116,0.0014391711,0.0050046025,0.0014461746,0.0014524834,0.0018486910,0.0030797129,0.0027895009,0.0009138843,0.0011125291,0.0000000000,0.0000000000,0.0085263057,0.0499481969,0.0499457233,0.0000000000,0.0036613713,0.0049053975,0.0025675714,0.0031110274,0.0000000002,0.0000000000,0.0000000000,0.0000000000,-0.0136267953,-0.0123070106,-0.0005472782,-0.0138471182,-0.0123017058,-0.0013557897
13:37:56:52.125,61,0.0010837726,0.0000000000,0.0000000000,0.0065006907,0.0000000000,0.0006590866,0.0177146643,0.0010836676,0.0000000000,0.0235967636,0.0000000000,0.0000000000,0.0006592970,0.0176843107,0.0010565998,0.0061679166,0.0000000000,0.0045287260,0.0049571111,0.0018810189,0.0019716595,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0019273353,0.0023126048,0.0039978703,0.0039733159,0.0047673453,0.0014552036,0.0049845553,0.0014624819,0.0014897344,0.0018852910,0.0030510945,0.0027618024,0.0009096767,0.0011094587,0.0000000000,0.0000000000,0.0083469199,0.0487824976,0.0487809591,0.0000000000,0.0036583152,0.0049004951,0.0024565156,0.0029928300,0.0000000001,0.0000000000,0.0000000000,0.0000000000,-0.0131433941,-0.0122174323,-0.0005101408,-0.0133438343,-0.0122121423,-0.0013111057
13:37:56:53.125,61,0.0012474619,0.0000000000,0.0000000000,0.0041804807,0.0000000000,0.0006604057,0.0107013145,0.0012492536,0.0000000000,0.0210295208,0.0000000000,0.0000000000,0.0006606085,0.0106888181,0.0010169237,0.0061066328,0.0000000000,0.0044054887,0.0048169368,0.0018141369,0.0018552747,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0019585616,0.0023492251,0.0037978638,0.0037679935,0.0046782503,0.0014547349,0.0049923924,0.0015032120,0.0015691789,0.0019713172,0.0030024613,0.0027135136,0.0009026881,0.0011055338,0.0000000000,0.0000000000,0.0081645800,0.0484367311,0.0484357662,0.0000000000,0.0036165530,0.0048401621,0.0023697482,0.0029169896,0.0000000001,0.0000000000,0.0000000000,0.0000000000,-0.0117167644,-0.0116202161,-0.0004220773,-0.0119320154,-0.0116148591,-0.0011861594
13:37:56:54.125,61,0.0015691668,0.0000000000,0.0000000000,0.0026037563,0.0000000000,0.0006801203,0.0054998579,0.0015748361,0.0000000000,0.0193169769,0.0000000000,0.0000000000,0.0006803118,0.0054939147,0.0009708175,0.0060143559,0.0000000000,0.0042694095,0.0046717264,0.0017473691,0.0017046044,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0020023861,0.0024054444,0.0036346628,0.0036139879,0.0045743911,0.0014464147,0.0050121662,0.0015604165,0.0016498022,0.0020618269,0.0029611792,0.0026745303,0.0009016233,0.0011119467,0.0000000000,0.0000000000,0.0079876892,0.0479494371,0.0479482412,0.0000000000,0.0035727008,0.0047891354,0.0023202461,0.0028992619,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0107562207,-0.0097015873,-0.0004608524,-0.0109724654,-0.0096960962,-0.0011026844
13:37:56:55.126,61,0.0020879728,0.0000000000,0.0000000000,0.0026749480,0.0000000000,0.0007279221,0.0014564603,0.0021006030,0.0000000000,0.0193666760,0.0000000000,0.0000000000,0.0007280928,0.0014490167,0.0009606949,0.0058265300,0.0000000000,0.0041439850,0.0045308112,0.0017007815,0.0016342973,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0020024248,0.0024166938,0.0034468526,0.0034656818,0.0045273756,0.0014244702,0.0052520945,0.0017778260,0.0017549449,0.0021772138,0.0028914835,0.0026163899,0.0009089194,0.0011284028,0.0000000000,0.0000000000,0.0078112595,0.0474542864,0.0474525578,0.0000000000,0.0035569814,0.0047654905,0.0022832581,0.0028864676,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0107792877,-0.0089553073,-0.0005117389,-0.0110156583,-0.0089497343,-0.0011078882
