Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
13:47:22:42.817,61,0.0035719296,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0234927814,0.0485951565,0.0035692817,0.0000000000,0.0101608029,0.0000000000,0.0000000000,0.0234921779,0.0484354682,0.1865389943,0.0000000000,0.0455073118,0.3931457400,0.0678297654,0.2054001838,0.0454271995,0.0066764620,0.0000000000,0.0000000000,0.0000000000,0.0717124715,0.0624632016,0.0342950560,0.0353926308,0.2057267278,0.2162643075,0.0234002303,0.0228671934,0.0013510960,0.0065187379,0.0139253121,0.0114562586,0.6171962023,0.6064418554,0.0834015012,0.0867438614,0.0000000000,0.0000000000,0.0534157567,0.0000000000,0.0000000000,0.0018640814,0.0208050348,0.0215173550,0.0304230060,0.0343378782,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0058209412,-0.0399808027,0.0018160930,-0.0053566094,-0.0399694592,-0.0007081336
13:47:22:43.817,61,0.0032590663,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0234105438,0.0560603663,0.0032565873,0.0000000000,0.0125756739,0.0000000000,0.0000000000,0.0234099515,0.0558887981,0.1914867461,0.0000000000,0.0456774719,0.4031648338,0.0703084990,0.2031483799,0.0470205508,0.0065761558,0.0000000000,0.0000000000,0.0000000000,0.0720713437,0.0631037802,0.0346527100,0.0357675925,0.2070922405,0.2183944583,0.0233589225,0.0230362937,0.0009349693,0.0061564674,0.0135582183,0.0110761132,0.6218549013,0.6122973561,0.0834946930,0.0868343711,0.0000000000,0.0000000000,0.0533478782,0.0000000000,0.0000000000,0.0017999877,0.0204180665,0.0211645495,0.0301784556,0.0340224728,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0071631894,-0.0402039699,0.0017470790,-0.0066714059,-0.0401926935,-0.0007898223
13:47:22:44.817,61,0.0029713586,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0232485756,0.0602828488,0.0029690384,0.0000000000,0.0169619136,0.0000000000,0.0000000000,0.0232479982,0.0601059869,0.1939259470,0.0000000000,0.0458368026,0.4090965092,0.0724372417,0.2021663189,0.0483455881,0.0065563545,0.0000000000,0.0000000000,0.0000000000,0.0722961724,0.0637788177,0.0349617749,0.0360806622,0.2085421532,0.2215783447,0.0232642908,0.0231317207,0.0005278071,0.0057995203,0.0131714270,0.0106719118,0.6245301962,0.6155354381,0.0836222693,0.0868922994,0.0000000000,0.0000000000,0.0532181002,0.0000000000,0.0000000000,0.0017296430,0.0199970752,0.0207588617,0.0300167389,0.0337634049,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0095979534,-0.0397654474,0.0015695901,-0.0090834377,-0.0397541635,-0.0009378915
13:47:22:45.818,61,0.0027066981,0.0000000000,0.0000000000,0.0003636801,0.0000000000,0.0230718814,0.0681528673,0.0027045256,0.0000000000,0.0179704018,0.0000000000,0.0000000000,0.0230713114,0.0679494292,0.1951798052,0.0000000000,0.0459941328,0.4138116539,0.0736717060,0.2015250176,0.0499041937,0.0062992745,0.0000000000,0.0000000000,0.0000000000,0.0724812523,0.0641270727,0.0351700522,0.0363047346,0.2096479088,0.2244167328,0.0231641736,0.0230819248,0.0002352549,0.0055564982,0.0127786789,0.0102667026,0.6259567142,0.6172984838,0.0840237439,0.0873050913,0.0000000000,0.0000000000,0.0529754981,0.0000000000,0.0000000000,0.0016456959,0.0195565931,0.0203432478,0.0299597457,0.0336262397,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0101561733,-0.0392706208,0.0015032003,-0.0096103558,-0.0392593555,-0.0009706093
13:47:22:46.819,61,0.0024631927,0.0000000000,0.0000000000,0.0076132943,0.0000000000,0.0228247903,0.0722125769,0.0024611573,0.0000000000,0.0259167533,0.0000000000,0.0000000000,0.0228242408,0.0719887167,0.1962976158,0.0000000000,0.0461656339,0.4155650735,0.0758942738,0.2029295564,0.0522735715,0.0061872043,0.0000000000,0.0000000000,0.0000000000,0.0747089982,0.0670884773,0.0353148282,0.0364406258,0.2104039788,0.2257483304,0.0232229214,0.0230815299,0.0001549967,0.0054591070,0.0124509912,0.0099290442,0.6243809462,0.6156134009,0.0843959525,0.0876752287,0.0000000000,0.0000000000,0.0527639836,0.0000000000,0.0000000000,0.0015984940,0.0191534534,0.0199672878,0.0298921838,0.0334638618,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0145682581,-0.0388563424,0.0011997400,-0.0140301827,-0.0388450772,-0.0012482494
13:47:22:47.819,61,0.0022391269,0.0000000000,0.0000000000,0.0115904091,0.0000000000,0.0227144323,0.0736896768,0.0022372182,0.0000000000,0.0302094426,0.0000000000,0.0000000000,0.0227138940,0.0734535381,0.1966731697,0.0000000000,0.0463569872,0.4014669359,0.0769210234,0.2061834335,0.0533915535,0.0060396190,0.0000000000,0.0000000000,0.0000000000,0.0757022649,0.0682409704,0.0354953036,0.0366045348,0.2104497552,0.2259602547,0.0231797528,0.0231909845,0.0000000000,0.0052802474,0.0122265657,0.0097033111,0.6195939183,0.6105635762,0.0845642909,0.0878522545,0.0000000000,0.0000000000,0.0526305884,0.0000000000,0.0000000000,0.0016030689,0.0189057626,0.0197672993,0.0297866352,0.0332499333,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0169572569,-0.0399139039,0.0011252393,-0.0164553523,-0.0399026610,-0.0013930360
13:47:22:48.820,61,0.0020329356,0.0000000000,0.0000000000,0.0143424310,0.0000000000,0.0225869790,0.0720635578,0.0020311438,0.0000000000,0.0331791267,0.0000000000,0.0000000000,0.0225864500,0.0718092173,0.1866409332,0.0000000000,0.0466786511,0.3444026113,0.0778285861,0.2333741635,0.0543001927,0.0059947311,0.0000000000,0.0000000000,0.0000000000,0.0915844217,0.0807077736,0.0354964361,0.0365509912,0.2084963620,0.2217371911,0.0232272651,0.0232890993,0.0000000000,0.0052413461,0.0120453369,0.0095279934,0.5502579212,0.5415351987,0.0845273137,0.0878207386,0.0000000000,0.0000000000,0.0525923558,0.0000000000,0.0000000000,0.0016634272,0.0187719520,0.0196756106,0.0296782255,0.0330344401,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0186078362,-0.0401339345,0.0010395194,-0.0181333926,-0.0401226878,-0.0014946945
13:47:22:49.820,61,0.0018431857,0.0000000000,0.0000000000,0.0147674503,0.0000000000,0.0224295259,0.0622106306,0.0018415017,0.0000000000,0.0336265378,0.0000000000,0.0000000000,0.0224290211,0.0619719326,0.1514661312,0.0000000000,0.0466920994,0.3074714839,0.0784090161,0.2409651875,0.0548427366,0.0060950066,0.0000000000,0.0000000000,0.0000000000,0.0991298109,0.0870572999,0.0353667922,0.0363583453,0.1975506544,0.2035009861,0.0234708786,0.0234032795,0.0002228772,0.0053054322,0.0119207082,0.0094327303,0.4703873992,0.4580644965,0.0838485733,0.0869786441,0.0000000000,0.0000000000,0.0526137613,0.0000000000,0.0000000000,0.0017583870,0.0187500827,0.0197043847,0.0295825917,0.0328372270,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0188572295,-0.0403234065,0.0010380559,-0.0183926374,-0.0403121598,-0.0015089286
13:47:22:50.820,61,0.0016685629,0.0000000000,0.0000000000,0.0146564646,0.0000000000,0.0222837515,0.0578512326,0.0016669779,0.0000000000,0.0335115157,0.0000000000,0.0000000000,0.0222832765,0.0576064140,0.1378441006,0.0000000000,0.0465828627,0.2799472511,0.0784284174,0.2444717288,0.0549789071,0.0062208665,0.0000000000,0.0000000000,0.0000000000,0.1025172025,0.0897700340,0.0351343304,0.0360607058,0.1886894107,0.1931442320,0.0236846078,0.0234383978,0.0004720078,0.0053825746,0.0118156150,0.0093724672,0.4447405636,0.4314491451,0.0831960365,0.0862966180,0.0000000000,0.0000000000,0.0526976176,0.0000000000,0.0000000000,0.0018501645,0.0187907498,0.0198215004,0.0294789094,0.0326701254,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0187923200,-0.0400997885,0.0010256930,-0.0183248445,-0.0400885344,-0.0015067774
13:47:22:51.821,61,0.0015078589,0.0000000000,0.0000000000,0.0182543956,0.0000000000,0.0223594904,0.0559694730,0.0015063651,0.0000000000,0.0373671800,0.0000000000,0.0000000000,0.0223591216,0.0557234734,0.1302229464,0.0000000000,0.0461161174,0.2625304163,0.0775743723,0.2377601862,0.0545818470,0.0064734034,0.0000000000,0.0000000000,0.0000000000,0.1028212681,0.0876712129,0.0350068882,0.0358824395,0.1852553338,0.1886565089,0.0238824710,0.0234376900,0.0007578855,0.0055170711,0.0117883924,0.0094102165,0.4322060645,0.4180558324,0.0827249065,0.0858045593,0.0000000000,0.0000000000,0.0526354238,0.0000000000,0.0000000000,0.0018666454,0.0189664867,0.0201162975,0.0294612888,0.0325930007,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0209350102,-0.0403009318,0.0009091445,-0.0205186829,-0.0402896404,-0.0016395503
13:47:22:52.821,61,0.0013599632,0.0000000000,0.0000000000,0.0195342265,0.0000000000,0.0225946195,0.0579500496,0.0013585533,0.0000000000,0.0387145504,0.0000000000,0.0000000000,0.0225944333,0.0577105992,0.1263178438,0.0000000000,0.0451360866,0.2482128441,0.0761648268,0.2322747707,0.0537370108,0.0068961573,0.0000000000,0.0000000000,0.0000000000,0.1023894995,0.0868981034,0.0348831266,0.0357054919,0.1833202243,0.1860253960,0.0240953024,0.0234522354,0.0010777171,0.0056763762,0.0118324989,0.0095242318,0.4267714620,0.4113188982,0.0823193341,0.0853264332,0.0000000000,0.0000000000,0.0522945449,0.0000000000,0.0000000000,0.0018880414,0.0191958584,0.0204779264,0.0295553170,0.0326306410,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0216867439,-0.0410082862,0.0009168307,-0.0212995335,-0.0409970172,-0.0016789928
13:47:22:53.822,61,0.0012238544,0.0000000000,0.0000000000,0.0207347367,0.0000000000,0.0229364540,0.0673013330,0.0012225219,0.0000000000,0.0399785042,0.0000000000,0.0000000000,0.0229364410,0.0670782924,0.1239265800,0.0000000000,0.0439421497,0.2271673828,0.0725134835,0.2195082605,0.0513853505,0.0072201602,0.0000000000,0.0000000000,0.0000000000,0.1019424051,0.0858087689,0.0347821265,0.0355776027,0.1824147999,0.1847443730,0.0243280362,0.0234092698,0.0014726771,0.0059076734,0.0119563555,0.0097162426,0.4291344881,0.4106643796,0.0821244642,0.0850793421,0.0000000000,0.0000000000,0.0517258272,0.0000000000,0.0000000000,0.0018761994,0.0194701273,0.0209079180,0.0297923330,0.0328320712,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0223899968,-0.0412496440,0.0008927607,-0.0220317245,-0.0412383601,-0.0017203242
13:47:22:54.822,61,0.0010985929,0.0000000000,0.0000000000,0.0211559907,0.0000000000,0.0232307073,0.0699929222,0.0010973314,0.0000000000,0.0403614454,0.0000000000,0.0000000000,0.0232309289,0.0697759241,0.1195340231,0.0000000000,0.0428221487,0.2117392123,0.0705161169,0.2159809023,0.0502924137,0.0074333437,0.0000000000,0.0000000000,0.0000000000,0.1012089923,0.0832130238,0.0347007699,0.0354891904,0.1816342920,0.1836995780,0.0246474855,0.0233763084,0.0021148913,0.0063099312,0.0121793617,0.0100213466,0.4200091064,0.4005865455,0.0819901004,0.0849526674,0.0000000000,0.0000000000,0.0511294752,0.0000000000,0.0000000000,0.0018740302,0.0198360831,0.0214386042,0.0301401149,0.0331962481,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0226017199,-0.0410296544,0.0008630874,-0.0222884119,-0.0410182960,-0.0017386745
13:47:22:55.823,61,0.0009833138,0.0000000000,0.0000000000,0.0212506484,0.0000000000,0.0235630907,0.0697742850,0.0009821178,0.0000000000,0.0404316485,0.0000000000,0.0000000000,0.0235634819,0.0695574507,0.1119374484,0.0000000000,0.0420829616,0.1951076239,0.0690324157,0.2146608084,0.0494963452,0.0074343658,0.0000000000,0.0000000000,0.0000000000,0.1003121883,0.0806510299,0.0346148461,0.0354184136,0.1786931157,0.1812516302,0.0250236671,0.0233885683,0.0030315185,0.0067758299,0.0124571593,0.0103803622,0.3825084567,0.3684825897,0.0816616490,0.0846831426,0.0000000000,0.0000000000,0.0505464412,0.0000000000,0.0000000000,0.0018719996,0.0203069076,0.0220676549,0.0304526016,0.0335266329,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0226411112,-0.0411146358,0.0008672387,-0.0223461986,-0.0411032736,-0.0017410718
13:47:22:56.823,61,0.0008772217,0.0000000000,0.0000000000,0.0218865927,0.0000000000,0.0238377694,0.0701176971,0.0008760860,0.0000000000,0.0410694182,0.0000000000,0.0000000000,0.0238383766,0.0699026212,0.1061980426,0.0000000000,0.0413617976,0.1848220080,0.0670006946,0.2139051855,0.0487889983,0.0073971115,0.0000000000,0.0000000000,0.0000000000,0.0965962633,0.0753209814,0.0345111042,0.0353393406,0.1755245924,0.1784992665,0.0254177898,0.0233319029,0.0044708578,0.0073462278,0.0127684204,0.0107692583,0.3714827299,0.3574640751,0.0814722329,0.0845587030,0.0000000000,0.0000000000,0.0498664603,0.0000000000,0.0000000000,0.0018701112,0.0207544602,0.0226892605,0.0308130197,0.0339143313,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0229912288,-0.0402228571,0.0007771878,-0.0227332376,-0.0402114019,-0.0017764426
13:47:22:57.824,61,0.0007795845,0.0000000000,0.0000000000,0.0219826940,0.0000000000,0.0240349341,0.0698725507,0.0007785042,0.0000000000,0.0411409102,0.0000000000,0.0000000000,0.0240357127,0.0696569458,0.1036248878,0.0000000000,0.0407294482,0.1803030372,0.0658489242,0.2137898654,0.0482429117,0.0072834310,0.0000000000,0.0000000000,0.0000000000,0.0945992544,0.0721673965,0.0344008058,0.0352602974,0.1722130179,0.1753408015,0.0258230288,0.0233205203,0.0054041380,0.0078540714,0.0130909896,0.0111712748,0.3659281135,0.3521130681,0.0812267289,0.0844075233,0.0000000000,0.0000000000,0.0492197424,0.0000000000,0.0000000000,0.0019006296,0.0211433228,0.0232411921,0.0311732758,0.0343170464,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0230277516,-0.0395523272,0.0007231152,-0.0227912776,-0.0395407937,-0.0017890295
13:47:22:58.824,61,0.0006897281,0.0000000000,0.0000000000,0.0220228638,0.0000000000,0.0241519194,0.0641670600,0.0006886990,0.0000000000,0.0411146246,0.0000000000,0.0000000000,0.0241528917,0.0639126822,0.1024851352,0.0000000000,0.0401533768,0.1780810207,0.0650319979,0.2150322050,0.0478227139,0.0072076316,0.0000000000,0.0000000000,0.0000000000,0.0939300358,0.0709339753,0.0343273357,0.0352165960,0.1707569212,0.1738845259,0.0262562837,0.0233823173,0.0061882068,0.0083255423,0.0134535665,0.0116160642,0.3721129298,0.3555929363,0.0810602754,0.0843671709,0.0000000000,0.0000000000,0.0487816632,0.0000000000,0.0000000000,0.0019713843,0.0215416923,0.0238118339,0.0315531343,0.0347517952,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0230114348,-0.0391936712,0.0006964067,-0.0228154678,-0.0391820632,-0.0017953666
13:47:22:59.824,61,0.0006070325,0.0000000000,0.0000000000,0.0232918691,0.0000000000,0.0240787510,0.0621968471,0.0006060504,0.0000000000,0.0424883701,0.0000000000,0.0000000000,0.0240798723,0.0619285852,0.1022545844,0.0000000000,0.0395513363,0.1773535460,0.0642686412,0.2175317854,0.0473851040,0.0071690604,0.0000000000,0.0000000000,0.0000000000,0.0946614146,0.0707283318,0.0342431664,0.0351562873,0.1707706004,0.1736514866,0.0265043508,0.0232994854,0.0067905146,0.0087544741,0.0137927802,0.0120275011,0.4125247598,0.3944043517,0.0813592896,0.0847868994,0.0000000000,0.0000000000,0.0485702232,0.0000000000,0.0000000000,0.0020477111,0.0218587238,0.0243131779,0.0320252962,0.0353112482,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0237666108,-0.0375905856,0.0005241963,-0.0235877149,-0.0375788659,-0.0018664491
13:47:23:00.824,61,0.0005309271,0.0000000000,0.0000000000,0.0252462514,0.0000000000,0.0238940343,0.0623441190,0.0005299883,0.0000000000,0.0446082577,0.0000000000,0.0000000000,0.0238952320,0.0620636530,0.1024075150,0.0000000000,0.0390181877,0.1823543757,0.0635293573,0.2195515484,0.0469439812,0.0071219872,0.0000000000,0.0000000000,0.0000000000,0.0969036147,0.0719094872,0.0341106020,0.0350318179,0.1754373610,0.1774533391,0.0266016740,0.0230459869,0.0072481045,0.0091404971,0.0140244542,0.0123133454,0.4234100282,0.4047887027,0.0820995867,0.0858627036,0.0000000000,0.0000000000,0.0484821573,0.0000000000,0.0000000000,0.0021189859,0.0220377371,0.0246605631,0.0324802063,0.0358364955,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0249375962,-0.0363291427,0.0003493633,-0.0247778781,-0.0363173336,-0.0019621865
