Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
13:43:38:01.983,61,0.0004332871,0.0000000000,0.0000000000,0.0008772297,0.0000000000,0.0148840481,0.0565723926,0.0004324832,0.0000000000,0.0176270884,0.0000000000,0.0000000000,0.0148846358,0.0563098714,0.0008735726,0.0005926491,0.0000000000,0.0011819946,0.0017351789,0.0012633165,0.0100879483,0.0000000000,0.0055175400,0.0000000000,0.0000000000,0.0473694354,0.0301304534,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0018044919,0.0000000000,0.0027164733,0.0013789512,0.0000000000,0.0000000000,0.0011726257,0.0012140180,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0033356750,0.0147659434,0.0147300335,0.0023154148,0.0011822797,0.0020965941,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0100411810,-0.0626166388,0.0030096783,-0.0099240905,-0.0626128018,-0.0009776426
13:43:38:02.984,61,0.0003710279,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0147965159,0.0551165193,0.0003702530,0.0000000000,0.0158304423,0.0000000000,0.0000000000,0.0147970552,0.0548388623,0.0008480249,0.0004083430,0.0000000000,0.0010837102,0.0016340779,0.0012016282,0.0098263565,0.0000000000,0.0054578343,0.0000000000,0.0000000000,0.0477589928,0.0305443890,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0017695380,0.0000000000,0.0025543303,0.0013155217,0.0000000000,0.0000000000,0.0011550677,0.0011897337,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0032338488,0.0144653935,0.0144279897,0.0022960741,0.0011578860,0.0020589880,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0090410374,-0.0622083656,0.0030228684,-0.0089172628,-0.0622044988,-0.0009382178
13:43:38:03.984,61,0.0003137302,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0147523461,0.0518330783,0.0003129820,0.0000000000,0.0148887606,0.0000000000,0.0000000000,0.0147528639,0.0515533388,0.0007743841,0.0003484691,0.0000000000,0.0010089569,0.0015545927,0.0011400949,0.0096386373,0.0000000000,0.0054722959,0.0000000000,0.0000000000,0.0476255529,0.0303398632,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0016852026,0.0000000000,0.0023011309,0.0011721191,0.0000000000,0.0000000000,0.0011112639,0.0011463125,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0031202813,0.0139388088,0.0139008900,0.0022544600,0.0011168843,0.0020051296,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0085157044,-0.0615353063,0.0030014017,-0.0083764326,-0.0615314208,-0.0009162403
13:43:38:04.984,61,0.0002609987,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0147045329,0.0506674945,0.0002602752,0.0000000000,0.0144540826,0.0000000000,0.0000000000,0.0147050088,0.0503864326,0.0007297072,0.0001717289,0.0000000000,0.0009582331,0.0015040023,0.0010950237,0.0094789481,0.0000000000,0.0054864329,0.0000000000,0.0000000000,0.0477014259,0.0305635389,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0016235667,0.0000000000,0.0020887980,0.0010441949,0.0000000000,0.0000000000,0.0010857112,0.0011189274,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0030407885,0.0134204114,0.0133825103,0.0022105081,0.0011048759,0.0019779883,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0082734898,-0.0613429472,0.0029991015,-0.0081363842,-0.0613390543,-0.0009063854
13:43:38:05.985,61,0.0002124695,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0146663152,0.0484208316,0.0002117686,0.0000000000,0.0130121671,0.0000000000,0.0000000000,0.0146667436,0.0481378362,0.0006965880,0.0000343994,0.0000000000,0.0008971647,0.0014452251,0.0010513478,0.0092969369,0.0000000000,0.0054785297,0.0000000000,0.0000000000,0.0481655262,0.0310933683,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0015661723,0.0000000000,0.0018888896,0.0009362606,0.0000000000,0.0000000000,0.0010682265,0.0010975845,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0029631685,0.0130743459,0.0130367335,0.0021523510,0.0010851488,0.0019402757,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0074714087,-0.0612349398,0.0030247294,-0.0073267780,-0.0612310395,-0.0008735824
13:43:38:06.985,61,0.0001678077,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0145412879,0.0478322469,0.0001671276,0.0000000000,0.0126914745,0.0000000000,0.0000000000,0.0145416809,0.0475480333,0.0006772304,0.0000000000,0.0000000000,0.0008318294,0.0013799280,0.0010260380,0.0091969594,0.0000000000,0.0054910169,0.0000000000,0.0000000000,0.0518097654,0.0337313972,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0015168039,0.0000000000,0.0018656126,0.0009533932,0.0000000000,0.0000000000,0.0010400646,0.0010684712,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0028869694,0.0130399605,0.0130018191,0.0021513833,0.0010493103,0.0018946090,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0072921887,-0.0608785897,0.0030100779,-0.0071608699,-0.0608746484,-0.0008660928
13:43:38:07.986,61,0.0001267051,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0144252051,0.0474488735,0.0001260441,0.0000000000,0.0116316769,0.0000000000,0.0000000000,0.0144255757,0.0471676774,0.0006653146,0.0000000000,0.0000000000,0.0007733041,0.0013213601,0.0009879409,0.0090612881,0.0000000000,0.0053245123,0.0000000000,0.0000000000,0.0533830523,0.0367191620,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0014574117,0.0000000000,0.0018149391,0.0009506203,0.0000000000,0.0000000000,0.0010096439,0.0010348160,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0028281552,0.0132451290,0.0132077932,0.0020905132,0.0010281273,0.0018577576,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0067029893,-0.0609256253,0.0030369265,-0.0065717893,-0.0609216876,-0.0008422459
13:43:38:08.986,61,0.0000888780,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0143979415,0.0469358340,0.0000882347,0.0000000000,0.0119406506,0.0000000000,0.0000000000,0.0143982964,0.0466567278,0.0007245646,0.0000000000,0.0000000000,0.0008068846,0.0013599591,0.0009953429,0.0090473751,0.0000000000,0.0052731899,0.0000000000,0.0000000000,0.0568201393,0.0409688354,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0014870766,0.0000000000,0.0017761636,0.0009104947,0.0000000000,0.0000000000,0.0010436346,0.0010629873,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0027896324,0.0130540570,0.0130171739,0.0020595021,0.0010380342,0.0018635106,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0068747588,-0.0609080829,0.0030288713,-0.0067232614,-0.0609041788,-0.0008483580
13:43:38:09.986,61,0.0000540654,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0143446205,0.0463341810,0.0000534383,0.0000000000,0.0117582558,0.0000000000,0.0000000000,0.0143449707,0.0460601412,0.0007814826,0.0000000000,0.0000000000,0.0008699135,0.0014152388,0.0010093502,0.0091401469,0.0000000000,0.0052702567,0.0000000000,0.0000000000,0.0578404553,0.0422648452,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0015334208,0.0000000000,0.0017891460,0.0008785419,0.0000000000,0.0000000000,0.0010679936,0.0010836518,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0027464039,0.0129485102,0.0129127540,0.0020804249,0.0010307545,0.0018466121,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0067727789,-0.0606887639,0.0030196644,-0.0066139698,-0.0606848486,-0.0008433028
13:43:38:10.988,61,0.0000220271,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0143795889,0.0453922488,0.0000214150,0.0000000000,0.0113715092,0.0000000000,0.0000000000,0.0143799195,0.0451298095,0.0008142050,0.0000000000,0.0000000000,0.0008883245,0.0014344516,0.0010172848,0.0091851354,0.0000000000,0.0052518058,0.0000000000,0.0000000000,0.0586878993,0.0431982242,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0015390574,0.0000000000,0.0017787422,0.0008626644,0.0000000000,0.0000000000,0.0010758578,0.0010901950,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0027083207,0.0127646020,0.0127303051,0.0020761611,0.0010391744,0.0018457822,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0065590590,-0.0612297058,0.0030612301,-0.0064015868,-0.0612258129,-0.0008362355
13:43:38:11.987,61,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0145183234,0.0361101404,0.0000000000,0.0000000000,0.0112458784,0.0000000000,0.0000000000,0.0145186465,0.0357935391,0.0008140565,0.0000000000,0.0000000000,0.0008665241,0.0014103969,0.0010256752,0.0092562092,0.0000000000,0.0053621065,0.0000000000,0.0000000000,0.0586507581,0.0429347306,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0015123525,0.0000000000,0.0019017432,0.0009545446,0.0000000000,0.0000000000,0.0010544733,0.0010725582,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0026634126,0.0125476755,0.0125131998,0.0020937633,0.0010505015,0.0018512736,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0064884573,-0.0609256476,0.0030456514,-0.0063476120,-0.0609217212,-0.0008331311
13:43:38:12.988,61,0.0072377725,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0153234769,0.0104095023,0.0078934375,0.0000000000,0.0100551592,0.0000000000,0.0000000000,0.0153236901,0.0095621422,0.0009354227,0.0000000000,0.0000000000,0.0009884628,0.0015636844,0.0011518332,0.0095057981,0.0000000000,0.0055147354,0.0000000000,0.0000000000,0.0588461719,0.0429309048,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0016288630,0.0000000000,0.0020845341,0.0010200965,0.0000000000,0.0000000000,0.0011577192,0.0011708678,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0027190887,0.0111047290,0.0110102193,0.0021459791,0.0011985824,0.0020134980,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0058187284,-0.0579140484,0.0028923536,-0.0056974273,-0.0579099171,-0.0007955580
13:43:38:13.989,61,0.0498347320,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0180248879,0.0000000000,0.0547913350,0.0000000000,0.0109418938,0.0000000000,0.0000000000,0.0180268642,0.0000000000,0.0010856964,0.0000000000,0.0000000000,0.0011730695,0.0017894112,0.0013923501,0.0099730855,0.0000000000,0.0058855223,0.0000000000,0.0000000000,0.0592113584,0.0425638035,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0018585972,0.0000000000,0.0030078944,0.0013907164,0.0000000000,0.0000000000,0.0012911998,0.0013097035,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0028816913,0.0065730596,0.0058409702,0.0022802451,0.0014396966,0.0023424129,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0062873960,-0.0494818799,0.0023621900,-0.0062098438,-0.0494771563,-0.0007910710
13:43:38:14.989,61,0.0702721924,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0261075869,0.0000000000,0.0823143795,0.0000000000,0.0153905312,0.0000000000,0.0000000000,0.0261414871,0.0000000000,0.0013626971,0.0000000000,0.0000000000,0.0014973802,0.0021720389,0.0017506618,0.0104923407,0.0000000000,0.0068211886,0.0000000000,0.0000000000,0.0595758408,0.0379793271,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0022937083,0.0000000000,0.0051972391,0.0019327577,0.0000000000,0.0000000000,0.0015315443,0.0015619072,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0032205596,0.0039247023,0.0025619310,0.0024463846,0.0018462047,0.0033460851,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0087185837,-0.0381056219,0.0015194286,-0.0086774603,-0.0381001607,-0.0009115872
13:43:38:15.989,61,0.0789266080,0.0000000000,0.0000000000,0.0032443132,0.0000000000,0.0736451671,0.0000000000,0.4723973870,0.0000000000,0.0200120602,0.0000000000,0.0000000000,0.0757912174,0.0000000000,0.0039472603,0.0000000000,0.0000000000,0.0033895227,0.0047136685,0.0045720590,0.0138145126,0.0000000000,0.0739189535,0.0000000000,0.0000636713,0.0821599290,0.0000000000,0.0000000000,0.0000000000,0.0014130714,0.0146340504,0.0103183147,0.0000255263,0.0580590889,0.0242627896,0.0035007419,0.0075654760,0.0028408901,0.0031284620,0.0000000000,0.0001248537,0.0000000000,0.0219521411,0.0065103192,0.0000000000,0.0000000000,0.0029341248,0.0040877149,0.0455219038,0.0044647469,0.0534713827,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0111630373,-0.0133831352,-0.0002563922,-0.0113627650,-0.0133757889,-0.0011313163
13:43:38:16.990,61,0.0812940672,0.0232652128,0.0000000000,0.0000000000,0.0000000000,0.1305261701,0.0000000000,0.8219413757,0.0231587999,0.0065692221,0.0000000000,0.0000000000,0.1389256269,0.0000000000,0.0073722363,0.0000000000,0.0000000000,0.0071363873,0.0082840510,0.0111441268,0.0209998284,0.0000000000,0.1046200097,0.0000000000,0.0378132463,0.1164748296,0.0000000000,0.0000000000,0.0000000000,0.0086060390,0.0363855883,0.0184074771,0.0003739189,0.0987491831,0.0551004298,0.0123167727,0.0187193584,0.0054676402,0.0059861680,0.0000595608,0.0039512794,0.0076146163,0.1530944854,0.0203576442,0.0000000000,0.0000000000,0.0042106244,0.0074390238,0.0778604746,0.0159702208,0.1211216301,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0035636798,0.0118365437,-0.0010524811,-0.0042627407,0.0118462220,-0.0003729727
13:43:38:17.991,61,0.0827491581,0.0295589939,0.0062258756,0.0000000000,0.0000000000,0.1717889905,0.0000000000,0.9370352626,0.0295584444,0.0000000000,0.0000000000,0.0000000000,0.1833963096,0.0000000000,0.0150479563,0.0000000000,0.0035008201,0.0117987934,0.0120924301,0.0193152651,0.0341003537,0.0000000000,0.1248308197,0.0000000000,0.0518560037,0.1312486976,0.0000000000,0.0000000000,0.0020973978,0.0170500763,0.0552467406,0.0320178717,0.0007881967,0.1478069574,0.0788434669,0.0267462060,0.0345525295,0.0083355410,0.0098718349,0.0006218968,0.0094742514,0.0075115338,0.2622957230,0.0435064659,0.0000000000,0.0000000000,0.0068464084,0.0114134913,0.1072499901,0.0263379887,0.1680307537,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0046905689,0.0150500089,-0.0002738098,0.0037035188,0.0150602758,0.0005769341
13:43:38:18.990,61,0.0830828473,0.0423281230,0.0119736521,0.0000000000,0.0000000000,0.1872282177,0.0000000000,0.9391310215,0.0423630625,0.0000000000,0.0000000000,0.0000000000,0.2000112981,0.0000000000,0.0179443993,0.0000000000,0.0108211841,0.0143566374,0.0143464934,0.0233032070,0.0394136943,0.0000000000,0.1347120255,0.0000000000,0.0580578484,0.1386413723,0.0000000000,0.0000000000,0.0036896660,0.0205731876,0.0623143800,0.0368046612,0.0011643234,0.1640526354,0.0879499093,0.0318990946,0.0401292928,0.0100261336,0.0122300703,0.0012025307,0.0128337434,0.0023334324,0.3030470908,0.0549816154,0.0000000000,0.0000000000,0.0082868198,0.0132113202,0.1177953333,0.0310365651,0.1857933998,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0081767365,0.0215597823,-0.0001685070,0.0071239676,0.0215705559,0.0010866541
13:43:38:19.990,61,0.0822520331,0.0492430441,0.0151466532,0.0000000000,0.0000000000,0.1939164996,0.0000000000,0.9521244168,0.0492998883,0.0000000000,0.0000000000,0.0000000000,0.2064637244,0.0000000000,0.0196501967,0.0000000000,0.0135689434,0.0158980228,0.0157502238,0.0254093781,0.0421962067,0.0000000000,0.1397404969,0.0000000000,0.0610499308,0.1425357908,0.0000000000,0.0000538007,0.0047584735,0.0225990843,0.0659899935,0.0393694490,0.0014961301,0.1694060862,0.0925839990,0.0346420370,0.0430595316,0.0111695305,0.0136243822,0.0017500793,0.0146463811,0.0000000000,0.3208074868,0.0620236322,0.0000000000,0.0000000000,0.0092927963,0.0143511426,0.1228322834,0.0335493647,0.1947754174,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0100893937,0.0250860229,-0.0000893376,0.0090097152,0.0250970870,0.0013858902
