frame,timestamp,upper_x_0,upper_y_0,upper_x_1,upper_y_1,upper_x_2,upper_y_2,upper_x_3,upper_y_3,upper_x_4,upper_y_4,upper_x_5,upper_y_5,upper_x_6,upper_y_6,upper_x_7,upper_y_7,upper_x_8,upper_y_8,upper_x_9,upper_y_9,upper_x_10,upper_y_10,upper_x_11,upper_y_11,lower_x_0,lower_y_0,lower_x_1,lower_y_1,lower_x_2,lower_y_2,lower_x_3,lower_y_3,lower_x_4,lower_y_4,lower_x_5,lower_y_5,lower_x_6,lower_y_6,lower_x_7,lower_y_7,lower_x_8,lower_y_8,lower_x_9,lower_y_9,lower_x_10,lower_y_10,lower_x_11,lower_y_11
11.0,0.167,732.3,1979.8,823.6,1907.3,922.2,1875.6,1008.1,1894.1,1099.3,1869.3,1208.8,1904.3,1303.2,1962.8,1257.7,1965.8,1107.1,1956.3,1012.6,1969.5,926.9,1965.6,775.5,1978.3,775.5,1978.3,927.7,1970.0,1014.9,1975.1,1108.4,1964.3,1257.7,1965.8,1303.2,1962.8,1219.4,2039.6,1117.6,2073.7,1019.3,2086.2,927.8,2082.7,823.1,2053.0,732.3,1979.8
12.0,0.183,731.3,1980.6,821.9,1907.4,920.7,1875.4,1007.1,1893.8,1098.8,1869.0,1208.2,1903.7,1301.3,1963.1,1256.2,1966.4,1107.0,1956.2,1011.9,1969.5,925.8,1965.7,774.5,1979.5,774.5,1979.5,927.2,1971.7,1014.9,1976.5,1109.1,1965.4,1256.2,1966.4,1301.3,1963.1,1219.5,2040.0,1118.4,2074.5,1019.4,2087.4,927.4,2084.1,821.9,2054.7,731.3,1980.6
13.0,0.2,730.9,1982.1,821.6,1908.5,920.4,1876.1,1007.2,1894.4,1099.3,1869.6,1208.6,1904.5,1301.9,1964.2,1256.6,1967.3,1107.4,1956.7,1012.0,1970.0,925.4,1966.1,774.2,1980.8,774.2,1980.8,926.9,1971.9,1014.9,1976.8,1109.4,1965.8,1256.6,1967.3,1301.9,1964.2,1220.1,2040.2,1119.0,2074.4,1019.7,2087.1,927.4,2084.1,821.9,2055.2,730.9,1982.1
14.0,0.217,730.1,1981.8,821.3,1909.2,920.6,1876.7,1007.2,1895.1,1099.2,1870.2,1208.7,1905.1,1302.0,1964.2,1256.8,1967.6,1107.3,1957.5,1012.0,1970.8,925.5,1966.9,773.2,1981.0,773.2,1981.0,927.0,1972.0,1015.1,1976.9,1109.5,1966.0,1256.8,1967.6,1302.0,1964.2,1220.2,2041.2,1119.2,2075.5,1020.0,2088.4,927.6,2085.3,821.5,2056.3,730.1,1981.8
15.0,0.233,729.6,1982.3,820.9,1909.7,920.3,1877.1,1006.8,1895.9,1098.8,1870.8,1208.1,1906.1,1301.9,1965.4,1256.6,1968.6,1106.7,1958.7,1011.4,1971.9,925.1,1967.9,772.9,1981.2,772.9,1981.2,926.7,1971.6,1014.5,1976.6,1108.7,1965.8,1256.6,1968.6,1301.9,1965.4,1219.4,2041.8,1118.2,2076.2,1019.2,2089.1,927.0,2085.9,821.0,2056.7,729.6,1982.3
16.0,0.25,729.9,1983.4,820.4,1909.5,919.5,1876.7,1006.1,1895.2,1098.1,1870.4,1207.5,1905.7,1300.3,1965.9,1255.0,1969.2,1106.3,1958.3,1010.9,1971.3,924.5,1967.4,773.1,1982.3,773.1,1982.3,925.9,1973.9,1013.8,1978.9,1108.3,1967.9,1255.0,1969.2,1300.3,1965.9,1218.8,2043.1,1117.7,2077.8,1018.5,2090.6,926.1,2087.4,820.3,2058.0,729.9,1983.4
17.0,0.267,728.6,1985.3,818.6,1911.3,917.6,1878.5,1004.5,1897.1,1097.1,1872.2,1206.5,1907.7,1299.8,1967.9,1254.2,1971.0,1105.5,1960.2,1009.5,1973.2,922.9,1969.3,771.7,1984.1,771.7,1984.1,924.2,1974.2,1012.4,1979.1,1107.5,1968.0,1254.2,1971.0,1299.8,1967.9,1217.8,2043.4,1116.8,2077.8,1017.0,2090.7,924.4,2087.6,818.8,2058.6,728.6,1985.3
18.0,0.283,727.9,1986.3,818.0,1912.0,917.0,1879.3,1004.2,1897.8,1097.0,1872.9,1206.6,1908.8,1299.8,1969.2,1254.4,1972.1,1105.0,1960.8,1008.8,1973.9,921.9,1970.0,771.1,1984.8,771.1,1984.8,923.3,1975.7,1011.7,1980.8,1106.9,1969.7,1254.4,1972.1,1299.8,1969.2,1217.7,2045.3,1116.3,2079.9,1016.3,2092.8,923.4,2089.5,818.1,2060.0,727.9,1986.3
19.0,0.3,727.6,1987.6,817.6,1913.4,916.9,1880.3,1004.0,1899.2,1097.0,1874.2,1206.2,1910.3,1299.1,1970.8,1253.7,1973.9,1105.2,1962.8,1008.8,1975.7,921.9,1971.7,770.7,1986.3,770.7,1986.3,923.4,1976.8,1011.8,1981.9,1107.2,1970.9,1253.7,1973.9,1299.1,1970.8,1217.4,2047.0,1116.4,2082.0,1016.3,2095.0,923.4,2091.7,817.6,2061.9,727.6,1987.6
20.0,0.317,727.1,1989.0,817.3,1914.4,916.5,1881.7,1003.6,1900.3,1096.4,1875.3,1206.3,1911.0,1299.2,1972.0,1253.7,1974.9,1104.7,1964.1,1008.6,1977.3,921.6,1973.4,770.8,1987.7,770.8,1987.7,923.2,1978.1,1011.7,1983.2,1106.8,1972.1,1253.7,1974.9,1299.2,1972.0,1217.8,2048.6,1116.4,2083.4,1016.5,2096.3,923.5,2093.0,817.8,2063.3,727.1,1989.0
21.0,0.333,727.9,1990.1,817.8,1916.2,916.8,1883.1,1004.1,1901.9,1096.8,1876.8,1206.2,1912.6,1299.0,1972.9,1253.5,1975.9,1104.9,1965.2,1008.9,1978.2,921.9,1974.2,771.4,1988.6,771.4,1988.6,923.6,1979.7,1012.1,1984.8,1107.2,1973.9,1253.5,1975.9,1299.0,1972.9,1217.7,2049.6,1117.0,2084.9,1017.0,2097.8,924.1,2094.5,818.6,2064.7,727.9,1990.1
22.0,0.35,727.8,1991.0,818.5,1917.0,917.9,1884.3,1004.5,1902.8,1096.6,1878.0,1206.8,1913.6,1300.0,1973.9,1254.6,1977.0,1104.8,1966.4,1009.4,1979.3,923.0,1975.5,771.4,1989.8,771.4,1989.8,924.8,1980.7,1012.6,1985.9,1107.1,1975.1,1254.6,1977.0,1300.0,1973.9,1218.3,2051.3,1117.0,2086.2,1017.8,2098.8,925.3,2095.5,819.2,2065.6,727.8,1991.0
23.0,0.367,726.6,1992.1,817.6,1917.8,917.3,1885.2,1004.2,1903.9,1096.4,1879.0,1206.9,1914.8,1300.7,1975.3,1255.3,1978.1,1104.5,1967.0,1008.9,1980.1,922.3,1976.1,770.3,1990.6,770.3,1990.6,923.9,1981.3,1012.0,1986.6,1106.5,1976.0,1255.3,1978.1,1300.7,1975.3,1218.3,2052.7,1116.4,2087.7,1017.0,2100.2,924.3,2096.8,818.2,2066.5,726.6,1992.1
24.0,0.383,727.2,1992.5,817.9,1918.2,917.1,1886.1,1004.4,1904.9,1097.3,1880.1,1207.3,1915.7,1300.6,1975.9,1255.0,1978.7,1105.3,1968.6,1009.0,1981.5,922.0,1977.5,770.9,1990.9,770.9,1990.9,923.4,1981.9,1012.0,1987.2,1107.2,1976.5,1255.0,1978.7,1300.6,1975.9,1218.5,2052.5,1116.7,2087.9,1016.7,2100.6,923.6,2097.0,818.1,2066.6,727.2,1992.5
25.0,0.4,728.2,1993.0,819.2,1919.0,918.5,1886.4,1005.2,1905.1,1097.3,1880.2,1207.3,1916.0,1301.0,1976.0,1255.3,1978.8,1105.3,1968.4,1009.8,1981.2,923.4,1977.3,771.9,1991.4,771.9,1991.4,924.8,1982.2,1012.8,1987.5,1107.2,1977.0,1255.3,1978.8,1301.0,1976.0,1218.6,2053.2,1117.0,2088.3,1017.7,2100.7,925.2,2097.3,819.6,2067.1,728.2,1993.0
26.0,0.417,727.9,1993.3,818.5,1919.0,917.5,1886.6,1005.0,1905.3,1098.0,1880.7,1208.3,1916.2,1301.7,1976.5,1256.0,1979.4,1106.0,1968.7,1009.6,1981.4,922.4,1977.5,771.6,1991.8,771.6,1991.8,923.5,1982.7,1012.3,1988.2,1107.8,1977.6,1256.0,1979.4,1301.7,1976.5,1219.5,2052.8,1117.4,2087.9,1017.2,2100.3,924.0,2096.8,818.8,2066.7,727.9,1993.3
27.0,0.433,727.8,1992.9,818.2,1918.4,917.6,1885.5,1005.0,1904.1,1097.7,1879.3,1208.4,1914.9,1302.0,1975.6,1256.3,1978.7,1105.9,1968.1,1009.8,1981.0,922.7,1977.2,771.6,1991.6,771.6,1991.6,924.1,1982.9,1012.7,1988.2,1107.8,1977.5,1256.3,1978.7,1302.0,1975.6,1219.9,2053.2,1117.7,2088.9,1017.7,2101.4,924.6,2098.0,818.8,2067.7,727.8,1992.9
28.0,0.45,728.1,1992.6,818.4,1918.2,917.7,1885.4,1005.0,1904.1,1097.6,1879.4,1208.5,1915.0,1301.9,1975.6,1256.3,1978.5,1105.7,1967.7,1009.7,1980.6,922.6,1976.6,771.9,1991.1,771.9,1991.1,923.9,1983.0,1012.5,1988.5,1107.6,1977.9,1256.3,1978.5,1301.9,1975.6,1219.8,2053.7,1117.5,2089.1,1017.5,2101.5,924.4,2097.8,819.0,2067.1,728.1,1992.6
29.0,0.467,727.1,1991.6,817.3,1917.8,916.8,1885.1,1004.1,1903.8,1096.8,1879.2,1207.8,1914.7,1302.2,1975.3,1256.4,1978.3,1104.9,1967.8,1008.9,1980.6,921.7,1976.5,770.9,1990.4,770.9,1990.4,922.8,1982.3,1011.5,1987.7,1106.5,1977.1,1256.4,1978.3,1302.2,1975.3,1219.0,2052.7,1116.2,2088.0,1016.2,2100.3,923.2,2096.8,817.7,2066.3,727.1,1991.6
30.0,0.483,727.8,1992.1,817.9,1918.1,917.2,1885.2,1004.2,1903.9,1096.4,1879.0,1207.0,1914.7,1301.1,1974.9,1255.4,1977.9,1104.7,1967.4,1009.0,1980.3,922.4,1976.3,771.4,1990.6,771.4,1990.6,923.9,1982.4,1012.0,1987.7,1106.7,1977.0,1255.4,1977.9,1301.1,1974.9,1218.6,2052.8,1116.6,2088.5,1017.1,2101.1,924.4,2097.6,818.8,2066.9,727.8,1992.1
31.0,0.5,727.3,1992.1,817.7,1918.4,916.9,1886.1,1003.9,1904.8,1096.3,1880.0,1206.9,1915.3,1301.0,1975.3,1255.3,1978.3,1104.6,1968.1,1008.9,1981.2,922.1,1977.2,771.0,1990.8,771.0,1990.8,923.5,1982.0,1011.8,1987.3,1106.5,1976.6,1255.3,1978.3,1301.0,1975.3,1218.5,2052.7,1116.4,2088.0,1016.9,2100.6,924.1,2097.2,818.5,2067.0,727.3,1992.1
32.0,0.517,727.6,1992.3,817.9,1917.9,917.2,1885.5,1004.0,1904.0,1096.1,1879.4,1207.0,1914.5,1300.9,1975.1,1255.5,1978.3,1104.3,1967.3,1008.9,1980.2,922.3,1976.3,771.2,1991.1,771.2,1991.1,923.8,1984.1,1012.0,1989.3,1106.6,1978.7,1255.5,1978.3,1300.9,1975.1,1218.7,2053.4,1116.4,2089.2,1016.9,2101.8,924.3,2098.4,818.5,2067.9,727.6,1992.3
33.0,0.533,727.5,1992.5,817.2,1918.0,916.2,1886.1,1003.6,1904.6,1096.6,1880.2,1207.4,1915.1,1300.3,1975.8,1254.8,1979.0,1105.1,1968.1,1008.8,1981.0,921.5,1976.9,771.1,1991.5,771.1,1991.5,923.0,1984.8,1011.9,1990.1,1107.4,1979.1,1254.8,1979.0,1300.3,1975.8,1219.1,2053.6,1117.1,2089.4,1016.8,2102.1,923.4,2098.6,817.7,2068.1,727.5,1992.5
34.0,0.55,727.5,1993.3,817.8,1919.0,917.2,1886.9,1004.2,1905.3,1096.6,1880.8,1207.4,1916.0,1300.6,1976.2,1255.4,1979.5,1105.0,1968.4,1009.3,1981.3,922.5,1977.4,770.9,1992.4,770.9,1992.4,924.0,1985.0,1012.4,1990.2,1107.4,1979.6,1255.4,1979.5,1300.6,1976.2,1219.3,2054.4,1117.3,2089.9,1017.5,2102.4,924.6,2099.0,818.5,2068.4,727.5,1993.3
35.0,0.567,728.1,1994.3,818.3,1919.9,917.5,1887.7,1004.7,1906.1,1097.2,1881.6,1208.1,1916.9,1301.8,1977.1,1256.3,1980.2,1105.6,1969.5,1009.7,1982.4,922.7,1978.6,771.7,1993.0,771.7,1993.0,924.0,1984.8,1012.5,1990.1,1107.5,1979.4,1256.3,1980.2,1301.8,1977.1,1219.7,2054.8,1117.4,2090.2,1017.6,2102.6,924.6,2099.2,819.0,2068.5,728.1,1994.3
36.0,0.583,729.4,1994.2,819.7,1920.3,918.9,1888.0,1005.7,1906.6,1098.0,1882.2,1208.5,1917.2,1302.0,1977.4,1256.6,1980.7,1106.2,1969.9,1010.7,1982.6,924.0,1978.6,772.9,1993.3,772.9,1993.3,925.4,1985.8,1013.6,1991.1,1108.4,1980.6,1256.6,1980.7,1302.0,1977.4,1220.1,2055.3,1118.2,2091.0,1018.6,2103.4,925.9,2100.0,820.2,2069.6,729.4,1994.2
37.0,0.6,730.2,1994.6,820.5,1921.0,919.8,1888.5,1006.7,1907.2,1099.2,1882.4,1209.3,1917.7,1302.8,1977.7,1257.2,1981.0,1107.4,1970.3,1011.6,1983.1,924.9,1979.1,773.6,1993.6,773.6,1993.6,926.5,1985.6,1014.8,1990.8,1109.8,1980.1,1257.2,1981.0,1302.8,1977.7,1220.9,2055.1,1119.4,2090.9,1019.6,2103.6,926.8,2100.2,821.0,2070.1,730.2,1994.6
38.0,0.617,730.4,1995.4,820.5,1921.8,919.9,1889.3,1007.0,1907.9,1099.8,1883.2,1210.0,1918.3,1303.6,1978.3,1258.1,1981.5,1108.1,1970.7,1011.9,1983.6,925.1,1979.6,773.8,1994.3,773.8,1994.3,926.6,1986.9,1015.1,1992.0,1110.3,1981.2,1258.1,1981.5,1303.6,1978.3,1221.5,2055.5,1119.8,2091.2,1019.8,2103.9,926.9,2100.6,821.0,2070.2,730.4,1995.4
39.0,0.633,730.8,1995.2,821.6,1921.7,921.4,1889.4,1007.7,1908.1,1099.5,1883.5,1210.2,1918.7,1304.1,1978.7,1258.8,1982.0,1107.7,1971.5,1012.6,1984.2,926.4,1980.2,774.2,1994.3,774.2,1994.3,928.0,1987.3,1015.8,1992.5,1110.0,1981.9,1258.8,1982.0,1304.1,1978.7,1221.8,2057.1,1119.4,2092.6,1020.4,2105.1,928.1,2101.6,821.8,2071.0,730.8,1995.2
40.0,0.65,731.0,1995.6,821.8,1922.5,921.5,1890.5,1008.3,1909.3,1100.8,1884.6,1210.9,1919.7,1304.4,1979.2,1259.2,1982.6,1109.0,1972.2,1013.1,1985.1,926.5,1981.0,774.3,1994.7,774.3,1994.7,927.9,1987.5,1016.0,1992.7,1111.0,1981.9,1259.2,1982.6,1304.4,1979.2,1222.1,2057.0,1120.2,2092.5,1020.5,2105.2,927.8,2101.7,821.7,2071.2,731.0,1995.6
41.0,0.667,730.7,1996.1,822.0,1922.9,921.9,1891.2,1008.0,1909.7,1099.7,1885.1,1210.6,1920.2,1305.2,1979.5,1259.9,1982.9,1108.0,1972.5,1012.9,1985.3,927.0,1981.4,773.9,1995.2,773.9,1995.2,928.4,1987.6,1015.8,1992.9,1110.0,1982.3,1259.9,1982.9,1305.2,1979.5,1221.9,2057.8,1119.2,2092.8,1020.4,2105.1,928.4,2101.5,822.0,2071.0,730.7,1996.1
42.0,0.683,730.7,1996.8,821.2,1922.7,920.9,1890.7,1007.5,1909.4,1099.8,1884.9,1210.5,1919.7,1304.3,1980.2,1258.9,1983.4,1108.2,1972.3,1012.6,1985.0,926.1,1981.0,774.1,1995.8,774.1,1995.8,927.7,1988.6,1015.8,1993.6,1110.7,1982.7,1258.9,1983.4,1304.3,1980.2,1222.1,2057.1,1119.8,2092.4,1020.3,2105.0,927.7,2101.7,821.5,2071.7,730.7,1996.8
43.0,0.7,730.1,1996.6,820.9,1923.4,921.0,1891.1,1007.4,1909.8,1099.3,1885.2,1209.9,1920.4,1304.3,1980.1,1258.9,1983.6,1107.6,1972.5,1012.4,1985.2,926.2,1981.2,773.4,1995.8,773.4,1995.8,927.6,1988.5,1015.3,1993.6,1109.7,1982.9,1258.9,1983.6,1304.3,1980.1,1221.4,2057.8,1119.1,2093.1,1020.0,2105.6,927.7,2102.4,821.1,2072.3,730.1,1996.6
44.0,0.717,729.6,1996.6,820.3,1923.1,920.3,1890.9,1006.5,1909.4,1098.2,1885.0,1209.2,1920.0,1303.7,1980.0,1258.2,1983.4,1106.5,1972.4,1011.6,1985.1,925.5,1981.2,773.0,1995.8,773.0,1995.8,927.1,1988.7,1014.7,1993.7,1109.0,1983.0,1258.2,1983.4,1303.7,1980.0,1220.9,2058.2,1118.4,2093.6,1019.4,2106.1,927.2,2102.8,820.7,2072.6,729.6,1996.6
45.0,0.733,729.3,1996.8,820.0,1923.4,919.9,1891.2,1006.2,1910.0,1098.1,1885.3,1209.4,1920.9,1304.1,1981.0,1258.6,1984.1,1106.3,1973.4,1011.1,1986.1,925.0,1982.0,772.6,1995.8,772.6,1995.8,926.6,1987.2,1014.3,1992.5,1108.7,1982.1,1258.6,1984.1,1304.1,1981.0,1220.8,2058.3,1117.9,2093.2,1018.8,2105.6,926.5,2102.0,820.3,2071.6,729.3,1996.8
46.0,0.75,730.1,1996.0,820.3,1922.7,920.3,1890.6,1006.2,1909.3,1097.7,1884.8,1209.1,1920.0,1303.7,1980.1,1258.4,1983.4,1106.0,1972.8,1011.2,1985.4,925.5,1981.4,773.3,1995.2,773.3,1995.2,927.2,1989.3,1014.5,1994.5,1108.6,1983.9,1258.4,1983.4,1303.7,1980.1,1220.7,2058.5,1117.7,2094.0,1018.9,2106.5,927.1,2102.9,820.6,2072.1,730.1,1996.0
47.0,0.767,730.0,1996.4,821.3,1923.5,921.1,1891.7,1007.0,1910.4,1098.2,1885.8,1209.4,1921.2,1305.3,1980.3,1259.7,1983.2,1106.4,1973.2,1011.7,1985.9,926.1,1982.0,773.3,1995.0,773.3,1995.0,927.4,1987.2,1014.5,1992.4,1108.1,1982.1,1259.7,1983.2,1305.3,1980.3,1220.6,2057.8,1117.3,2092.7,1018.9,2104.8,927.2,2101.3,821.4,2070.7,730.0,1996.4
48.0,0.783,730.3,1995.7,820.9,1922.6,920.5,1890.7,1006.9,1909.4,1098.9,1884.7,1209.9,1920.2,1304.8,1979.7,1259.4,1982.7,1107.1,1972.0,1011.8,1984.7,925.6,1980.7,773.5,1994.4,773.5,1994.4,927.3,1987.3,1015.0,1992.5,1109.5,1981.9,1259.4,1982.7,1304.8,1979.7,1221.5,2056.8,1118.6,2091.9,1019.5,2104.3,927.2,2100.7,821.2,2070.3,730.3,1995.7
49.0,0.8,729.4,1994.6,821.0,1921.7,921.1,1890.0,1007.2,1908.6,1098.8,1883.7,1210.3,1919.2,1305.8,1977.9,1260.5,1981.0,1107.1,1971.8,1012.1,1984.6,926.3,1981.0,772.5,1993.1,772.5,1993.1,927.9,1984.8,1015.2,1989.9,1109.2,1979.3,1260.5,1981.0,1305.8,1977.9,1221.7,2055.6,1118.2,2090.9,1019.5,2103.3,927.4,2099.8,821.1,2068.9,729.4,1994.6
50.0,0.817,727.8,1992.1,819.9,1920.4,920.5,1889.3,1006.7,1908.1,1098.7,1883.4,1210.2,1918.6,1306.2,1976.5,1261.0,1979.9,1106.9,1970.3,1011.5,1983.2,925.5,1979.1,770.7,1991.1,770.7,1991.1,927.2,1984.1,1014.7,1989.2,1109.0,1978.7,1261.0,1979.9,1306.2,1976.5,1221.3,2054.0,1117.5,2088.9,1018.5,2101.3,926.3,2097.7,819.5,2066.9,727.8,1992.1
51.0,0.833,726.6,1987.5,819.5,1918.5,920.7,1888.2,1006.7,1907.3,1098.7,1882.6,1210.4,1916.8,1307.5,1972.8,1262.5,1976.5,1106.7,1968.8,1011.3,1981.7,925.5,1977.3,769.2,1986.9,769.2,1986.9,927.1,1983.3,1014.5,1988.6,1108.8,1978.1,1262.5,1976.5,1307.5,1972.8,1221.3,2051.5,1117.1,2087.4,1018.1,2100.0,926.1,2096.1,818.8,2064.4,726.6,1987.5
52.0,0.85,723.7,1982.8,818.7,1916.2,921.0,1888.0,1006.7,1906.6,1098.3,1882.0,1212.0,1914.1,1311.6,1967.3,1266.6,1971.5,1106.6,1967.4,1011.6,1980.8,926.0,1976.5,766.5,1982.8,766.5,1982.8,927.4,1981.6,1014.5,1986.8,1108.6,1976.2,1266.6,1971.5,1311.6,1967.3,1223.3,2048.6,1117.2,2085.6,1018.5,2098.3,926.7,2094.5,818.2,2062.1,723.7,1982.8
53.0,0.867,721.9,1976.9,817.9,1912.8,919.8,1887.0,1007.4,1905.3,1101.1,1881.1,1216.2,1910.6,1316.8,1960.8,1271.8,1965.6,1109.1,1965.7,1012.2,1979.4,924.5,1974.8,765.1,1977.2,765.1,1977.2,925.0,1979.7,1014.0,1985.3,1110.2,1974.3,1271.8,1965.6,1316.8,1960.8,1227.1,2043.1,1119.0,2082.2,1018.0,2095.1,924.6,2091.0,816.9,2057.2,721.9,1976.9
54.0,0.883,718.6,1968.6,817.1,1909.2,920.3,1885.7,1008.0,1903.5,1101.8,1879.5,1218.5,1906.1,1322.0,1951.6,1277.3,1957.4,1109.8,1962.3,1012.7,1976.7,924.9,1972.2,761.7,1969.6,761.7,1969.6,924.7,1977.5,1013.7,1983.1,1110.0,1971.8,1277.3,1957.4,1322.0,1951.6,1228.9,2038.0,1118.8,2079.3,1017.8,2092.7,924.4,2088.4,815.6,2052.8,718.6,1968.6
55.0,0.9,713.5,1960.6,814.3,1906.3,919.5,1885.3,1007.7,1902.9,1102.3,1878.8,1220.9,1902.0,1327.7,1942.9,1282.9,1949.8,1110.6,1960.3,1012.9,1975.3,924.6,1970.5,756.5,1962.5,756.5,1962.5,924.8,1975.7,1014.3,1981.0,1111.7,1968.9,1282.9,1949.8,1327.7,1942.9,1232.0,2031.9,1119.9,2075.9,1018.1,2090.2,924.2,2086.2,813.0,2049.3,713.5,1960.6
